"Rank","Team","Record","Points","PV.Rank","Voter","Week"
10,"Nebraska","6-0",1037,"10","ross-dellenger","Week 8"
11,"Boise State","6-0",694,"15","ross-dellenger","Week 8"
12,"Florida State","5-2",733,"14","ross-dellenger","Week 8"
13,"Wisconsin","4-2",935,"8","ross-dellenger","Week 8"
14,"Houston","6-1",766,"13","ross-dellenger","Week 8"
15,"Oklahoma","4-2",612,"19","ross-dellenger","Week 8"
16,"LSU","4-2",123,"-","ross-dellenger","Week 8"
17,"Mississippi","3-3",188,"12","ross-dellenger","Week 8"
18,"Tennessee","5-2",550,"9","ross-dellenger","Week 8"
19,"Florida","5-1",626,"18","ross-dellenger","Week 8"
20,"Utah","6-1",479,"21","ross-dellenger","Week 8"
21,"Auburn","4-2",277,"23","ross-dellenger","Week 8"
22,"North Carolina","5-2",254,"-","ross-dellenger","Week 8"
23,"Western Michigan","7-0",285,"24","ross-dellenger","Week 8"
24,"Arkansas","5-2",584,"22","ross-dellenger","Week 8"
25,"Colorado","5-2",110,"-","ross-dellenger","Week 8"
1,"Alabama","7-0",1524,"1","sam-mckewon","Week 8"
2,"Ohio State","6-0",1457,"2","sam-mckewon","Week 8"
3,"Michigan","6-0",1368,"4","sam-mckewon","Week 8"
4,"Washington","6-0",1304,"5","sam-mckewon","Week 8"
5,"Clemson","7-0",1337,"3","sam-mckewon","Week 8"
6,"Texas A&M","6-0",1218,"6","sam-mckewon","Week 8"
7,"Louisville","5-1",1168,"7","sam-mckewon","Week 8"
8,"Florida State","5-2",733,"14","sam-mckewon","Week 8"
9,"Nebraska","6-0",1037,"10","sam-mckewon","Week 8"
10,"Wisconsin","4-2",935,"8","sam-mckewon","Week 8"
11,"West Virginia","5-0",744,"20","sam-mckewon","Week 8"
12,"Baylor","6-0",1021,"11","sam-mckewon","Week 8"
13,"Boise State","6-0",694,"15","sam-mckewon","Week 8"
14,"North Carolina","5-2",254,"-","sam-mckewon","Week 8"
15,"Colorado","5-2",110,"-","sam-mckewon","Week 8"
16,"Auburn","4-2",277,"23","sam-mckewon","Week 8"
17,"LSU","4-2",123,"-","sam-mckewon","Week 8"
18,"Utah","6-1",479,"21","sam-mckewon","Week 8"
19,"Tennessee","5-2",550,"9","sam-mckewon","Week 8"
20,"Florida","5-1",626,"18","sam-mckewon","Week 8"
21,"Houston","6-1",766,"13","sam-mckewon","Week 8"
22,"Oklahoma","4-2",612,"19","sam-mckewon","Week 8"
23,"Arkansas","5-2",584,"22","sam-mckewon","Week 8"
24,"Western Michigan","7-0",285,"24","sam-mckewon","Week 8"
25,"Virginia Tech","4-2",38,"17","sam-mckewon","Week 8"
1,"Alabama","7-0",1524,"1","scott-hamilton","Week 8"
2,"Ohio State","6-0",1457,"2","scott-hamilton","Week 8"
3,"Michigan","6-0",1368,"4","scott-hamilton","Week 8"
4,"Washington","6-0",1304,"5","scott-hamilton","Week 8"
5,"Clemson","7-0",1337,"3","scott-hamilton","Week 8"
6,"Louisville","5-1",1168,"7","scott-hamilton","Week 8"
7,"Texas A&M","6-0",1218,"6","scott-hamilton","Week 8"
8,"Baylor","6-0",1021,"11","scott-hamilton","Week 8"
9,"Nebraska","6-0",1037,"10","scott-hamilton","Week 8"
10,"Houston","6-1",766,"13","scott-hamilton","Week 8"
11,"Arkansas","5-2",584,"22","scott-hamilton","Week 8"
12,"Florida State","5-2",733,"14","scott-hamilton","Week 8"
13,"Wisconsin","4-2",935,"8","scott-hamilton","Week 8"
14,"Florida","5-1",626,"18","scott-hamilton","Week 8"
15,"Oklahoma","4-2",612,"19","scott-hamilton","Week 8"
16,"Boise State","6-0",694,"15","scott-hamilton","Week 8"
17,"West Virginia","5-0",744,"20","scott-hamilton","Week 8"
18,"Utah","6-1",479,"21","scott-hamilton","Week 8"
19,"Mississippi","3-3",188,"12","scott-hamilton","Week 8"
20,"Western Michigan","7-0",285,"24","scott-hamilton","Week 8"
21,"Colorado","5-2",110,"-","scott-hamilton","Week 8"
22,"Tennessee","5-2",550,"9","scott-hamilton","Week 8"
23,"North Carolina","5-2",254,"-","scott-hamilton","Week 8"
24,"Auburn","4-2",277,"23","scott-hamilton","Week 8"
25,"Navy","4-1",163,"25","scott-hamilton","Week 8"
1,"Michigan","6-0",1368,"4","scott-wolf","Week 8"
2,"Alabama","7-0",1524,"1","scott-wolf","Week 8"
3,"Ohio State","6-0",1457,"2","scott-wolf","Week 8"
4,"Clemson","7-0",1337,"3","scott-wolf","Week 8"
5,"Louisville","5-1",1168,"7","scott-wolf","Week 8"
6,"Washington","6-0",1304,"5","scott-wolf","Week 8"
7,"Texas A&M","6-0",1218,"6","scott-wolf","Week 8"
8,"Wisconsin","4-2",935,"8","scott-wolf","Week 8"
9,"Nebraska","6-0",1037,"10","scott-wolf","Week 8"
10,"Baylor","6-0",1021,"11","scott-wolf","Week 8"
11,"Houston","6-1",766,"13","scott-wolf","Week 8"
12,"Florida State","5-2",733,"14","scott-wolf","Week 8"
13,"Arkansas","5-2",584,"22","scott-wolf","Week 8"
14,"Oklahoma","4-2",612,"19","scott-wolf","Week 8"
15,"Mississippi","3-3",188,"12","scott-wolf","Week 8"
16,"West Virginia","5-0",744,"20","scott-wolf","Week 8"
17,"Auburn","4-2",277,"23","scott-wolf","Week 8"
18,"Tennessee","5-2",550,"9","scott-wolf","Week 8"
19,"Boise State","6-0",694,"15","scott-wolf","Week 8"
20,"Florida","5-1",626,"18","scott-wolf","Week 8"
21,"Navy","4-1",163,"25","scott-wolf","Week 8"
22,"Washington State","4-2",39,"-","scott-wolf","Week 8"
23,"Utah","6-1",479,"21","scott-wolf","Week 8"
24,"Western Michigan","7-0",285,"24","scott-wolf","Week 8"
25,"North Carolina","5-2",254,"-","scott-wolf","Week 8"
1,"Alabama","7-0",1524,"1","steve-batterson","Week 8"
2,"Ohio State","6-0",1457,"2","steve-batterson","Week 8"
3,"Michigan","6-0",1368,"4","steve-batterson","Week 8"
4,"Clemson","7-0",1337,"3","steve-batterson","Week 8"
5,"Washington","6-0",1304,"5","steve-batterson","Week 8"
6,"Texas A&M","6-0",1218,"6","steve-batterson","Week 8"
7,"Nebraska","6-0",1037,"10","steve-batterson","Week 8"
8,"Louisville","5-1",1168,"7","steve-batterson","Week 8"
9,"Houston","6-1",766,"13","steve-batterson","Week 8"
10,"Baylor","6-0",1021,"11","steve-batterson","Week 8"
11,"West Virginia","5-0",744,"20","steve-batterson","Week 8"
12,"Wisconsin","4-2",935,"8","steve-batterson","Week 8"
13,"Florida State","5-2",733,"14","steve-batterson","Week 8"
14,"Florida","5-1",626,"18","steve-batterson","Week 8"
15,"Oklahoma","4-2",612,"19","steve-batterson","Week 8"
16,"Boise State","6-0",694,"15","steve-batterson","Week 8"
17,"Tennessee","5-2",550,"9","steve-batterson","Week 8"
18,"Utah","6-1",479,"21","steve-batterson","Week 8"
19,"Western Michigan","7-0",285,"24","steve-batterson","Week 8"
20,"Arkansas","5-2",584,"22","steve-batterson","Week 8"
21,"North Carolina","5-2",254,"-","steve-batterson","Week 8"
22,"Navy","4-1",163,"25","steve-batterson","Week 8"
23,"Auburn","4-2",277,"23","steve-batterson","Week 8"
24,"Oklahoma State","4-2",47,"-","steve-batterson","Week 8"
25,"LSU","4-2",123,"-","steve-batterson","Week 8"
1,"Alabama","7-0",1524,"1","steve-wiseman","Week 8"
2,"Ohio State","6-0",1457,"2","steve-wiseman","Week 8"
3,"Clemson","7-0",1337,"3","steve-wiseman","Week 8"
4,"Michigan","6-0",1368,"4","steve-wiseman","Week 8"
5,"Washington","6-0",1304,"5","steve-wiseman","Week 8"
6,"Texas A&M","6-0",1218,"6","steve-wiseman","Week 8"
7,"Nebraska","6-0",1037,"10","steve-wiseman","Week 8"
8,"Louisville","5-1",1168,"7","steve-wiseman","Week 8"
9,"Wisconsin","4-2",935,"8","steve-wiseman","Week 8"
10,"Baylor","6-0",1021,"11","steve-wiseman","Week 8"
11,"Florida","5-1",626,"18","steve-wiseman","Week 8"
12,"Boise State","6-0",694,"15","steve-wiseman","Week 8"
13,"West Virginia","5-0",744,"20","steve-wiseman","Week 8"
14,"Arkansas","5-2",584,"22","steve-wiseman","Week 8"
15,"Florida State","5-2",733,"14","steve-wiseman","Week 8"
16,"Houston","6-1",766,"13","steve-wiseman","Week 8"
17,"Oklahoma","4-2",612,"19","steve-wiseman","Week 8"
18,"Tennessee","5-2",550,"9","steve-wiseman","Week 8"
19,"Western Michigan","7-0",285,"24","steve-wiseman","Week 8"
20,"Utah","6-1",479,"21","steve-wiseman","Week 8"
21,"Mississippi","3-3",188,"12","steve-wiseman","Week 8"
22,"North Carolina","5-2",254,"-","steve-wiseman","Week 8"
23,"Auburn","4-2",277,"23","steve-wiseman","Week 8"
24,"LSU","4-2",123,"-","steve-wiseman","Week 8"
25,"Miami","4-2",69,"16","steve-wiseman","Week 8"
1,"Alabama","7-0",1524,"1","tom-murphy","Week 8"
2,"Ohio State","6-0",1457,"2","tom-murphy","Week 8"
3,"Washington","6-0",1304,"5","tom-murphy","Week 8"
4,"Michigan","6-0",1368,"4","tom-murphy","Week 8"
5,"Texas A&M","6-0",1218,"6","tom-murphy","Week 8"
6,"Clemson","7-0",1337,"3","tom-murphy","Week 8"
7,"Louisville","5-1",1168,"7","tom-murphy","Week 8"
8,"Baylor","6-0",1021,"11","tom-murphy","Week 8"
9,"Nebraska","6-0",1037,"10","tom-murphy","Week 8"
10,"West Virginia","5-0",744,"20","tom-murphy","Week 8"
11,"Houston","6-1",766,"13","tom-murphy","Week 8"
12,"Florida State","5-2",733,"14","tom-murphy","Week 8"
13,"Florida","5-1",626,"18","tom-murphy","Week 8"
14,"Utah","6-1",479,"21","tom-murphy","Week 8"
15,"Arkansas","5-2",584,"22","tom-murphy","Week 8"
16,"Auburn","4-2",277,"23","tom-murphy","Week 8"
17,"Wisconsin","4-2",935,"8","tom-murphy","Week 8"
18,"Tennessee","5-2",550,"9","tom-murphy","Week 8"
19,"Oklahoma","4-2",612,"19","tom-murphy","Week 8"
20,"Boise State","6-0",694,"15","tom-murphy","Week 8"
21,"LSU","4-2",123,"-","tom-murphy","Week 8"
22,"Mississippi","3-3",188,"12","tom-murphy","Week 8"
23,"Miami","4-2",69,"16","tom-murphy","Week 8"
24,"Western Michigan","7-0",285,"24","tom-murphy","Week 8"
25,"North Carolina State","4-2",4,"-","tom-murphy","Week 8"
1,"Alabama","7-0",1524,"1","tony-parks","Week 8"
2,"Ohio State","6-0",1457,"2","tony-parks","Week 8"
3,"Clemson","7-0",1337,"3","tony-parks","Week 8"
4,"Washington","6-0",1304,"5","tony-parks","Week 8"
5,"Michigan","6-0",1368,"4","tony-parks","Week 8"
6,"Texas A&M","6-0",1218,"6","tony-parks","Week 8"
7,"Baylor","6-0",1021,"11","tony-parks","Week 8"
8,"Louisville","5-1",1168,"7","tony-parks","Week 8"
9,"Nebraska","6-0",1037,"10","tony-parks","Week 8"
10,"Florida","5-1",626,"18","tony-parks","Week 8"
11,"West Virginia","5-0",744,"20","tony-parks","Week 8"
12,"Boise State","6-0",694,"15","tony-parks","Week 8"
13,"Utah","6-1",479,"21","tony-parks","Week 8"
14,"Arkansas","5-2",584,"22","tony-parks","Week 8"
15,"Wisconsin","4-2",935,"8","tony-parks","Week 8"
16,"Tennessee","5-2",550,"9","tony-parks","Week 8"
17,"Florida State","5-2",733,"14","tony-parks","Week 8"
18,"Western Michigan","7-0",285,"24","tony-parks","Week 8"
19,"Virginia Tech","4-2",38,"17","tony-parks","Week 8"
20,"North Carolina","5-2",254,"-","tony-parks","Week 8"
21,"Houston","6-1",766,"13","tony-parks","Week 8"
22,"Miami","4-2",69,"16","tony-parks","Week 8"
23,"Colorado","5-2",110,"-","tony-parks","Week 8"
24,"Navy","4-1",163,"25","tony-parks","Week 8"
25,"South Florida","6-1",31,"-","tony-parks","Week 8"
