"Rank","Team","Record","Points","PV.Rank","Voter","Week"
6,"Penn State","11-2",1252,"8","garland-gillen","Week 15"
7,"Washington","12-1",1329,"4","garland-gillen","Week 15"
8,"Oklahoma","10-2",1173,"7","garland-gillen","Week 15"
9,"Western Michigan","13-0",871,"13","garland-gillen","Week 15"
10,"Wisconsin","10-3",1054,"6","garland-gillen","Week 15"
11,"Florida State","9-3",889,"12","garland-gillen","Week 15"
12,"West Virginia","10-2",788,"14","garland-gillen","Week 15"
13,"Auburn","8-4",493,"18","garland-gillen","Week 15"
14,"Oklahoma State","9-3",800,"11","garland-gillen","Week 15"
15,"Colorado","10-3",886,"9","garland-gillen","Week 15"
16,"Stanford","9-3",508,"17","garland-gillen","Week 15"
17,"LSU","7-4",351,"21","garland-gillen","Week 15"
18,"Louisville","9-3",542,"16","garland-gillen","Week 15"
19,"Florida","8-4",331,"15","garland-gillen","Week 15"
20,"Iowa","8-4",272,"22","garland-gillen","Week 15"
21,"Nebraska","9-3",196,"23","garland-gillen","Week 15"
22,"Pittsburgh","8-4",237,"24","garland-gillen","Week 15"
23,"South Florida","10-2",173,"24","garland-gillen","Week 15"
24,"Georgia Tech","8-4",3,"-","garland-gillen","Week 15"
25,"Virginia Tech","9-4",372,"19","garland-gillen","Week 15"
1,"Alabama","13-0",1525,"1","garry-smits","Week 15"
2,"Clemson","12-1",1396,"3","garry-smits","Week 15"
3,"Ohio State","11-1",1444,"2","garry-smits","Week 15"
4,"Washington","12-1",1329,"4","garry-smits","Week 15"
5,"Michigan","10-2",1249,"5","garry-smits","Week 15"
6,"Oklahoma","10-2",1173,"7","garry-smits","Week 15"
7,"Penn State","11-2",1252,"8","garry-smits","Week 15"
8,"Western Michigan","13-0",871,"13","garry-smits","Week 15"
9,"Florida State","9-3",889,"12","garry-smits","Week 15"
10,"West Virginia","10-2",788,"14","garry-smits","Week 15"
11,"Wisconsin","10-3",1054,"6","garry-smits","Week 15"
12,"USC","9-3",1040,"10","garry-smits","Week 15"
13,"Colorado","10-3",886,"9","garry-smits","Week 15"
14,"Virginia Tech","9-4",372,"19","garry-smits","Week 15"
15,"Temple","10-3",229,"-","garry-smits","Week 15"
16,"Auburn","8-4",493,"18","garry-smits","Week 15"
17,"Oklahoma State","9-3",800,"11","garry-smits","Week 15"
18,"Louisville","9-3",542,"16","garry-smits","Week 15"
19,"LSU","7-4",351,"21","garry-smits","Week 15"
20,"Boise State","10-2",95,"-","garry-smits","Week 15"
21,"Miami","8-4",6,"-","garry-smits","Week 15"
22,"Pittsburgh","8-4",237,"24","garry-smits","Week 15"
23,"Iowa","8-4",272,"22","garry-smits","Week 15"
24,"South Florida","10-2",173,"24","garry-smits","Week 15"
25,"Navy","9-3",15,"20","garry-smits","Week 15"
1,"Alabama","13-0",1525,"1","gary-horowitz","Week 15"
2,"Ohio State","11-1",1444,"2","gary-horowitz","Week 15"
3,"Clemson","12-1",1396,"3","gary-horowitz","Week 15"
4,"Penn State","11-2",1252,"8","gary-horowitz","Week 15"
5,"Washington","12-1",1329,"4","gary-horowitz","Week 15"
6,"Michigan","10-2",1249,"5","gary-horowitz","Week 15"
7,"Oklahoma","10-2",1173,"7","gary-horowitz","Week 15"
8,"Wisconsin","10-3",1054,"6","gary-horowitz","Week 15"
9,"USC","9-3",1040,"10","gary-horowitz","Week 15"
10,"Western Michigan","13-0",871,"13","gary-horowitz","Week 15"
11,"Florida State","9-3",889,"12","gary-horowitz","Week 15"
12,"West Virginia","10-2",788,"14","gary-horowitz","Week 15"
13,"Louisville","9-3",542,"16","gary-horowitz","Week 15"
14,"Colorado","10-3",886,"9","gary-horowitz","Week 15"
15,"Oklahoma State","9-3",800,"11","gary-horowitz","Week 15"
16,"Virginia Tech","9-4",372,"19","gary-horowitz","Week 15"
17,"Pittsburgh","8-4",237,"24","gary-horowitz","Week 15"
18,"Temple","10-3",229,"-","gary-horowitz","Week 15"
19,"Iowa","8-4",272,"22","gary-horowitz","Week 15"
20,"LSU","7-4",351,"21","gary-horowitz","Week 15"
21,"Auburn","8-4",493,"18","gary-horowitz","Week 15"
22,"South Florida","10-2",173,"24","gary-horowitz","Week 15"
23,"Air Force","9-3",20,"-","gary-horowitz","Week 15"
24,"Boise State","10-2",95,"-","gary-horowitz","Week 15"
25,"Houston","9-3",101,"-","gary-horowitz","Week 15"
1,"Alabama","13-0",1525,"1","graham-watson","Week 15"
2,"Penn State","11-2",1252,"8","graham-watson","Week 15"
3,"Washington","12-1",1329,"4","graham-watson","Week 15"
4,"Clemson","12-1",1396,"3","graham-watson","Week 15"
5,"Ohio State","11-1",1444,"2","graham-watson","Week 15"
6,"Michigan","10-2",1249,"5","graham-watson","Week 15"
7,"Oklahoma","10-2",1173,"7","graham-watson","Week 15"
8,"USC","9-3",1040,"10","graham-watson","Week 15"
9,"Wisconsin","10-3",1054,"6","graham-watson","Week 15"
10,"Colorado","10-3",886,"9","graham-watson","Week 15"
11,"Western Michigan","13-0",871,"13","graham-watson","Week 15"
12,"Florida State","9-3",889,"12","graham-watson","Week 15"
13,"West Virginia","10-2",788,"14","graham-watson","Week 15"
14,"Louisville","9-3",542,"16","graham-watson","Week 15"
15,"Oklahoma State","9-3",800,"11","graham-watson","Week 15"
16,"Utah","8-4",99,"-","graham-watson","Week 15"
17,"Auburn","8-4",493,"18","graham-watson","Week 15"
18,"Virginia Tech","9-4",372,"19","graham-watson","Week 15"
19,"South Florida","10-2",173,"24","graham-watson","Week 15"
20,"Pittsburgh","8-4",237,"24","graham-watson","Week 15"
21,"Stanford","9-3",508,"17","graham-watson","Week 15"
22,"Boise State","10-2",95,"-","graham-watson","Week 15"
23,"Houston","9-3",101,"-","graham-watson","Week 15"
24,"Navy","9-3",15,"20","graham-watson","Week 15"
25,"Florida","8-4",331,"15","graham-watson","Week 15"
1,"Alabama","13-0",1525,"1","jason-galloway","Week 15"
2,"Ohio State","11-1",1444,"2","jason-galloway","Week 15"
3,"Clemson","12-1",1396,"3","jason-galloway","Week 15"
4,"Penn State","11-2",1252,"8","jason-galloway","Week 15"
5,"Michigan","10-2",1249,"5","jason-galloway","Week 15"
6,"Washington","12-1",1329,"4","jason-galloway","Week 15"
7,"Oklahoma","10-2",1173,"7","jason-galloway","Week 15"
8,"Wisconsin","10-3",1054,"6","jason-galloway","Week 15"
9,"USC","9-3",1040,"10","jason-galloway","Week 15"
10,"Florida State","9-3",889,"12","jason-galloway","Week 15"
11,"Western Michigan","13-0",871,"13","jason-galloway","Week 15"
12,"Colorado","10-3",886,"9","jason-galloway","Week 15"
13,"LSU","7-4",351,"21","jason-galloway","Week 15"
14,"Oklahoma State","9-3",800,"11","jason-galloway","Week 15"
15,"West Virginia","10-2",788,"14","jason-galloway","Week 15"
16,"Auburn","8-4",493,"18","jason-galloway","Week 15"
17,"Louisville","9-3",542,"16","jason-galloway","Week 15"
18,"Florida","8-4",331,"15","jason-galloway","Week 15"
19,"Stanford","9-3",508,"17","jason-galloway","Week 15"
20,"Pittsburgh","8-4",237,"24","jason-galloway","Week 15"
21,"Iowa","8-4",272,"22","jason-galloway","Week 15"
22,"South Florida","10-2",173,"24","jason-galloway","Week 15"
23,"Temple","10-3",229,"-","jason-galloway","Week 15"
24,"Nebraska","9-3",196,"23","jason-galloway","Week 15"
25,"Virginia Tech","9-4",372,"19","jason-galloway","Week 15"
1,"Alabama","13-0",1525,"1","jeff-miller","Week 15"
2,"Clemson","12-1",1396,"3","jeff-miller","Week 15"
3,"Ohio State","11-1",1444,"2","jeff-miller","Week 15"
4,"Michigan","10-2",1249,"5","jeff-miller","Week 15"
5,"USC","9-3",1040,"10","jeff-miller","Week 15"
6,"Washington","12-1",1329,"4","jeff-miller","Week 15"
7,"Oklahoma","10-2",1173,"7","jeff-miller","Week 15"
8,"Penn State","11-2",1252,"8","jeff-miller","Week 15"
9,"Wisconsin","10-3",1054,"6","jeff-miller","Week 15"
10,"Colorado","10-3",886,"9","jeff-miller","Week 15"
11,"Florida State","9-3",889,"12","jeff-miller","Week 15"
12,"Western Michigan","13-0",871,"13","jeff-miller","Week 15"
13,"West Virginia","10-2",788,"14","jeff-miller","Week 15"
14,"Oklahoma State","9-3",800,"11","jeff-miller","Week 15"
15,"Auburn","8-4",493,"18","jeff-miller","Week 15"
16,"Florida","8-4",331,"15","jeff-miller","Week 15"
17,"Iowa","8-4",272,"22","jeff-miller","Week 15"
18,"Utah","8-4",99,"-","jeff-miller","Week 15"
19,"LSU","7-4",351,"21","jeff-miller","Week 15"
20,"Washington State","8-4",31,"-","jeff-miller","Week 15"
21,"Stanford","9-3",508,"17","jeff-miller","Week 15"
22,"Virginia Tech","9-4",372,"19","jeff-miller","Week 15"
23,"Boise State","10-2",95,"-","jeff-miller","Week 15"
24,"Louisville","9-3",542,"16","jeff-miller","Week 15"
25,"Temple","10-3",229,"-","jeff-miller","Week 15"
1,"Alabama","13-0",1525,"1","jerry-dipaola","Week 15"
2,"Ohio State","11-1",1444,"2","jerry-dipaola","Week 15"
3,"Clemson","12-1",1396,"3","jerry-dipaola","Week 15"
4,"Washington","12-1",1329,"4","jerry-dipaola","Week 15"
5,"Michigan","10-2",1249,"5","jerry-dipaola","Week 15"
6,"Penn State","11-2",1252,"8","jerry-dipaola","Week 15"
7,"Oklahoma","10-2",1173,"7","jerry-dipaola","Week 15"
8,"Wisconsin","10-3",1054,"6","jerry-dipaola","Week 15"
9,"USC","9-3",1040,"10","jerry-dipaola","Week 15"
10,"Florida State","9-3",889,"12","jerry-dipaola","Week 15"
11,"Louisville","9-3",542,"16","jerry-dipaola","Week 15"
12,"Oklahoma State","9-3",800,"11","jerry-dipaola","Week 15"
13,"Stanford","9-3",508,"17","jerry-dipaola","Week 15"
14,"West Virginia","10-2",788,"14","jerry-dipaola","Week 15"
15,"Western Michigan","13-0",871,"13","jerry-dipaola","Week 15"
16,"Colorado","10-3",886,"9","jerry-dipaola","Week 15"
17,"Auburn","8-4",493,"18","jerry-dipaola","Week 15"
18,"LSU","7-4",351,"21","jerry-dipaola","Week 15"
19,"Florida","8-4",331,"15","jerry-dipaola","Week 15"
20,"Tennessee","8-4",12,"-","jerry-dipaola","Week 15"
21,"Utah","8-4",99,"-","jerry-dipaola","Week 15"
22,"Houston","9-3",101,"-","jerry-dipaola","Week 15"
23,"Virginia Tech","9-4",372,"19","jerry-dipaola","Week 15"
24,"Pittsburgh","8-4",237,"24","jerry-dipaola","Week 15"
25,"Temple","10-3",229,"-","jerry-dipaola","Week 15"
1,"Alabama","13-0",1525,"1","jimmy-burch","Week 15"
2,"Clemson","12-1",1396,"3","jimmy-burch","Week 15"
3,"Washington","12-1",1329,"4","jimmy-burch","Week 15"
4,"Ohio State","11-1",1444,"2","jimmy-burch","Week 15"
5,"Penn State","11-2",1252,"8","jimmy-burch","Week 15"
6,"Michigan","10-2",1249,"5","jimmy-burch","Week 15"
7,"Oklahoma","10-2",1173,"7","jimmy-burch","Week 15"
8,"Wisconsin","10-3",1054,"6","jimmy-burch","Week 15"
9,"USC","9-3",1040,"10","jimmy-burch","Week 15"
10,"West Virginia","10-2",788,"14","jimmy-burch","Week 15"
11,"Florida State","9-3",889,"12","jimmy-burch","Week 15"
12,"Oklahoma State","9-3",800,"11","jimmy-burch","Week 15"
13,"Colorado","10-3",886,"9","jimmy-burch","Week 15"
14,"Western Michigan","13-0",871,"13","jimmy-burch","Week 15"
15,"Louisville","9-3",542,"16","jimmy-burch","Week 15"
16,"Temple","10-3",229,"-","jimmy-burch","Week 15"
17,"Virginia Tech","9-4",372,"19","jimmy-burch","Week 15"
18,"Florida","8-4",331,"15","jimmy-burch","Week 15"
19,"Auburn","8-4",493,"18","jimmy-burch","Week 15"
20,"LSU","7-4",351,"21","jimmy-burch","Week 15"
21,"Stanford","9-3",508,"17","jimmy-burch","Week 15"
22,"South Florida","10-2",173,"24","jimmy-burch","Week 15"
23,"Iowa","8-4",272,"22","jimmy-burch","Week 15"
24,"Nebraska","9-3",196,"23","jimmy-burch","Week 15"
25,"San Diego State","10-3",8,"-","jimmy-burch","Week 15"
1,"Alabama","13-0",1525,"1","joe-dubin","Week 15"
2,"Ohio State","11-1",1444,"2","joe-dubin","Week 15"
3,"Clemson","12-1",1396,"3","joe-dubin","Week 15"
4,"Penn State","11-2",1252,"8","joe-dubin","Week 15"
5,"Michigan","10-2",1249,"5","joe-dubin","Week 15"
6,"Washington","12-1",1329,"4","joe-dubin","Week 15"
7,"Oklahoma","10-2",1173,"7","joe-dubin","Week 15"
8,"USC","9-3",1040,"10","joe-dubin","Week 15"
9,"Florida State","9-3",889,"12","joe-dubin","Week 15"
10,"Wisconsin","10-3",1054,"6","joe-dubin","Week 15"
11,"West Virginia","10-2",788,"14","joe-dubin","Week 15"
12,"Louisville","9-3",542,"16","joe-dubin","Week 15"
13,"Western Michigan","13-0",871,"13","joe-dubin","Week 15"
14,"Colorado","10-3",886,"9","joe-dubin","Week 15"
15,"Oklahoma State","9-3",800,"11","joe-dubin","Week 15"
16,"Stanford","9-3",508,"17","joe-dubin","Week 15"
17,"Auburn","8-4",493,"18","joe-dubin","Week 15"
18,"Florida","8-4",331,"15","joe-dubin","Week 15"
19,"Iowa","8-4",272,"22","joe-dubin","Week 15"
20,"LSU","7-4",351,"21","joe-dubin","Week 15"
21,"Nebraska","9-3",196,"23","joe-dubin","Week 15"
22,"Pittsburgh","8-4",237,"24","joe-dubin","Week 15"
23,"Virginia Tech","9-4",372,"19","joe-dubin","Week 15"
24,"Western Kentucky","10-3",7,"-","joe-dubin","Week 15"
25,"Temple","10-3",229,"-","joe-dubin","Week 15"
1,"Alabama","13-0",1525,"1","joe-walljasper","Week 15"
2,"Ohio State","11-1",1444,"2","joe-walljasper","Week 15"
3,"Clemson","12-1",1396,"3","joe-walljasper","Week 15"
4,"Washington","12-1",1329,"4","joe-walljasper","Week 15"
5,"Michigan","10-2",1249,"5","joe-walljasper","Week 15"
6,"Penn State","11-2",1252,"8","joe-walljasper","Week 15"
7,"Oklahoma","10-2",1173,"7","joe-walljasper","Week 15"
8,"USC","9-3",1040,"10","joe-walljasper","Week 15"
9,"Wisconsin","10-3",1054,"6","joe-walljasper","Week 15"
10,"Florida State","9-3",889,"12","joe-walljasper","Week 15"
11,"Colorado","10-3",886,"9","joe-walljasper","Week 15"
12,"LSU","7-4",351,"21","joe-walljasper","Week 15"
13,"West Virginia","10-2",788,"14","joe-walljasper","Week 15"
14,"Virginia Tech","9-4",372,"19","joe-walljasper","Week 15"
15,"Oklahoma State","9-3",800,"11","joe-walljasper","Week 15"
16,"Stanford","9-3",508,"17","joe-walljasper","Week 15"
17,"Auburn","8-4",493,"18","joe-walljasper","Week 15"
18,"Western Michigan","13-0",871,"13","joe-walljasper","Week 15"
19,"Louisville","9-3",542,"16","joe-walljasper","Week 15"
20,"Pittsburgh","8-4",237,"24","joe-walljasper","Week 15"
21,"Utah","8-4",99,"-","joe-walljasper","Week 15"
22,"Iowa","8-4",272,"22","joe-walljasper","Week 15"
23,"Temple","10-3",229,"-","joe-walljasper","Week 15"
24,"Florida","8-4",331,"15","joe-walljasper","Week 15"
25,"South Florida","10-2",173,"24","joe-walljasper","Week 15"
1,"Alabama","13-0",1525,"1","joey-knight","Week 15"
2,"Ohio State","11-1",1444,"2","joey-knight","Week 15"
3,"Clemson","12-1",1396,"3","joey-knight","Week 15"
4,"Washington","12-1",1329,"4","joey-knight","Week 15"
5,"Penn State","11-2",1252,"8","joey-knight","Week 15"
6,"Oklahoma","10-2",1173,"7","joey-knight","Week 15"
7,"Michigan","10-2",1249,"5","joey-knight","Week 15"
8,"Wisconsin","10-3",1054,"6","joey-knight","Week 15"
9,"USC","9-3",1040,"10","joey-knight","Week 15"
10,"Florida State","9-3",889,"12","joey-knight","Week 15"
11,"Colorado","10-3",886,"9","joey-knight","Week 15"
12,"Western Michigan","13-0",871,"13","joey-knight","Week 15"
13,"West Virginia","10-2",788,"14","joey-knight","Week 15"
14,"Iowa","8-4",272,"22","joey-knight","Week 15"
15,"Oklahoma State","9-3",800,"11","joey-knight","Week 15"
16,"Temple","10-3",229,"-","joey-knight","Week 15"
17,"Houston","9-3",101,"-","joey-knight","Week 15"
18,"Stanford","9-3",508,"17","joey-knight","Week 15"
19,"Virginia Tech","9-4",372,"19","joey-knight","Week 15"
20,"South Florida","10-2",173,"24","joey-knight","Week 15"
21,"Auburn","8-4",493,"18","joey-knight","Week 15"
22,"LSU","7-4",351,"21","joey-knight","Week 15"
23,"Louisville","9-3",542,"16","joey-knight","Week 15"
24,"Pittsburgh","8-4",237,"24","joey-knight","Week 15"
25,"Florida","8-4",331,"15","joey-knight","Week 15"
1,"Alabama","13-0",1525,"1","john-clay","Week 15"
2,"Ohio State","11-1",1444,"2","john-clay","Week 15"
3,"Clemson","12-1",1396,"3","john-clay","Week 15"
4,"Washington","12-1",1329,"4","john-clay","Week 15"
5,"Michigan","10-2",1249,"5","john-clay","Week 15"
6,"Penn State","11-2",1252,"8","john-clay","Week 15"
7,"Oklahoma","10-2",1173,"7","john-clay","Week 15"
8,"Wisconsin","10-3",1054,"6","john-clay","Week 15"
9,"Florida State","9-3",889,"12","john-clay","Week 15"
10,"USC","9-3",1040,"10","john-clay","Week 15"
11,"West Virginia","10-2",788,"14","john-clay","Week 15"
12,"Western Michigan","13-0",871,"13","john-clay","Week 15"
13,"Colorado","10-3",886,"9","john-clay","Week 15"
14,"Oklahoma State","9-3",800,"11","john-clay","Week 15"
15,"Florida","8-4",331,"15","john-clay","Week 15"
16,"Auburn","8-4",493,"18","john-clay","Week 15"
17,"Louisville","9-3",542,"16","john-clay","Week 15"
18,"Utah","8-4",99,"-","john-clay","Week 15"
19,"Washington State","8-4",31,"-","john-clay","Week 15"
20,"Stanford","9-3",508,"17","john-clay","Week 15"
21,"Nebraska","9-3",196,"23","john-clay","Week 15"
22,"Virginia Tech","9-4",372,"19","john-clay","Week 15"
23,"LSU","7-4",351,"21","john-clay","Week 15"
24,"Air Force","9-3",20,"-","john-clay","Week 15"
25,"Temple","10-3",229,"-","john-clay","Week 15"
1,"Alabama","13-0",1525,"1","john-shinn","Week 15"
2,"Ohio State","11-1",1444,"2","john-shinn","Week 15"
3,"Washington","12-1",1329,"4","john-shinn","Week 15"
4,"Clemson","12-1",1396,"3","john-shinn","Week 15"
5,"Penn State","11-2",1252,"8","john-shinn","Week 15"
6,"Michigan","10-2",1249,"5","john-shinn","Week 15"
7,"Oklahoma","10-2",1173,"7","john-shinn","Week 15"
8,"Wisconsin","10-3",1054,"6","john-shinn","Week 15"
9,"USC","9-3",1040,"10","john-shinn","Week 15"
10,"Colorado","10-3",886,"9","john-shinn","Week 15"
11,"Florida State","9-3",889,"12","john-shinn","Week 15"
12,"Western Michigan","13-0",871,"13","john-shinn","Week 15"
13,"Louisville","9-3",542,"16","john-shinn","Week 15"
14,"Oklahoma State","9-3",800,"11","john-shinn","Week 15"
15,"West Virginia","10-2",788,"14","john-shinn","Week 15"
16,"Auburn","8-4",493,"18","john-shinn","Week 15"
17,"Iowa","8-4",272,"22","john-shinn","Week 15"
18,"Virginia Tech","9-4",372,"19","john-shinn","Week 15"
19,"Pittsburgh","8-4",237,"24","john-shinn","Week 15"
20,"Stanford","9-3",508,"17","john-shinn","Week 15"
21,"Florida","8-4",331,"15","john-shinn","Week 15"
22,"LSU","7-4",351,"21","john-shinn","Week 15"
23,"Temple","10-3",229,"-","john-shinn","Week 15"
24,"Utah","8-4",99,"-","john-shinn","Week 15"
25,"South Florida","10-2",173,"24","john-shinn","Week 15"
1,"Alabama","13-0",1525,"1","jon-wilner","Week 15"
2,"Ohio State","11-1",1444,"2","jon-wilner","Week 15"
3,"Clemson","12-1",1396,"3","jon-wilner","Week 15"
4,"Washington","12-1",1329,"4","jon-wilner","Week 15"
5,"Michigan","10-2",1249,"5","jon-wilner","Week 15"
6,"Penn State","11-2",1252,"8","jon-wilner","Week 15"
7,"Wisconsin","10-3",1054,"6","jon-wilner","Week 15"
8,"Oklahoma","10-2",1173,"7","jon-wilner","Week 15"
9,"USC","9-3",1040,"10","jon-wilner","Week 15"
10,"Colorado","10-3",886,"9","jon-wilner","Week 15"
11,"Florida State","9-3",889,"12","jon-wilner","Week 15"
12,"Oklahoma State","9-3",800,"11","jon-wilner","Week 15"
13,"Louisville","9-3",542,"16","jon-wilner","Week 15"
14,"Auburn","8-4",493,"18","jon-wilner","Week 15"
15,"Western Michigan","13-0",871,"13","jon-wilner","Week 15"
16,"Florida","8-4",331,"15","jon-wilner","Week 15"
17,"Houston","9-3",101,"-","jon-wilner","Week 15"
18,"LSU","7-4",351,"21","jon-wilner","Week 15"
19,"Stanford","9-3",508,"17","jon-wilner","Week 15"
20,"Iowa","8-4",272,"22","jon-wilner","Week 15"
21,"Nebraska","9-3",196,"23","jon-wilner","Week 15"
22,"West Virginia","10-2",788,"14","jon-wilner","Week 15"
23,"Texas A&M","8-4",26,"-","jon-wilner","Week 15"
24,"Virginia Tech","9-4",372,"19","jon-wilner","Week 15"
25,"Pittsburgh","8-4",237,"24","jon-wilner","Week 15"
1,"Alabama","13-0",1525,"1","jonny-miller","Week 15"
2,"Ohio State","11-1",1444,"2","jonny-miller","Week 15"
3,"Clemson","12-1",1396,"3","jonny-miller","Week 15"
4,"Washington","12-1",1329,"4","jonny-miller","Week 15"
5,"Penn State","11-2",1252,"8","jonny-miller","Week 15"
6,"Michigan","10-2",1249,"5","jonny-miller","Week 15"
7,"Oklahoma","10-2",1173,"7","jonny-miller","Week 15"
8,"USC","9-3",1040,"10","jonny-miller","Week 15"
9,"West Virginia","10-2",788,"14","jonny-miller","Week 15"
10,"Western Michigan","13-0",871,"13","jonny-miller","Week 15"
11,"Wisconsin","10-3",1054,"6","jonny-miller","Week 15"
12,"Louisville","9-3",542,"16","jonny-miller","Week 15"
13,"Florida State","9-3",889,"12","jonny-miller","Week 15"
14,"Colorado","10-3",886,"9","jonny-miller","Week 15"
15,"Oklahoma State","9-3",800,"11","jonny-miller","Week 15"
16,"Stanford","9-3",508,"17","jonny-miller","Week 15"
17,"Auburn","8-4",493,"18","jonny-miller","Week 15"
18,"LSU","7-4",351,"21","jonny-miller","Week 15"
19,"Boise State","10-2",95,"-","jonny-miller","Week 15"
20,"Temple","10-3",229,"-","jonny-miller","Week 15"
21,"Virginia Tech","9-4",372,"19","jonny-miller","Week 15"
22,"Pittsburgh","8-4",237,"24","jonny-miller","Week 15"
23,"Utah","8-4",99,"-","jonny-miller","Week 15"
24,"Iowa","8-4",272,"22","jonny-miller","Week 15"
25,"Nebraska","9-3",196,"23","jonny-miller","Week 15"
1,"Alabama","13-0",1525,"1","josh-kendall","Week 15"
2,"Penn State","11-2",1252,"8","josh-kendall","Week 15"
3,"Ohio State","11-1",1444,"2","josh-kendall","Week 15"
4,"Washington","12-1",1329,"4","josh-kendall","Week 15"
5,"Clemson","12-1",1396,"3","josh-kendall","Week 15"
6,"USC","9-3",1040,"10","josh-kendall","Week 15"
7,"Wisconsin","10-3",1054,"6","josh-kendall","Week 15"
8,"Oklahoma","10-2",1173,"7","josh-kendall","Week 15"
9,"Michigan","10-2",1249,"5","josh-kendall","Week 15"
10,"Colorado","10-3",886,"9","josh-kendall","Week 15"
11,"Florida State","9-3",889,"12","josh-kendall","Week 15"
12,"West Virginia","10-2",788,"14","josh-kendall","Week 15"
13,"Stanford","9-3",508,"17","josh-kendall","Week 15"
14,"Oklahoma State","9-3",800,"11","josh-kendall","Week 15"
15,"Iowa","8-4",272,"22","josh-kendall","Week 15"
16,"Washington State","8-4",31,"-","josh-kendall","Week 15"
17,"Auburn","8-4",493,"18","josh-kendall","Week 15"
18,"Florida","8-4",331,"15","josh-kendall","Week 15"
19,"Western Michigan","13-0",871,"13","josh-kendall","Week 15"
20,"LSU","7-4",351,"21","josh-kendall","Week 15"
21,"Temple","10-3",229,"-","josh-kendall","Week 15"
22,"Utah","8-4",99,"-","josh-kendall","Week 15"
23,"Nebraska","9-3",196,"23","josh-kendall","Week 15"
24,"Air Force","9-3",20,"-","josh-kendall","Week 15"
25,"Navy","9-3",15,"20","josh-kendall","Week 15"
1,"Alabama","13-0",1525,"1","keith-sargeant","Week 15"
2,"Ohio State","11-1",1444,"2","keith-sargeant","Week 15"
3,"Clemson","12-1",1396,"3","keith-sargeant","Week 15"
4,"Washington","12-1",1329,"4","keith-sargeant","Week 15"
5,"Michigan","10-2",1249,"5","keith-sargeant","Week 15"
6,"Penn State","11-2",1252,"8","keith-sargeant","Week 15"
7,"Oklahoma","10-2",1173,"7","keith-sargeant","Week 15"
8,"Western Michigan","13-0",871,"13","keith-sargeant","Week 15"
9,"Wisconsin","10-3",1054,"6","keith-sargeant","Week 15"
10,"USC","9-3",1040,"10","keith-sargeant","Week 15"
11,"Colorado","10-3",886,"9","keith-sargeant","Week 15"
12,"Louisville","9-3",542,"16","keith-sargeant","Week 15"
13,"Florida State","9-3",889,"12","keith-sargeant","Week 15"
14,"Oklahoma State","9-3",800,"11","keith-sargeant","Week 15"
15,"West Virginia","10-2",788,"14","keith-sargeant","Week 15"
16,"Virginia Tech","9-4",372,"19","keith-sargeant","Week 15"
17,"Stanford","9-3",508,"17","keith-sargeant","Week 15"
18,"Pittsburgh","8-4",237,"24","keith-sargeant","Week 15"
19,"Florida","8-4",331,"15","keith-sargeant","Week 15"
20,"Iowa","8-4",272,"22","keith-sargeant","Week 15"
21,"Auburn","8-4",493,"18","keith-sargeant","Week 15"
22,"LSU","7-4",351,"21","keith-sargeant","Week 15"
23,"Temple","10-3",229,"-","keith-sargeant","Week 15"
24,"South Florida","10-2",173,"24","keith-sargeant","Week 15"
25,"Miami","8-4",6,"-","keith-sargeant","Week 15"
1,"Alabama","13-0",1525,"1","kirk-bohls","Week 15"
2,"Penn State","11-2",1252,"8","kirk-bohls","Week 15"
3,"Ohio State","11-1",1444,"2","kirk-bohls","Week 15"
4,"Clemson","12-1",1396,"3","kirk-bohls","Week 15"
5,"Washington","12-1",1329,"4","kirk-bohls","Week 15"
6,"Oklahoma","10-2",1173,"7","kirk-bohls","Week 15"
7,"USC","9-3",1040,"10","kirk-bohls","Week 15"
8,"Michigan","10-2",1249,"5","kirk-bohls","Week 15"
9,"Wisconsin","10-3",1054,"6","kirk-bohls","Week 15"
10,"Colorado","10-3",886,"9","kirk-bohls","Week 15"
11,"Western Michigan","13-0",871,"13","kirk-bohls","Week 15"
12,"Florida State","9-3",889,"12","kirk-bohls","Week 15"
13,"Oklahoma State","9-3",800,"11","kirk-bohls","Week 15"
14,"Pittsburgh","8-4",237,"24","kirk-bohls","Week 15"
15,"West Virginia","10-2",788,"14","kirk-bohls","Week 15"
16,"Iowa","8-4",272,"22","kirk-bohls","Week 15"
17,"Virginia Tech","9-4",372,"19","kirk-bohls","Week 15"
18,"Louisville","9-3",542,"16","kirk-bohls","Week 15"
19,"Stanford","9-3",508,"17","kirk-bohls","Week 15"
20,"Air Force","9-3",20,"-","kirk-bohls","Week 15"
21,"Temple","10-3",229,"-","kirk-bohls","Week 15"
22,"South Florida","10-2",173,"24","kirk-bohls","Week 15"
23,"Boise State","10-2",95,"-","kirk-bohls","Week 15"
24,"Florida","8-4",331,"15","kirk-bohls","Week 15"
25,"Auburn","8-4",493,"18","kirk-bohls","Week 15"
1,"Alabama","13-0",1525,"1","mandy-mitchell","Week 15"
2,"Ohio State","11-1",1444,"2","mandy-mitchell","Week 15"
3,"Clemson","12-1",1396,"3","mandy-mitchell","Week 15"
4,"Washington","12-1",1329,"4","mandy-mitchell","Week 15"
5,"Michigan","10-2",1249,"5","mandy-mitchell","Week 15"
6,"Oklahoma","10-2",1173,"7","mandy-mitchell","Week 15"
7,"Penn State","11-2",1252,"8","mandy-mitchell","Week 15"
