"Rank","Team","Record","Points","PV.Rank","Voter","Week"
9,"Florida State","9-3",847,"15","ross-dellenger","Week 14"
10,"Penn State","10-2",1118,"8","ross-dellenger","Week 14"
11,"USC","9-3",948,"12","ross-dellenger","Week 14"
12,"Oklahoma State","9-2",931,"10","ross-dellenger","Week 14"
13,"Western Michigan","12-0",807,"14","ross-dellenger","Week 14"
14,"Virginia Tech","9-3",420,"-","ross-dellenger","Week 14"
15,"West Virginia","9-2",726,"19","ross-dellenger","Week 14"
16,"Stanford","9-3",452,"-","ross-dellenger","Week 14"
17,"Navy","9-2",387,"-","ross-dellenger","Week 14"
18,"Pittsburgh","8-4",168,"-","ross-dellenger","Week 14"
19,"Nebraska","9-3",181,"17","ross-dellenger","Week 14"
20,"Auburn","8-4",423,"16","ross-dellenger","Week 14"
21,"LSU","7-4",338,"25","ross-dellenger","Week 14"
22,"Iowa","8-4",217,"-","ross-dellenger","Week 14"
23,"Florida","8-3",471,"13","ross-dellenger","Week 14"
24,"Louisville","9-3",468,"11","ross-dellenger","Week 14"
25,"South Florida","10-2",168,"-","ross-dellenger","Week 14"
1,"Alabama","12-0",1525,"1","sam-mckewon","Week 14"
2,"Ohio State","11-1",1456,"2","sam-mckewon","Week 14"
3,"Washington","11-1",1298,"6","sam-mckewon","Week 14"
4,"USC","9-3",948,"12","sam-mckewon","Week 14"
5,"Michigan","10-2",1264,"3","sam-mckewon","Week 14"
6,"Wisconsin","10-2",1237,"5","sam-mckewon","Week 14"
7,"Colorado","10-2",1035,"9","sam-mckewon","Week 14"
8,"Clemson","11-1",1383,"4","sam-mckewon","Week 14"
9,"Oklahoma","9-2",1141,"7","sam-mckewon","Week 14"
10,"Penn State","10-2",1118,"8","sam-mckewon","Week 14"
11,"Oklahoma State","9-2",931,"10","sam-mckewon","Week 14"
12,"Stanford","9-3",452,"-","sam-mckewon","Week 14"
13,"Florida State","9-3",847,"15","sam-mckewon","Week 14"
14,"Western Michigan","12-0",807,"14","sam-mckewon","Week 14"
15,"West Virginia","9-2",726,"19","sam-mckewon","Week 14"
16,"Pittsburgh","8-4",168,"-","sam-mckewon","Week 14"
17,"Utah","8-4",88,"21","sam-mckewon","Week 14"
18,"Auburn","8-4",423,"16","sam-mckewon","Week 14"
19,"Iowa","8-4",217,"-","sam-mckewon","Week 14"
20,"LSU","7-4",338,"25","sam-mckewon","Week 14"
21,"Louisville","9-3",468,"11","sam-mckewon","Week 14"
22,"Virginia Tech","9-3",420,"-","sam-mckewon","Week 14"
23,"Navy","9-2",387,"-","sam-mckewon","Week 14"
24,"Florida","8-3",471,"13","sam-mckewon","Week 14"
25,"Nebraska","9-3",181,"17","sam-mckewon","Week 14"
1,"Alabama","12-0",1525,"1","scott-hamilton","Week 14"
2,"Ohio State","11-1",1456,"2","scott-hamilton","Week 14"
3,"Clemson","11-1",1383,"4","scott-hamilton","Week 14"
4,"Wisconsin","10-2",1237,"5","scott-hamilton","Week 14"
5,"Washington","11-1",1298,"6","scott-hamilton","Week 14"
6,"Oklahoma","9-2",1141,"7","scott-hamilton","Week 14"
7,"Michigan","10-2",1264,"3","scott-hamilton","Week 14"
8,"Penn State","10-2",1118,"8","scott-hamilton","Week 14"
9,"Oklahoma State","9-2",931,"10","scott-hamilton","Week 14"
10,"Western Michigan","12-0",807,"14","scott-hamilton","Week 14"
11,"Colorado","10-2",1035,"9","scott-hamilton","Week 14"
12,"USC","9-3",948,"12","scott-hamilton","Week 14"
13,"West Virginia","9-2",726,"19","scott-hamilton","Week 14"
14,"Florida State","9-3",847,"15","scott-hamilton","Week 14"
15,"Florida","8-3",471,"13","scott-hamilton","Week 14"
16,"Virginia Tech","9-3",420,"-","scott-hamilton","Week 14"
17,"LSU","7-4",338,"25","scott-hamilton","Week 14"
18,"Stanford","9-3",452,"-","scott-hamilton","Week 14"
19,"Nebraska","9-3",181,"17","scott-hamilton","Week 14"
20,"Navy","9-2",387,"-","scott-hamilton","Week 14"
21,"Auburn","8-4",423,"16","scott-hamilton","Week 14"
22,"Louisville","9-3",468,"11","scott-hamilton","Week 14"
23,"Pittsburgh","8-4",168,"-","scott-hamilton","Week 14"
24,"Boise State","10-2",92,"20","scott-hamilton","Week 14"
25,"Georgia Tech","8-4",2,"-","scott-hamilton","Week 14"
1,"Alabama","12-0",1525,"1","scott-wolf","Week 14"
2,"Ohio State","11-1",1456,"2","scott-wolf","Week 14"
3,"Clemson","11-1",1383,"4","scott-wolf","Week 14"
4,"Michigan","10-2",1264,"3","scott-wolf","Week 14"
5,"Oklahoma","9-2",1141,"7","scott-wolf","Week 14"
6,"Wisconsin","10-2",1237,"5","scott-wolf","Week 14"
7,"Washington","11-1",1298,"6","scott-wolf","Week 14"
8,"Penn State","10-2",1118,"8","scott-wolf","Week 14"
9,"Western Michigan","12-0",807,"14","scott-wolf","Week 14"
10,"Florida State","9-3",847,"15","scott-wolf","Week 14"
11,"Oklahoma State","9-2",931,"10","scott-wolf","Week 14"
12,"Colorado","10-2",1035,"9","scott-wolf","Week 14"
13,"USC","9-3",948,"12","scott-wolf","Week 14"
14,"West Virginia","9-2",726,"19","scott-wolf","Week 14"
15,"Auburn","8-4",423,"16","scott-wolf","Week 14"
16,"Florida","8-3",471,"13","scott-wolf","Week 14"
17,"Louisville","9-3",468,"11","scott-wolf","Week 14"
18,"Virginia Tech","9-3",420,"-","scott-wolf","Week 14"
19,"Troy","9-2",7,"-","scott-wolf","Week 14"
20,"Navy","9-2",387,"-","scott-wolf","Week 14"
21,"Nebraska","9-3",181,"17","scott-wolf","Week 14"
22,"Stanford","9-3",452,"-","scott-wolf","Week 14"
23,"LSU","7-4",338,"25","scott-wolf","Week 14"
24,"Pittsburgh","8-4",168,"-","scott-wolf","Week 14"
25,"Boise State","10-2",92,"20","scott-wolf","Week 14"
1,"Alabama","12-0",1525,"1","steve-batterson","Week 14"
2,"Ohio State","11-1",1456,"2","steve-batterson","Week 14"
3,"Clemson","11-1",1383,"4","steve-batterson","Week 14"
4,"Washington","11-1",1298,"6","steve-batterson","Week 14"
5,"Oklahoma","9-2",1141,"7","steve-batterson","Week 14"
6,"Wisconsin","10-2",1237,"5","steve-batterson","Week 14"
7,"Michigan","10-2",1264,"3","steve-batterson","Week 14"
8,"Colorado","10-2",1035,"9","steve-batterson","Week 14"
9,"Penn State","10-2",1118,"8","steve-batterson","Week 14"
10,"Oklahoma State","9-2",931,"10","steve-batterson","Week 14"
11,"Western Michigan","12-0",807,"14","steve-batterson","Week 14"
12,"West Virginia","9-2",726,"19","steve-batterson","Week 14"
13,"Florida State","9-3",847,"15","steve-batterson","Week 14"
14,"USC","9-3",948,"12","steve-batterson","Week 14"
15,"Stanford","9-3",452,"-","steve-batterson","Week 14"
16,"Louisville","9-3",468,"11","steve-batterson","Week 14"
17,"Florida","8-3",471,"13","steve-batterson","Week 14"
18,"Navy","9-2",387,"-","steve-batterson","Week 14"
19,"Virginia Tech","9-3",420,"-","steve-batterson","Week 14"
20,"Iowa","8-4",217,"-","steve-batterson","Week 14"
21,"Pittsburgh","8-4",168,"-","steve-batterson","Week 14"
22,"Auburn","8-4",423,"16","steve-batterson","Week 14"
23,"LSU","7-4",338,"25","steve-batterson","Week 14"
24,"Nebraska","9-3",181,"17","steve-batterson","Week 14"
25,"South Florida","10-2",168,"-","steve-batterson","Week 14"
1,"Alabama","12-0",1525,"1","steve-wiseman","Week 14"
2,"Ohio State","11-1",1456,"2","steve-wiseman","Week 14"
3,"Clemson","11-1",1383,"4","steve-wiseman","Week 14"
4,"Washington","11-1",1298,"6","steve-wiseman","Week 14"
5,"Michigan","10-2",1264,"3","steve-wiseman","Week 14"
6,"Oklahoma","9-2",1141,"7","steve-wiseman","Week 14"
7,"Wisconsin","10-2",1237,"5","steve-wiseman","Week 14"
8,"Penn State","10-2",1118,"8","steve-wiseman","Week 14"
9,"Colorado","10-2",1035,"9","steve-wiseman","Week 14"
10,"Oklahoma State","9-2",931,"10","steve-wiseman","Week 14"
11,"Western Michigan","12-0",807,"14","steve-wiseman","Week 14"
12,"West Virginia","9-2",726,"19","steve-wiseman","Week 14"
13,"Florida State","9-3",847,"15","steve-wiseman","Week 14"
14,"USC","9-3",948,"12","steve-wiseman","Week 14"
15,"Florida","8-3",471,"13","steve-wiseman","Week 14"
16,"Nebraska","9-3",181,"17","steve-wiseman","Week 14"
17,"Boise State","10-2",92,"20","steve-wiseman","Week 14"
18,"Utah","8-4",88,"21","steve-wiseman","Week 14"
19,"Louisville","9-3",468,"11","steve-wiseman","Week 14"
20,"Auburn","8-4",423,"16","steve-wiseman","Week 14"
21,"LSU","7-4",338,"25","steve-wiseman","Week 14"
22,"Stanford","9-3",452,"-","steve-wiseman","Week 14"
23,"Houston","9-3",98,"18","steve-wiseman","Week 14"
24,"Texas A&M","8-4",33,"22","steve-wiseman","Week 14"
25,"Pittsburgh","8-4",168,"-","steve-wiseman","Week 14"
1,"Alabama","12-0",1525,"1","tom-murphy","Week 14"
2,"Clemson","11-1",1383,"4","tom-murphy","Week 14"
3,"Michigan","10-2",1264,"3","tom-murphy","Week 14"
4,"Washington","11-1",1298,"6","tom-murphy","Week 14"
5,"Ohio State","11-1",1456,"2","tom-murphy","Week 14"
6,"Wisconsin","10-2",1237,"5","tom-murphy","Week 14"
7,"Oklahoma","9-2",1141,"7","tom-murphy","Week 14"
8,"Penn State","10-2",1118,"8","tom-murphy","Week 14"
9,"Colorado","10-2",1035,"9","tom-murphy","Week 14"
10,"Oklahoma State","9-2",931,"10","tom-murphy","Week 14"
11,"USC","9-3",948,"12","tom-murphy","Week 14"
12,"Florida State","9-3",847,"15","tom-murphy","Week 14"
13,"West Virginia","9-2",726,"19","tom-murphy","Week 14"
14,"Western Michigan","12-0",807,"14","tom-murphy","Week 14"
15,"Florida","8-3",471,"13","tom-murphy","Week 14"
16,"Navy","9-2",387,"-","tom-murphy","Week 14"
17,"Auburn","8-4",423,"16","tom-murphy","Week 14"
18,"Stanford","9-3",452,"-","tom-murphy","Week 14"
19,"LSU","7-4",338,"25","tom-murphy","Week 14"
20,"Louisville","9-3",468,"11","tom-murphy","Week 14"
21,"Texas A&M","8-4",33,"22","tom-murphy","Week 14"
22,"Utah","8-4",88,"21","tom-murphy","Week 14"
23,"Iowa","8-4",217,"-","tom-murphy","Week 14"
24,"Nebraska","9-3",181,"17","tom-murphy","Week 14"
25,"Air Force","9-3",22,"-","tom-murphy","Week 14"
1,"Alabama","12-0",1525,"1","tony-parks","Week 14"
2,"Ohio State","11-1",1456,"2","tony-parks","Week 14"
3,"Clemson","11-1",1383,"4","tony-parks","Week 14"
4,"Washington","11-1",1298,"6","tony-parks","Week 14"
5,"Michigan","10-2",1264,"3","tony-parks","Week 14"
6,"Wisconsin","10-2",1237,"5","tony-parks","Week 14"
7,"Oklahoma","9-2",1141,"7","tony-parks","Week 14"
8,"Penn State","10-2",1118,"8","tony-parks","Week 14"
9,"Colorado","10-2",1035,"9","tony-parks","Week 14"
10,"Oklahoma State","9-2",931,"10","tony-parks","Week 14"
11,"USC","9-3",948,"12","tony-parks","Week 14"
12,"Florida State","9-3",847,"15","tony-parks","Week 14"
13,"Western Michigan","12-0",807,"14","tony-parks","Week 14"
14,"West Virginia","9-2",726,"19","tony-parks","Week 14"
15,"Louisville","9-3",468,"11","tony-parks","Week 14"
16,"Florida","8-3",471,"13","tony-parks","Week 14"
17,"Stanford","9-3",452,"-","tony-parks","Week 14"
18,"Virginia Tech","9-3",420,"-","tony-parks","Week 14"
19,"Auburn","8-4",423,"16","tony-parks","Week 14"
20,"LSU","7-4",338,"25","tony-parks","Week 14"
21,"Iowa","8-4",217,"-","tony-parks","Week 14"
22,"Pittsburgh","8-4",168,"-","tony-parks","Week 14"
23,"South Florida","10-2",168,"-","tony-parks","Week 14"
24,"Navy","9-2",387,"-","tony-parks","Week 14"
25,"Nebraska","9-3",181,"17","tony-parks","Week 14"
