"Rank","Team","Record","Points","PV.Rank","Voter","Week"
13,"Florida State","3-1",804,"13","brian-howell","Week 5"
14,"Wisconsin","4-0",1084,"11","brian-howell","Week 5"
15,"Michigan State","2-1",527,"8","brian-howell","Week 5"
16,"Mississippi","2-2",540,"23","brian-howell","Week 5"
17,"Oklahoma","1-2",120,"25","brian-howell","Week 5"
18,"San Diego State","3-0",304,"22","brian-howell","Week 5"
19,"Texas","2-1",217,"21","brian-howell","Week 5"
20,"TCU","3-1",239,"-","brian-howell","Week 5"
21,"Nebraska","4-0",640,"20","brian-howell","Week 5"
22,"Boise State","3-0",163,"-","brian-howell","Week 5"
23,"Utah","4-0",493,"24","brian-howell","Week 5"
24,"Colorado","3-1",33,"-","brian-howell","Week 5"
25,"Georgia","3-1",142,"12","brian-howell","Week 5"
1,"Alabama","4-0",1511,"1","chris-murray","Week 5"
2,"Ohio State","3-0",1440,"2","chris-murray","Week 5"
3,"Louisville","4-0",1409,"3","chris-murray","Week 5"
4,"Houston","4-0",1239,"6","chris-murray","Week 5"
5,"Wisconsin","4-0",1084,"11","chris-murray","Week 5"
6,"Clemson","4-0",1267,"5","chris-murray","Week 5"
7,"Stanford","3-0",1166,"7","chris-murray","Week 5"
8,"Tennessee","4-0",909,"14","chris-murray","Week 5"
9,"Michigan","4-0",1292,"4","chris-murray","Week 5"
10,"Texas A&M","4-0",1036,"10","chris-murray","Week 5"
11,"Washington","4-0",986,"9","chris-murray","Week 5"
12,"Utah","4-0",493,"24","chris-murray","Week 5"
13,"Baylor","4-0",729,"16","chris-murray","Week 5"
14,"Florida State","3-1",804,"13","chris-murray","Week 5"
15,"Nebraska","4-0",640,"20","chris-murray","Week 5"
16,"Mississippi","2-2",540,"23","chris-murray","Week 5"
17,"Miami","3-0",696,"15","chris-murray","Week 5"
18,"Michigan State","2-1",527,"8","chris-murray","Week 5"
19,"Arkansas","3-1",241,"17","chris-murray","Week 5"
20,"San Diego State","3-0",304,"22","chris-murray","Week 5"
21,"TCU","3-1",239,"-","chris-murray","Week 5"
22,"Florida","3-1",176,"19","chris-murray","Week 5"
23,"Georgia","3-1",142,"12","chris-murray","Week 5"
24,"Boise State","3-0",163,"-","chris-murray","Week 5"
25,"North Dakota State","1-2",58,"-","chris-murray","Week 5"
1,"Alabama","4-0",1511,"1","chuck-carlton","Week 5"
2,"Louisville","4-0",1409,"3","chuck-carlton","Week 5"
3,"Ohio State","3-0",1440,"2","chuck-carlton","Week 5"
4,"Michigan","4-0",1292,"4","chuck-carlton","Week 5"
5,"Clemson","4-0",1267,"5","chuck-carlton","Week 5"
6,"Houston","4-0",1239,"6","chuck-carlton","Week 5"
7,"Wisconsin","4-0",1084,"11","chuck-carlton","Week 5"
8,"Stanford","3-0",1166,"7","chuck-carlton","Week 5"
9,"Texas A&M","4-0",1036,"10","chuck-carlton","Week 5"
10,"Washington","4-0",986,"9","chuck-carlton","Week 5"
11,"Tennessee","4-0",909,"14","chuck-carlton","Week 5"
12,"Florida State","3-1",804,"13","chuck-carlton","Week 5"
13,"Utah","4-0",493,"24","chuck-carlton","Week 5"
14,"Baylor","4-0",729,"16","chuck-carlton","Week 5"
15,"Miami","3-0",696,"15","chuck-carlton","Week 5"
16,"Michigan State","2-1",527,"8","chuck-carlton","Week 5"
17,"Nebraska","4-0",640,"20","chuck-carlton","Week 5"
18,"Mississippi","2-2",540,"23","chuck-carlton","Week 5"
19,"San Diego State","3-0",304,"22","chuck-carlton","Week 5"
20,"Arizona State","4-0",135,"-","chuck-carlton","Week 5"
21,"Boise State","3-0",163,"-","chuck-carlton","Week 5"
22,"Florida","3-1",176,"19","chuck-carlton","Week 5"
23,"Virginia Tech","2-1",38,"-","chuck-carlton","Week 5"
24,"West Virginia","3-0",51,"-","chuck-carlton","Week 5"
25,"Arkansas","3-1",241,"17","chuck-carlton","Week 5"
1,"Alabama","4-0",1511,"1","dana-sulonen","Week 5"
2,"Ohio State","3-0",1440,"2","dana-sulonen","Week 5"
3,"Louisville","4-0",1409,"3","dana-sulonen","Week 5"
4,"Michigan","4-0",1292,"4","dana-sulonen","Week 5"
5,"Houston","4-0",1239,"6","dana-sulonen","Week 5"
6,"Clemson","4-0",1267,"5","dana-sulonen","Week 5"
7,"Stanford","3-0",1166,"7","dana-sulonen","Week 5"
8,"Washington","4-0",986,"9","dana-sulonen","Week 5"
9,"Wisconsin","4-0",1084,"11","dana-sulonen","Week 5"
10,"Texas A&M","4-0",1036,"10","dana-sulonen","Week 5"
11,"Tennessee","4-0",909,"14","dana-sulonen","Week 5"
12,"Florida State","3-1",804,"13","dana-sulonen","Week 5"
13,"Miami","3-0",696,"15","dana-sulonen","Week 5"
14,"Mississippi","2-2",540,"23","dana-sulonen","Week 5"
15,"Baylor","4-0",729,"16","dana-sulonen","Week 5"
16,"Michigan State","2-1",527,"8","dana-sulonen","Week 5"
17,"Texas","2-1",217,"21","dana-sulonen","Week 5"
18,"Florida","3-1",176,"19","dana-sulonen","Week 5"
19,"Nebraska","4-0",640,"20","dana-sulonen","Week 5"
20,"Utah","4-0",493,"24","dana-sulonen","Week 5"
21,"TCU","3-1",239,"-","dana-sulonen","Week 5"
22,"Oklahoma","1-2",120,"25","dana-sulonen","Week 5"
23,"San Diego State","3-0",304,"22","dana-sulonen","Week 5"
24,"Arizona State","4-0",135,"-","dana-sulonen","Week 5"
25,"Boise State","3-0",163,"-","dana-sulonen","Week 5"
1,"Alabama","4-0",1511,"1","dave-southorn","Week 5"
2,"Ohio State","3-0",1440,"2","dave-southorn","Week 5"
3,"Michigan","4-0",1292,"4","dave-southorn","Week 5"
4,"Clemson","4-0",1267,"5","dave-southorn","Week 5"
5,"Louisville","4-0",1409,"3","dave-southorn","Week 5"
6,"Houston","4-0",1239,"6","dave-southorn","Week 5"
7,"Wisconsin","4-0",1084,"11","dave-southorn","Week 5"
8,"Stanford","3-0",1166,"7","dave-southorn","Week 5"
9,"Washington","4-0",986,"9","dave-southorn","Week 5"
10,"Florida State","3-1",804,"13","dave-southorn","Week 5"
11,"Texas A&M","4-0",1036,"10","dave-southorn","Week 5"
12,"Tennessee","4-0",909,"14","dave-southorn","Week 5"
13,"Miami","3-0",696,"15","dave-southorn","Week 5"
14,"Mississippi","2-2",540,"23","dave-southorn","Week 5"
15,"Nebraska","4-0",640,"20","dave-southorn","Week 5"
16,"Utah","4-0",493,"24","dave-southorn","Week 5"
17,"Baylor","4-0",729,"16","dave-southorn","Week 5"
18,"San Diego State","3-0",304,"22","dave-southorn","Week 5"
19,"Michigan State","2-1",527,"8","dave-southorn","Week 5"
20,"Texas","2-1",217,"21","dave-southorn","Week 5"
21,"Florida","3-1",176,"19","dave-southorn","Week 5"
22,"Arkansas","3-1",241,"17","dave-southorn","Week 5"
23,"Georgia","3-1",142,"12","dave-southorn","Week 5"
24,"TCU","3-1",239,"-","dave-southorn","Week 5"
25,"Boise State","3-0",163,"-","dave-southorn","Week 5"
1,"Alabama","4-0",1511,"1","david-briggs","Week 5"
2,"Ohio State","3-0",1440,"2","david-briggs","Week 5"
3,"Louisville","4-0",1409,"3","david-briggs","Week 5"
4,"Michigan","4-0",1292,"4","david-briggs","Week 5"
5,"Clemson","4-0",1267,"5","david-briggs","Week 5"
6,"Houston","4-0",1239,"6","david-briggs","Week 5"
7,"Wisconsin","4-0",1084,"11","david-briggs","Week 5"
8,"Texas A&M","4-0",1036,"10","david-briggs","Week 5"
9,"Stanford","3-0",1166,"7","david-briggs","Week 5"
10,"Washington","4-0",986,"9","david-briggs","Week 5"
11,"Florida State","3-1",804,"13","david-briggs","Week 5"
12,"Tennessee","4-0",909,"14","david-briggs","Week 5"
13,"Miami","3-0",696,"15","david-briggs","Week 5"
14,"Nebraska","4-0",640,"20","david-briggs","Week 5"
15,"Mississippi","2-2",540,"23","david-briggs","Week 5"
16,"Utah","4-0",493,"24","david-briggs","Week 5"
17,"Arkansas","3-1",241,"17","david-briggs","Week 5"
18,"Michigan State","2-1",527,"8","david-briggs","Week 5"
19,"TCU","3-1",239,"-","david-briggs","Week 5"
20,"Baylor","4-0",729,"16","david-briggs","Week 5"
21,"San Diego State","3-0",304,"22","david-briggs","Week 5"
22,"Boise State","3-0",163,"-","david-briggs","Week 5"
23,"Florida","3-1",176,"19","david-briggs","Week 5"
24,"North Dakota State","1-2",58,"-","david-briggs","Week 5"
25,"Oklahoma","1-2",120,"25","david-briggs","Week 5"
1,"Louisville","4-0",1409,"3","ed-daigneault","Week 5"
2,"Alabama","4-0",1511,"1","ed-daigneault","Week 5"
3,"Clemson","4-0",1267,"5","ed-daigneault","Week 5"
4,"Michigan","4-0",1292,"4","ed-daigneault","Week 5"
5,"Ohio State","3-0",1440,"2","ed-daigneault","Week 5"
6,"Houston","4-0",1239,"6","ed-daigneault","Week 5"
7,"Stanford","3-0",1166,"7","ed-daigneault","Week 5"
8,"Washington","4-0",986,"9","ed-daigneault","Week 5"
9,"Wisconsin","4-0",1084,"11","ed-daigneault","Week 5"
10,"Texas A&M","4-0",1036,"10","ed-daigneault","Week 5"
11,"Florida State","3-1",804,"13","ed-daigneault","Week 5"
12,"Tennessee","4-0",909,"14","ed-daigneault","Week 5"
13,"Miami","3-0",696,"15","ed-daigneault","Week 5"
14,"TCU","3-1",239,"-","ed-daigneault","Week 5"
15,"Utah","4-0",493,"24","ed-daigneault","Week 5"
16,"Mississippi","2-2",540,"23","ed-daigneault","Week 5"
17,"Baylor","4-0",729,"16","ed-daigneault","Week 5"
18,"Michigan State","2-1",527,"8","ed-daigneault","Week 5"
19,"Texas","2-1",217,"21","ed-daigneault","Week 5"
20,"Nebraska","4-0",640,"20","ed-daigneault","Week 5"
21,"Oklahoma","1-2",120,"25","ed-daigneault","Week 5"
22,"Boise State","3-0",163,"-","ed-daigneault","Week 5"
23,"Georgia","3-1",142,"12","ed-daigneault","Week 5"
24,"North Dakota State","1-2",58,"-","ed-daigneault","Week 5"
25,"Arkansas","3-1",241,"17","ed-daigneault","Week 5"
1,"Louisville","4-0",1409,"3","ed-johnson","Week 5"
2,"Alabama","4-0",1511,"1","ed-johnson","Week 5"
3,"Ohio State","3-0",1440,"2","ed-johnson","Week 5"
4,"Houston","4-0",1239,"6","ed-johnson","Week 5"
5,"Clemson","4-0",1267,"5","ed-johnson","Week 5"
6,"Michigan","4-0",1292,"4","ed-johnson","Week 5"
7,"Stanford","3-0",1166,"7","ed-johnson","Week 5"
8,"Florida State","3-1",804,"13","ed-johnson","Week 5"
9,"Wisconsin","4-0",1084,"11","ed-johnson","Week 5"
10,"Miami","3-0",696,"15","ed-johnson","Week 5"
11,"Mississippi","2-2",540,"23","ed-johnson","Week 5"
12,"Texas A&M","4-0",1036,"10","ed-johnson","Week 5"
13,"Tennessee","4-0",909,"14","ed-johnson","Week 5"
14,"Baylor","4-0",729,"16","ed-johnson","Week 5"
15,"Nebraska","4-0",640,"20","ed-johnson","Week 5"
16,"Washington","4-0",986,"9","ed-johnson","Week 5"
17,"Michigan State","2-1",527,"8","ed-johnson","Week 5"
18,"Utah","4-0",493,"24","ed-johnson","Week 5"
19,"Arkansas","3-1",241,"17","ed-johnson","Week 5"
20,"Oklahoma","1-2",120,"25","ed-johnson","Week 5"
21,"Georgia","3-1",142,"12","ed-johnson","Week 5"
22,"Florida","3-1",176,"19","ed-johnson","Week 5"
23,"TCU","3-1",239,"-","ed-johnson","Week 5"
24,"San Diego State","3-0",304,"22","ed-johnson","Week 5"
25,"North Dakota State","1-2",58,"-","ed-johnson","Week 5"
1,"Ohio State","3-0",1440,"2","eric-hansen","Week 5"
2,"Louisville","4-0",1409,"3","eric-hansen","Week 5"
3,"Alabama","4-0",1511,"1","eric-hansen","Week 5"
4,"Houston","4-0",1239,"6","eric-hansen","Week 5"
5,"Stanford","3-0",1166,"7","eric-hansen","Week 5"
6,"Michigan","4-0",1292,"4","eric-hansen","Week 5"
7,"Texas A&M","4-0",1036,"10","eric-hansen","Week 5"
8,"Wisconsin","4-0",1084,"11","eric-hansen","Week 5"
9,"Clemson","4-0",1267,"5","eric-hansen","Week 5"
10,"Washington","4-0",986,"9","eric-hansen","Week 5"
11,"Miami","3-0",696,"15","eric-hansen","Week 5"
12,"Florida State","3-1",804,"13","eric-hansen","Week 5"
13,"Tennessee","4-0",909,"14","eric-hansen","Week 5"
14,"Nebraska","4-0",640,"20","eric-hansen","Week 5"
15,"Utah","4-0",493,"24","eric-hansen","Week 5"
16,"Boise State","3-0",163,"-","eric-hansen","Week 5"
17,"Mississippi","2-2",540,"23","eric-hansen","Week 5"
18,"Michigan State","2-1",527,"8","eric-hansen","Week 5"
19,"Oklahoma","1-2",120,"25","eric-hansen","Week 5"
20,"San Diego State","3-0",304,"22","eric-hansen","Week 5"
21,"Baylor","4-0",729,"16","eric-hansen","Week 5"
22,"Arkansas","3-1",241,"17","eric-hansen","Week 5"
23,"Arizona State","4-0",135,"-","eric-hansen","Week 5"
24,"Virginia Tech","2-1",38,"-","eric-hansen","Week 5"
25,"Western Michigan","4-0",14,"-","eric-hansen","Week 5"
1,"Alabama","4-0",1511,"1","ferd-lewis","Week 5"
2,"Michigan","4-0",1292,"4","ferd-lewis","Week 5"
3,"Ohio State","3-0",1440,"2","ferd-lewis","Week 5"
4,"Louisville","4-0",1409,"3","ferd-lewis","Week 5"
5,"Clemson","4-0",1267,"5","ferd-lewis","Week 5"
6,"Houston","4-0",1239,"6","ferd-lewis","Week 5"
7,"Stanford","3-0",1166,"7","ferd-lewis","Week 5"
8,"Wisconsin","4-0",1084,"11","ferd-lewis","Week 5"
9,"Washington","4-0",986,"9","ferd-lewis","Week 5"
10,"Texas A&M","4-0",1036,"10","ferd-lewis","Week 5"
11,"Florida State","3-1",804,"13","ferd-lewis","Week 5"
12,"Tennessee","4-0",909,"14","ferd-lewis","Week 5"
13,"Baylor","4-0",729,"16","ferd-lewis","Week 5"
14,"Miami","3-0",696,"15","ferd-lewis","Week 5"
15,"Nebraska","4-0",640,"20","ferd-lewis","Week 5"
16,"Mississippi","2-2",540,"23","ferd-lewis","Week 5"
17,"Utah","4-0",493,"24","ferd-lewis","Week 5"
18,"Michigan State","2-1",527,"8","ferd-lewis","Week 5"
19,"Georgia","3-1",142,"12","ferd-lewis","Week 5"
20,"San Diego State","3-0",304,"22","ferd-lewis","Week 5"
21,"Arkansas","3-1",241,"17","ferd-lewis","Week 5"
22,"Florida","3-1",176,"19","ferd-lewis","Week 5"
23,"Auburn","2-2",18,"-","ferd-lewis","Week 5"
24,"LSU","2-2",17,"18","ferd-lewis","Week 5"
25,"North Dakota State","1-2",58,"-","ferd-lewis","Week 5"
1,"Alabama","4-0",1511,"1","garland-gillen","Week 5"
2,"Louisville","4-0",1409,"3","garland-gillen","Week 5"
3,"Ohio State","3-0",1440,"2","garland-gillen","Week 5"
4,"Michigan","4-0",1292,"4","garland-gillen","Week 5"
5,"Clemson","4-0",1267,"5","garland-gillen","Week 5"
6,"Houston","4-0",1239,"6","garland-gillen","Week 5"
