"Rank","Team","Record","Points","PV.Rank","Voter","Week"
4,"Ohio State","12-1",1224,"4","rob-long","Pre-Season"
5,"Stanford","12-2",1029,"3","rob-long","Pre-Season"
6,"TCU","11-2",707,"7","rob-long","Pre-Season"
7,"Michigan State","12-2",710,"6","rob-long","Pre-Season"
8,"Michigan","10-3",1147,"12","rob-long","Pre-Season"
9,"Iowa","12-2",484,"9","rob-long","Pre-Season"
10,"Mississippi","10-3",718,"10","rob-long","Pre-Season"
11,"Houston","13-1",644,"8","rob-long","Pre-Season"
12,"Notre Dame","10-3",1006,"11","rob-long","Pre-Season"
13,"Baylor","10-3",280,"13","rob-long","Pre-Season"
14,"North Carolina","11-3",283,"15","rob-long","Pre-Season"
15,"Florida State","10-3",1325,"14","rob-long","Pre-Season"
16,"LSU","9-3",1269,"16","rob-long","Pre-Season"
17,"Oklahoma State","10-3",316,"20","rob-long","Pre-Season"
18,"Navy","11-2",8,"-","rob-long","Pre-Season"
19,"Utah","10-3",74,"-","rob-long","Pre-Season"
20,"Oregon","9-4",218,"19","rob-long","Pre-Season"
21,"Florida","10-4",180,"25","rob-long","Pre-Season"
22,"Wisconsin","10-3",42,"-","rob-long","Pre-Season"
23,"Tennessee","9-4",1021,"22","rob-long","Pre-Season"
24,"Toledo","10-2",2,"-","rob-long","Pre-Season"
25,"Western Kentucky","12-2",4,"-","rob-long","Pre-Season"
1,"Clemson","14-1",1443,"2","robert-cessna","Pre-Season"
2,"Ohio State","12-1",1224,"4","robert-cessna","Pre-Season"
3,"LSU","9-3",1269,"16","robert-cessna","Pre-Season"
4,"Alabama","14-1",1469,"1","robert-cessna","Pre-Season"
5,"Oklahoma","11-2",1352,"5","robert-cessna","Pre-Season"
6,"Florida State","10-3",1325,"14","robert-cessna","Pre-Season"
7,"Michigan","10-3",1147,"12","robert-cessna","Pre-Season"
8,"Tennessee","9-4",1021,"22","robert-cessna","Pre-Season"
9,"Stanford","12-2",1029,"3","robert-cessna","Pre-Season"
10,"Notre Dame","10-3",1006,"11","robert-cessna","Pre-Season"
11,"Houston","13-1",644,"8","robert-cessna","Pre-Season"
12,"TCU","11-2",707,"7","robert-cessna","Pre-Season"
13,"Michigan State","12-2",710,"6","robert-cessna","Pre-Season"
14,"Georgia","10-3",448,"-","robert-cessna","Pre-Season"
15,"Iowa","12-2",484,"9","robert-cessna","Pre-Season"
16,"Mississippi","10-3",718,"10","robert-cessna","Pre-Season"
17,"USC","8-6",344,"-","robert-cessna","Pre-Season"
18,"Washington","7-6",651,"-","robert-cessna","Pre-Season"
19,"Louisville","8-5",447,"-","robert-cessna","Pre-Season"
20,"Baylor","10-3",280,"13","robert-cessna","Pre-Season"
21,"Boise State","9-4",49,"-","robert-cessna","Pre-Season"
22,"Oklahoma State","10-3",316,"20","robert-cessna","Pre-Season"
23,"Oregon","9-4",218,"19","robert-cessna","Pre-Season"
24,"North Carolina","11-3",283,"15","robert-cessna","Pre-Season"
25,"Miami","8-5",159,"-","robert-cessna","Pre-Season"
1,"Alabama","14-1",1469,"1","robert-gagliardi","Pre-Season"
2,"Clemson","14-1",1443,"2","robert-gagliardi","Pre-Season"
3,"Ohio State","12-1",1224,"4","robert-gagliardi","Pre-Season"
4,"Florida State","10-3",1325,"14","robert-gagliardi","Pre-Season"
5,"Michigan","10-3",1147,"12","robert-gagliardi","Pre-Season"
6,"Oklahoma","11-2",1352,"5","robert-gagliardi","Pre-Season"
7,"Notre Dame","10-3",1006,"11","robert-gagliardi","Pre-Season"
8,"LSU","9-3",1269,"16","robert-gagliardi","Pre-Season"
9,"Stanford","12-2",1029,"3","robert-gagliardi","Pre-Season"
10,"Tennessee","9-4",1021,"22","robert-gagliardi","Pre-Season"
11,"Mississippi","10-3",718,"10","robert-gagliardi","Pre-Season"
12,"TCU","11-2",707,"7","robert-gagliardi","Pre-Season"
13,"Washington","7-6",651,"-","robert-gagliardi","Pre-Season"
14,"Michigan State","12-2",710,"6","robert-gagliardi","Pre-Season"
15,"UCLA","8-5",496,"-","robert-gagliardi","Pre-Season"
16,"Louisville","8-5",447,"-","robert-gagliardi","Pre-Season"
17,"Baylor","10-3",280,"13","robert-gagliardi","Pre-Season"
18,"Florida","10-4",180,"25","robert-gagliardi","Pre-Season"
19,"Iowa","12-2",484,"9","robert-gagliardi","Pre-Season"
20,"USC","8-6",344,"-","robert-gagliardi","Pre-Season"
21,"Houston","13-1",644,"8","robert-gagliardi","Pre-Season"
22,"Auburn","7-6",22,"-","robert-gagliardi","Pre-Season"
23,"Oregon","9-4",218,"19","robert-gagliardi","Pre-Season"
24,"Oklahoma State","10-3",316,"20","robert-gagliardi","Pre-Season"
25,"North Carolina","11-3",283,"15","robert-gagliardi","Pre-Season"
1,"Florida State","10-3",1325,"14","ross-dellenger","Pre-Season"
2,"LSU","9-3",1269,"16","ross-dellenger","Pre-Season"
3,"Alabama","14-1",1469,"1","ross-dellenger","Pre-Season"
4,"Oklahoma","11-2",1352,"5","ross-dellenger","Pre-Season"
5,"Clemson","14-1",1443,"2","ross-dellenger","Pre-Season"
6,"Tennessee","9-4",1021,"22","ross-dellenger","Pre-Season"
7,"Michigan","10-3",1147,"12","ross-dellenger","Pre-Season"
8,"Ohio State","12-1",1224,"4","ross-dellenger","Pre-Season"
9,"Stanford","12-2",1029,"3","ross-dellenger","Pre-Season"
10,"Louisville","8-5",447,"-","ross-dellenger","Pre-Season"
11,"Washington","7-6",651,"-","ross-dellenger","Pre-Season"
12,"Houston","13-1",644,"8","ross-dellenger","Pre-Season"
13,"TCU","11-2",707,"7","ross-dellenger","Pre-Season"
14,"Notre Dame","10-3",1006,"11","ross-dellenger","Pre-Season"
15,"Michigan State","12-2",710,"6","ross-dellenger","Pre-Season"
16,"Iowa","12-2",484,"9","ross-dellenger","Pre-Season"
17,"Miami","8-5",159,"-","ross-dellenger","Pre-Season"
18,"Mississippi","10-3",718,"10","ross-dellenger","Pre-Season"
19,"Georgia","10-3",448,"-","ross-dellenger","Pre-Season"
20,"UCLA","8-5",496,"-","ross-dellenger","Pre-Season"
21,"Florida","10-4",180,"25","ross-dellenger","Pre-Season"
22,"Washington State","9-4",68,"-","ross-dellenger","Pre-Season"
23,"North Carolina","11-3",283,"15","ross-dellenger","Pre-Season"
24,"Oregon","9-4",218,"19","ross-dellenger","Pre-Season"
25,"Oklahoma State","10-3",316,"20","ross-dellenger","Pre-Season"
1,"LSU","9-3",1269,"16","sam-mckewon","Pre-Season"
2,"Oklahoma","11-2",1352,"5","sam-mckewon","Pre-Season"
3,"Florida State","10-3",1325,"14","sam-mckewon","Pre-Season"
4,"Tennessee","9-4",1021,"22","sam-mckewon","Pre-Season"
5,"Alabama","14-1",1469,"1","sam-mckewon","Pre-Season"
6,"Michigan","10-3",1147,"12","sam-mckewon","Pre-Season"
7,"Clemson","14-1",1443,"2","sam-mckewon","Pre-Season"
8,"Washington","7-6",651,"-","sam-mckewon","Pre-Season"
9,"Ohio State","12-1",1224,"4","sam-mckewon","Pre-Season"
10,"Iowa","12-2",484,"9","sam-mckewon","Pre-Season"
11,"Miami","8-5",159,"-","sam-mckewon","Pre-Season"
12,"UCLA","8-5",496,"-","sam-mckewon","Pre-Season"
13,"Notre Dame","10-3",1006,"11","sam-mckewon","Pre-Season"
14,"Louisville","8-5",447,"-","sam-mckewon","Pre-Season"
15,"San Diego State","11-3",46,"-","sam-mckewon","Pre-Season"
16,"TCU","11-2",707,"7","sam-mckewon","Pre-Season"
17,"Mississippi","10-3",718,"10","sam-mckewon","Pre-Season"
18,"Pittsburgh","8-5",15,"-","sam-mckewon","Pre-Season"
19,"Oklahoma State","10-3",316,"20","sam-mckewon","Pre-Season"
20,"Houston","13-1",644,"8","sam-mckewon","Pre-Season"
21,"North Carolina","11-3",283,"15","sam-mckewon","Pre-Season"
22,"Washington State","9-4",68,"-","sam-mckewon","Pre-Season"
23,"Auburn","7-6",22,"-","sam-mckewon","Pre-Season"
24,"Texas","5-7",12,"-","sam-mckewon","Pre-Season"
25,"USC","8-6",344,"-","sam-mckewon","Pre-Season"
1,"Alabama","14-1",1469,"1","scott-hamilton","Pre-Season"
2,"Clemson","14-1",1443,"2","scott-hamilton","Pre-Season"
3,"Florida State","10-3",1325,"14","scott-hamilton","Pre-Season"
4,"Oklahoma","11-2",1352,"5","scott-hamilton","Pre-Season"
5,"LSU","9-3",1269,"16","scott-hamilton","Pre-Season"
6,"Ohio State","12-1",1224,"4","scott-hamilton","Pre-Season"
7,"Tennessee","9-4",1021,"22","scott-hamilton","Pre-Season"
8,"Michigan","10-3",1147,"12","scott-hamilton","Pre-Season"
9,"Notre Dame","10-3",1006,"11","scott-hamilton","Pre-Season"
10,"Stanford","12-2",1029,"3","scott-hamilton","Pre-Season"
11,"Washington","7-6",651,"-","scott-hamilton","Pre-Season"
12,"Houston","13-1",644,"8","scott-hamilton","Pre-Season"
13,"Mississippi","10-3",718,"10","scott-hamilton","Pre-Season"
14,"Louisville","8-5",447,"-","scott-hamilton","Pre-Season"
15,"Michigan State","12-2",710,"6","scott-hamilton","Pre-Season"
16,"TCU","11-2",707,"7","scott-hamilton","Pre-Season"
17,"Georgia","10-3",448,"-","scott-hamilton","Pre-Season"
18,"Iowa","12-2",484,"9","scott-hamilton","Pre-Season"
19,"North Carolina","11-3",283,"15","scott-hamilton","Pre-Season"
20,"Oklahoma State","10-3",316,"20","scott-hamilton","Pre-Season"
21,"USC","8-6",344,"-","scott-hamilton","Pre-Season"
22,"Baylor","10-3",280,"13","scott-hamilton","Pre-Season"
23,"Pittsburgh","8-5",15,"-","scott-hamilton","Pre-Season"
24,"UCLA","8-5",496,"-","scott-hamilton","Pre-Season"
25,"Florida","10-4",180,"25","scott-hamilton","Pre-Season"
1,"Michigan","10-3",1147,"12","scott-wolf","Pre-Season"
2,"Alabama","14-1",1469,"1","scott-wolf","Pre-Season"
3,"Clemson","14-1",1443,"2","scott-wolf","Pre-Season"
4,"Oklahoma","11-2",1352,"5","scott-wolf","Pre-Season"
5,"Ohio State","12-1",1224,"4","scott-wolf","Pre-Season"
6,"Florida State","10-3",1325,"14","scott-wolf","Pre-Season"
7,"LSU","9-3",1269,"16","scott-wolf","Pre-Season"
8,"Tennessee","9-4",1021,"22","scott-wolf","Pre-Season"
9,"Notre Dame","10-3",1006,"11","scott-wolf","Pre-Season"
10,"Michigan State","12-2",710,"6","scott-wolf","Pre-Season"
11,"Mississippi","10-3",718,"10","scott-wolf","Pre-Season"
12,"Houston","13-1",644,"8","scott-wolf","Pre-Season"
13,"TCU","11-2",707,"7","scott-wolf","Pre-Season"
14,"Iowa","12-2",484,"9","scott-wolf","Pre-Season"
15,"Georgia","10-3",448,"-","scott-wolf","Pre-Season"
16,"Stanford","12-2",1029,"3","scott-wolf","Pre-Season"
17,"Washington","7-6",651,"-","scott-wolf","Pre-Season"
18,"Oklahoma State","10-3",316,"20","scott-wolf","Pre-Season"
19,"North Carolina","11-3",283,"15","scott-wolf","Pre-Season"
20,"Oregon","9-4",218,"19","scott-wolf","Pre-Season"
21,"UCLA","8-5",496,"-","scott-wolf","Pre-Season"
22,"Louisville","8-5",447,"-","scott-wolf","Pre-Season"
23,"Florida","10-4",180,"25","scott-wolf","Pre-Season"
24,"USC","8-6",344,"-","scott-wolf","Pre-Season"
25,"Arkansas","8-5",14,"-","scott-wolf","Pre-Season"
1,"Oklahoma","11-2",1352,"5","steve-batterson","Pre-Season"
2,"Alabama","14-1",1469,"1","steve-batterson","Pre-Season"
3,"Clemson","14-1",1443,"2","steve-batterson","Pre-Season"
4,"LSU","9-3",1269,"16","steve-batterson","Pre-Season"
5,"Ohio State","12-1",1224,"4","steve-batterson","Pre-Season"
6,"Stanford","12-2",1029,"3","steve-batterson","Pre-Season"
7,"Michigan","10-3",1147,"12","steve-batterson","Pre-Season"
8,"Florida State","10-3",1325,"14","steve-batterson","Pre-Season"
9,"Tennessee","9-4",1021,"22","steve-batterson","Pre-Season"
10,"Notre Dame","10-3",1006,"11","steve-batterson","Pre-Season"
11,"Washington","7-6",651,"-","steve-batterson","Pre-Season"
12,"Mississippi","10-3",718,"10","steve-batterson","Pre-Season"
13,"Michigan State","12-2",710,"6","steve-batterson","Pre-Season"
14,"Houston","13-1",644,"8","steve-batterson","Pre-Season"
15,"USC","8-6",344,"-","steve-batterson","Pre-Season"
16,"Georgia","10-3",448,"-","steve-batterson","Pre-Season"
17,"TCU","11-2",707,"7","steve-batterson","Pre-Season"
18,"Oregon","9-4",218,"19","steve-batterson","Pre-Season"
19,"Iowa","12-2",484,"9","steve-batterson","Pre-Season"
20,"Baylor","10-3",280,"13","steve-batterson","Pre-Season"
21,"UCLA","8-5",496,"-","steve-batterson","Pre-Season"
22,"Louisville","8-5",447,"-","steve-batterson","Pre-Season"
23,"North Carolina","11-3",283,"15","steve-batterson","Pre-Season"
24,"Florida","10-4",180,"25","steve-batterson","Pre-Season"
25,"Oklahoma State","10-3",316,"20","steve-batterson","Pre-Season"
1,"Alabama","14-1",1469,"1","steve-wiseman","Pre-Season"
2,"Clemson","14-1",1443,"2","steve-wiseman","Pre-Season"
3,"Ohio State","12-1",1224,"4","steve-wiseman","Pre-Season"
4,"Oklahoma","11-2",1352,"5","steve-wiseman","Pre-Season"
5,"Florida State","10-3",1325,"14","steve-wiseman","Pre-Season"
6,"Michigan","10-3",1147,"12","steve-wiseman","Pre-Season"
7,"LSU","9-3",1269,"16","steve-wiseman","Pre-Season"
8,"Notre Dame","10-3",1006,"11","steve-wiseman","Pre-Season"
9,"Tennessee","9-4",1021,"22","steve-wiseman","Pre-Season"
10,"Stanford","12-2",1029,"3","steve-wiseman","Pre-Season"
11,"Mississippi","10-3",718,"10","steve-wiseman","Pre-Season"
12,"Michigan State","12-2",710,"6","steve-wiseman","Pre-Season"
13,"TCU","11-2",707,"7","steve-wiseman","Pre-Season"
14,"Washington","7-6",651,"-","steve-wiseman","Pre-Season"
15,"UCLA","8-5",496,"-","steve-wiseman","Pre-Season"
16,"Georgia","10-3",448,"-","steve-wiseman","Pre-Season"
17,"Houston","13-1",644,"8","steve-wiseman","Pre-Season"
18,"Louisville","8-5",447,"-","steve-wiseman","Pre-Season"
19,"Iowa","12-2",484,"9","steve-wiseman","Pre-Season"
20,"North Carolina","11-3",283,"15","steve-wiseman","Pre-Season"
21,"Baylor","10-3",280,"13","steve-wiseman","Pre-Season"
22,"Oregon","9-4",218,"19","steve-wiseman","Pre-Season"
23,"Oklahoma State","10-3",316,"20","steve-wiseman","Pre-Season"
24,"USC","8-6",344,"-","steve-wiseman","Pre-Season"
25,"Miami","8-5",159,"-","steve-wiseman","Pre-Season"
1,"Alabama","14-1",1469,"1","tom-murphy","Pre-Season"
2,"Clemson","14-1",1443,"2","tom-murphy","Pre-Season"
3,"Oklahoma","11-2",1352,"5","tom-murphy","Pre-Season"
4,"Florida State","10-3",1325,"14","tom-murphy","Pre-Season"
5,"Ohio State","12-1",1224,"4","tom-murphy","Pre-Season"
6,"LSU","9-3",1269,"16","tom-murphy","Pre-Season"
7,"Michigan","10-3",1147,"12","tom-murphy","Pre-Season"
8,"Stanford","12-2",1029,"3","tom-murphy","Pre-Season"
9,"Notre Dame","10-3",1006,"11","tom-murphy","Pre-Season"
10,"TCU","11-2",707,"7","tom-murphy","Pre-Season"
11,"Florida","10-4",180,"25","tom-murphy","Pre-Season"
12,"Tennessee","9-4",1021,"22","tom-murphy","Pre-Season"
13,"Mississippi","10-3",718,"10","tom-murphy","Pre-Season"
14,"Michigan State","12-2",710,"6","tom-murphy","Pre-Season"
15,"Washington","7-6",651,"-","tom-murphy","Pre-Season"
16,"UCLA","8-5",496,"-","tom-murphy","Pre-Season"
17,"Baylor","10-3",280,"13","tom-murphy","Pre-Season"
18,"North Carolina","11-3",283,"15","tom-murphy","Pre-Season"
19,"Louisville","8-5",447,"-","tom-murphy","Pre-Season"
20,"Georgia","10-3",448,"-","tom-murphy","Pre-Season"
21,"Miami","8-5",159,"-","tom-murphy","Pre-Season"
22,"Oklahoma State","10-3",316,"20","tom-murphy","Pre-Season"
23,"USC","8-6",344,"-","tom-murphy","Pre-Season"
24,"Houston","13-1",644,"8","tom-murphy","Pre-Season"
25,"Arkansas","8-5",14,"-","tom-murphy","Pre-Season"
1,"Alabama","14-1",1469,"1","tony-parks","Pre-Season"
2,"Florida State","10-3",1325,"14","tony-parks","Pre-Season"
3,"LSU","9-3",1269,"16","tony-parks","Pre-Season"
4,"Clemson","14-1",1443,"2","tony-parks","Pre-Season"
5,"Oklahoma","11-2",1352,"5","tony-parks","Pre-Season"
6,"Ohio State","12-1",1224,"4","tony-parks","Pre-Season"
7,"Tennessee","9-4",1021,"22","tony-parks","Pre-Season"
8,"Stanford","12-2",1029,"3","tony-parks","Pre-Season"
9,"Notre Dame","10-3",1006,"11","tony-parks","Pre-Season"
10,"Michigan","10-3",1147,"12","tony-parks","Pre-Season"
11,"Mississippi","10-3",718,"10","tony-parks","Pre-Season"
12,"USC","8-6",344,"-","tony-parks","Pre-Season"
13,"Washington","7-6",651,"-","tony-parks","Pre-Season"
14,"Michigan State","12-2",710,"6","tony-parks","Pre-Season"
15,"Baylor","10-3",280,"13","tony-parks","Pre-Season"
16,"Georgia","10-3",448,"-","tony-parks","Pre-Season"
17,"UCLA","8-5",496,"-","tony-parks","Pre-Season"
18,"Oregon","9-4",218,"19","tony-parks","Pre-Season"
19,"TCU","11-2",707,"7","tony-parks","Pre-Season"
20,"Oklahoma State","10-3",316,"20","tony-parks","Pre-Season"
21,"Houston","13-1",644,"8","tony-parks","Pre-Season"
22,"Louisville","8-5",447,"-","tony-parks","Pre-Season"
23,"Iowa","12-2",484,"9","tony-parks","Pre-Season"
24,"Miami","8-5",159,"-","tony-parks","Pre-Season"
25,"North Carolina","11-3",283,"15","tony-parks","Pre-Season"
