"Rank","Team","Record","Points","PV.Rank","Voter","Week"
12,"Texas A&M","2-0",564,"20","brett-mcmurphy","Week 3"
13,"Louisville","2-0",890,"13","brett-mcmurphy","Week 3"
14,"Mississippi","1-1",473,"19","brett-mcmurphy","Week 3"
15,"Michigan State","1-0",747,"12","brett-mcmurphy","Week 3"
16,"Oregon","2-0",292,"24","brett-mcmurphy","Week 3"
17,"Miami","2-0",197,"25","brett-mcmurphy","Week 3"
18,"Tennessee","2-0",665,"17","brett-mcmurphy","Week 3"
19,"Georgia","2-0",584,"9","brett-mcmurphy","Week 3"
20,"Arkansas","2-0",198,"-","brett-mcmurphy","Week 3"
21,"Oklahoma","1-1",686,"14","brett-mcmurphy","Week 3"
22,"Iowa","2-0",694,"16","brett-mcmurphy","Week 3"
23,"San Diego State","2-0",51,"-","brett-mcmurphy","Week 3"
24,"LSU","1-1",391,"21","brett-mcmurphy","Week 3"
25,"North Carolina","1-1",10,"-","brett-mcmurphy","Week 3"
1,"Alabama","2-0",1520,"1","brian-howell","Week 3"
2,"Florida State","2-0",1437,"3","brian-howell","Week 3"
3,"Clemson","2-0",1284,"2","brian-howell","Week 3"
4,"Ohio State","2-0",1359,"4","brian-howell","Week 3"
5,"Michigan","2-0",1298,"5","brian-howell","Week 3"
6,"Stanford","1-0",1137,"7","brian-howell","Week 3"
7,"Tennessee","2-0",665,"17","brian-howell","Week 3"
8,"Houston","2-0",1264,"6","brian-howell","Week 3"
9,"Oklahoma","1-1",686,"14","brian-howell","Week 3"
10,"Michigan State","1-0",747,"12","brian-howell","Week 3"
11,"Washington","2-0",983,"8","brian-howell","Week 3"
12,"Mississippi","1-1",473,"19","brian-howell","Week 3"
13,"Texas","2-0",872,"11","brian-howell","Week 3"
14,"Notre Dame","1-1",526,"18","brian-howell","Week 3"
15,"Baylor","2-0",305,"23","brian-howell","Week 3"
16,"Miami","2-0",197,"25","brian-howell","Week 3"
17,"Wisconsin","2-0",893,"10","brian-howell","Week 3"
18,"LSU","1-1",391,"21","brian-howell","Week 3"
19,"San Diego State","2-0",51,"-","brian-howell","Week 3"
20,"Texas A&M","2-0",564,"20","brian-howell","Week 3"
21,"Iowa","2-0",694,"16","brian-howell","Week 3"
22,"Louisville","2-0",890,"13","brian-howell","Week 3"
23,"Arkansas","2-0",198,"-","brian-howell","Week 3"
24,"Georgia","2-0",584,"9","brian-howell","Week 3"
25,"TCU","1-1",62,"15","brian-howell","Week 3"
1,"Alabama","2-0",1520,"1","chris-murray","Week 3"
2,"Florida State","2-0",1437,"3","chris-murray","Week 3"
3,"Houston","2-0",1264,"6","chris-murray","Week 3"
4,"Ohio State","2-0",1359,"4","chris-murray","Week 3"
5,"Clemson","2-0",1284,"2","chris-murray","Week 3"
6,"Stanford","1-0",1137,"7","chris-murray","Week 3"
7,"Michigan","2-0",1298,"5","chris-murray","Week 3"
8,"Michigan State","1-0",747,"12","chris-murray","Week 3"
9,"Texas","2-0",872,"11","chris-murray","Week 3"
10,"Washington","2-0",983,"8","chris-murray","Week 3"
11,"Louisville","2-0",890,"13","chris-murray","Week 3"
12,"Utah","2-0",62,"-","chris-murray","Week 3"
13,"Georgia","2-0",584,"9","chris-murray","Week 3"
14,"Wisconsin","2-0",893,"10","chris-murray","Week 3"
15,"Notre Dame","1-1",526,"18","chris-murray","Week 3"
16,"Tennessee","2-0",665,"17","chris-murray","Week 3"
17,"Texas A&M","2-0",564,"20","chris-murray","Week 3"
18,"Arkansas","2-0",198,"-","chris-murray","Week 3"
19,"Iowa","2-0",694,"16","chris-murray","Week 3"
20,"Oklahoma","1-1",686,"14","chris-murray","Week 3"
21,"Mississippi","1-1",473,"19","chris-murray","Week 3"
22,"Baylor","2-0",305,"23","chris-murray","Week 3"
23,"San Diego State","2-0",51,"-","chris-murray","Week 3"
24,"Oregon","2-0",292,"24","chris-murray","Week 3"
25,"TCU","1-1",62,"15","chris-murray","Week 3"
1,"Alabama","2-0",1520,"1","chuck-carlton","Week 3"
2,"Florida State","2-0",1437,"3","chuck-carlton","Week 3"
3,"Michigan","2-0",1298,"5","chuck-carlton","Week 3"
4,"Ohio State","2-0",1359,"4","chuck-carlton","Week 3"
5,"Clemson","2-0",1284,"2","chuck-carlton","Week 3"
6,"Houston","2-0",1264,"6","chuck-carlton","Week 3"
7,"Stanford","1-0",1137,"7","chuck-carlton","Week 3"
8,"Michigan State","1-0",747,"12","chuck-carlton","Week 3"
9,"Washington","2-0",983,"8","chuck-carlton","Week 3"
10,"Louisville","2-0",890,"13","chuck-carlton","Week 3"
11,"Iowa","2-0",694,"16","chuck-carlton","Week 3"
12,"Georgia","2-0",584,"9","chuck-carlton","Week 3"
13,"Texas A&M","2-0",564,"20","chuck-carlton","Week 3"
14,"Wisconsin","2-0",893,"10","chuck-carlton","Week 3"
15,"Texas","2-0",872,"11","chuck-carlton","Week 3"
16,"Oklahoma","1-1",686,"14","chuck-carlton","Week 3"
17,"Tennessee","2-0",665,"17","chuck-carlton","Week 3"
18,"Utah","2-0",62,"-","chuck-carlton","Week 3"
19,"LSU","1-1",391,"21","chuck-carlton","Week 3"
20,"Notre Dame","1-1",526,"18","chuck-carlton","Week 3"
21,"Baylor","2-0",305,"23","chuck-carlton","Week 3"
22,"Oregon","2-0",292,"24","chuck-carlton","Week 3"
23,"Mississippi","1-1",473,"19","chuck-carlton","Week 3"
24,"Florida","2-0",205,"-","chuck-carlton","Week 3"
25,"TCU","1-1",62,"15","chuck-carlton","Week 3"
1,"Alabama","2-0",1520,"1","dana-sulonen","Week 3"
2,"Florida State","2-0",1437,"3","dana-sulonen","Week 3"
3,"Ohio State","2-0",1359,"4","dana-sulonen","Week 3"
4,"Michigan","2-0",1298,"5","dana-sulonen","Week 3"
5,"Clemson","2-0",1284,"2","dana-sulonen","Week 3"
6,"Houston","2-0",1264,"6","dana-sulonen","Week 3"
7,"Stanford","1-0",1137,"7","dana-sulonen","Week 3"
8,"Washington","2-0",983,"8","dana-sulonen","Week 3"
9,"Louisville","2-0",890,"13","dana-sulonen","Week 3"
10,"Texas","2-0",872,"11","dana-sulonen","Week 3"
11,"Oklahoma","1-1",686,"14","dana-sulonen","Week 3"
12,"Michigan State","1-0",747,"12","dana-sulonen","Week 3"
13,"Wisconsin","2-0",893,"10","dana-sulonen","Week 3"
14,"Mississippi","1-1",473,"19","dana-sulonen","Week 3"
15,"Notre Dame","1-1",526,"18","dana-sulonen","Week 3"
16,"Texas A&M","2-0",564,"20","dana-sulonen","Week 3"
17,"Tennessee","2-0",665,"17","dana-sulonen","Week 3"
18,"Iowa","2-0",694,"16","dana-sulonen","Week 3"
19,"LSU","1-1",391,"21","dana-sulonen","Week 3"
20,"Georgia","2-0",584,"9","dana-sulonen","Week 3"
21,"Oregon","2-0",292,"24","dana-sulonen","Week 3"
22,"Baylor","2-0",305,"23","dana-sulonen","Week 3"
23,"Miami","2-0",197,"25","dana-sulonen","Week 3"
24,"Florida","2-0",205,"-","dana-sulonen","Week 3"
25,"UCLA","1-1",47,"-","dana-sulonen","Week 3"
1,"Alabama","2-0",1520,"1","dave-southorn","Week 3"
2,"Florida State","2-0",1437,"3","dave-southorn","Week 3"
3,"Clemson","2-0",1284,"2","dave-southorn","Week 3"
4,"Ohio State","2-0",1359,"4","dave-southorn","Week 3"
5,"Michigan","2-0",1298,"5","dave-southorn","Week 3"
6,"Houston","2-0",1264,"6","dave-southorn","Week 3"
7,"Stanford","1-0",1137,"7","dave-southorn","Week 3"
8,"Wisconsin","2-0",893,"10","dave-southorn","Week 3"
9,"Texas","2-0",872,"11","dave-southorn","Week 3"
10,"Washington","2-0",983,"8","dave-southorn","Week 3"
11,"Oklahoma","1-1",686,"14","dave-southorn","Week 3"
12,"Iowa","2-0",694,"16","dave-southorn","Week 3"
13,"Michigan State","1-0",747,"12","dave-southorn","Week 3"
14,"Notre Dame","1-1",526,"18","dave-southorn","Week 3"
15,"Louisville","2-0",890,"13","dave-southorn","Week 3"
16,"Georgia","2-0",584,"9","dave-southorn","Week 3"
17,"Tennessee","2-0",665,"17","dave-southorn","Week 3"
18,"Miami","2-0",197,"25","dave-southorn","Week 3"
19,"LSU","1-1",391,"21","dave-southorn","Week 3"
20,"Texas A&M","2-0",564,"20","dave-southorn","Week 3"
21,"Mississippi","1-1",473,"19","dave-southorn","Week 3"
22,"San Diego State","2-0",51,"-","dave-southorn","Week 3"
23,"Florida","2-0",205,"-","dave-southorn","Week 3"
24,"Baylor","2-0",305,"23","dave-southorn","Week 3"
25,"Oregon","2-0",292,"24","dave-southorn","Week 3"
1,"Alabama","2-0",1520,"1","david-briggs","Week 3"
2,"Florida State","2-0",1437,"3","david-briggs","Week 3"
3,"Clemson","2-0",1284,"2","david-briggs","Week 3"
4,"Michigan","2-0",1298,"5","david-briggs","Week 3"
5,"Ohio State","2-0",1359,"4","david-briggs","Week 3"
6,"Houston","2-0",1264,"6","david-briggs","Week 3"
7,"Stanford","1-0",1137,"7","david-briggs","Week 3"
8,"Washington","2-0",983,"8","david-briggs","Week 3"
9,"Oklahoma","1-1",686,"14","david-briggs","Week 3"
10,"Wisconsin","2-0",893,"10","david-briggs","Week 3"
11,"Texas","2-0",872,"11","david-briggs","Week 3"
12,"Louisville","2-0",890,"13","david-briggs","Week 3"
13,"Iowa","2-0",694,"16","david-briggs","Week 3"
14,"Mississippi","1-1",473,"19","david-briggs","Week 3"
15,"Michigan State","1-0",747,"12","david-briggs","Week 3"
16,"Texas A&M","2-0",564,"20","david-briggs","Week 3"
17,"Notre Dame","1-1",526,"18","david-briggs","Week 3"
18,"Tennessee","2-0",665,"17","david-briggs","Week 3"
19,"LSU","1-1",391,"21","david-briggs","Week 3"
20,"Arkansas","2-0",198,"-","david-briggs","Week 3"
21,"Georgia","2-0",584,"9","david-briggs","Week 3"
22,"Oregon","2-0",292,"24","david-briggs","Week 3"
23,"Florida","2-0",205,"-","david-briggs","Week 3"
24,"North Carolina","1-1",10,"-","david-briggs","Week 3"
25,"TCU","1-1",62,"15","david-briggs","Week 3"
1,"Florida State","2-0",1437,"3","ed-daigneault","Week 3"
2,"Alabama","2-0",1520,"1","ed-daigneault","Week 3"
3,"Clemson","2-0",1284,"2","ed-daigneault","Week 3"
4,"Michigan","2-0",1298,"5","ed-daigneault","Week 3"
5,"Ohio State","2-0",1359,"4","ed-daigneault","Week 3"
6,"Houston","2-0",1264,"6","ed-daigneault","Week 3"
7,"Stanford","1-0",1137,"7","ed-daigneault","Week 3"
8,"Louisville","2-0",890,"13","ed-daigneault","Week 3"
9,"Washington","2-0",983,"8","ed-daigneault","Week 3"
10,"Iowa","2-0",694,"16","ed-daigneault","Week 3"
11,"Michigan State","1-0",747,"12","ed-daigneault","Week 3"
12,"Wisconsin","2-0",893,"10","ed-daigneault","Week 3"
13,"Oklahoma","1-1",686,"14","ed-daigneault","Week 3"
14,"LSU","1-1",391,"21","ed-daigneault","Week 3"
15,"Texas A&M","2-0",564,"20","ed-daigneault","Week 3"
16,"TCU","1-1",62,"15","ed-daigneault","Week 3"
17,"Texas","2-0",872,"11","ed-daigneault","Week 3"
18,"Notre Dame","1-1",526,"18","ed-daigneault","Week 3"
19,"Georgia","2-0",584,"9","ed-daigneault","Week 3"
20,"Tennessee","2-0",665,"17","ed-daigneault","Week 3"
21,"Utah","2-0",62,"-","ed-daigneault","Week 3"
22,"Florida","2-0",205,"-","ed-daigneault","Week 3"
23,"Miami","2-0",197,"25","ed-daigneault","Week 3"
24,"Oregon","2-0",292,"24","ed-daigneault","Week 3"
25,"Baylor","2-0",305,"23","ed-daigneault","Week 3"
1,"Alabama","2-0",1520,"1","ed-johnson","Week 3"
2,"Ohio State","2-0",1359,"4","ed-johnson","Week 3"
3,"Houston","2-0",1264,"6","ed-johnson","Week 3"
4,"Florida State","2-0",1437,"3","ed-johnson","Week 3"
5,"Clemson","2-0",1284,"2","ed-johnson","Week 3"
6,"Michigan","2-0",1298,"5","ed-johnson","Week 3"
7,"Wisconsin","2-0",893,"10","ed-johnson","Week 3"
8,"Louisville","2-0",890,"13","ed-johnson","Week 3"
9,"Stanford","1-0",1137,"7","ed-johnson","Week 3"
10,"Washington","2-0",983,"8","ed-johnson","Week 3"
11,"Georgia","2-0",584,"9","ed-johnson","Week 3"
12,"Texas A&M","2-0",564,"20","ed-johnson","Week 3"
13,"Tennessee","2-0",665,"17","ed-johnson","Week 3"
14,"Oklahoma","1-1",686,"14","ed-johnson","Week 3"
15,"LSU","1-1",391,"21","ed-johnson","Week 3"
16,"Baylor","2-0",305,"23","ed-johnson","Week 3"
17,"Iowa","2-0",694,"16","ed-johnson","Week 3"
18,"UCLA","1-1",47,"-","ed-johnson","Week 3"
19,"Texas","2-0",872,"11","ed-johnson","Week 3"
20,"Mississippi","1-1",473,"19","ed-johnson","Week 3"
21,"Notre Dame","1-1",526,"18","ed-johnson","Week 3"
22,"Miami","2-0",197,"25","ed-johnson","Week 3"
23,"Arkansas","2-0",198,"-","ed-johnson","Week 3"
24,"Michigan State","1-0",747,"12","ed-johnson","Week 3"
25,"Florida","2-0",205,"-","ed-johnson","Week 3"
1,"Alabama","2-0",1520,"1","eric-hansen","Week 3"
2,"Ohio State","2-0",1359,"4","eric-hansen","Week 3"
3,"Houston","2-0",1264,"6","eric-hansen","Week 3"
4,"Stanford","1-0",1137,"7","eric-hansen","Week 3"
5,"Florida State","2-0",1437,"3","eric-hansen","Week 3"
6,"Michigan","2-0",1298,"5","eric-hansen","Week 3"
7,"Washington","2-0",983,"8","eric-hansen","Week 3"
8,"Clemson","2-0",1284,"2","eric-hansen","Week 3"
9,"Louisville","2-0",890,"13","eric-hansen","Week 3"
10,"Oklahoma","1-1",686,"14","eric-hansen","Week 3"
11,"Michigan State","1-0",747,"12","eric-hansen","Week 3"
12,"Wisconsin","2-0",893,"10","eric-hansen","Week 3"
13,"Georgia","2-0",584,"9","eric-hansen","Week 3"
14,"LSU","1-1",391,"21","eric-hansen","Week 3"
15,"Texas A&M","2-0",564,"20","eric-hansen","Week 3"
16,"Tennessee","2-0",665,"17","eric-hansen","Week 3"
17,"Texas","2-0",872,"11","eric-hansen","Week 3"
18,"Notre Dame","1-1",526,"18","eric-hansen","Week 3"
19,"Miami","2-0",197,"25","eric-hansen","Week 3"
20,"Boise State","2-0",42,"-","eric-hansen","Week 3"
21,"Utah","2-0",62,"-","eric-hansen","Week 3"
22,"Mississippi","1-1",473,"19","eric-hansen","Week 3"
23,"Iowa","2-0",694,"16","eric-hansen","Week 3"
24,"Oregon","2-0",292,"24","eric-hansen","Week 3"
25,"UCLA","1-1",47,"-","eric-hansen","Week 3"
1,"Alabama","2-0",1520,"1","ferd-lewis","Week 3"
2,"Florida State","2-0",1437,"3","ferd-lewis","Week 3"
3,"Clemson","2-0",1284,"2","ferd-lewis","Week 3"
4,"Ohio State","2-0",1359,"4","ferd-lewis","Week 3"
5,"Michigan","2-0",1298,"5","ferd-lewis","Week 3"
6,"Houston","2-0",1264,"6","ferd-lewis","Week 3"
7,"Stanford","1-0",1137,"7","ferd-lewis","Week 3"
8,"Wisconsin","2-0",893,"10","ferd-lewis","Week 3"
9,"Washington","2-0",983,"8","ferd-lewis","Week 3"
10,"Texas","2-0",872,"11","ferd-lewis","Week 3"
11,"Georgia","2-0",584,"9","ferd-lewis","Week 3"
12,"Michigan State","1-0",747,"12","ferd-lewis","Week 3"
13,"Louisville","2-0",890,"13","ferd-lewis","Week 3"
14,"Oklahoma","1-1",686,"14","ferd-lewis","Week 3"
15,"Iowa","2-0",694,"16","ferd-lewis","Week 3"
16,"Tennessee","2-0",665,"17","ferd-lewis","Week 3"
17,"Mississippi","1-1",473,"19","ferd-lewis","Week 3"
18,"Texas A&M","2-0",564,"20","ferd-lewis","Week 3"
19,"Arkansas","2-0",198,"-","ferd-lewis","Week 3"
20,"LSU","1-1",391,"21","ferd-lewis","Week 3"
21,"TCU","1-1",62,"15","ferd-lewis","Week 3"
22,"Notre Dame","1-1",526,"18","ferd-lewis","Week 3"
23,"Oklahoma State","1-1",22,"22","ferd-lewis","Week 3"
24,"Baylor","2-0",305,"23","ferd-lewis","Week 3"
25,"San Diego State","2-0",51,"-","ferd-lewis","Week 3"
1,"Alabama","2-0",1520,"1","garland-gillen","Week 3"
2,"Florida State","2-0",1437,"3","garland-gillen","Week 3"
3,"Ohio State","2-0",1359,"4","garland-gillen","Week 3"
4,"Michigan","2-0",1298,"5","garland-gillen","Week 3"
5,"Clemson","2-0",1284,"2","garland-gillen","Week 3"
6,"Houston","2-0",1264,"6","garland-gillen","Week 3"
7,"Wisconsin","2-0",893,"10","garland-gillen","Week 3"
8,"Stanford","1-0",1137,"7","garland-gillen","Week 3"
