"Rank","Team","Record","Points","PV.Rank","Voter","Week"
5,"Washington","6-0",1286,"5","garland-gillen","Week 7"
6,"Texas A&M","6-0",1202,"8","garland-gillen","Week 7"
7,"Louisville","4-1",1193,"7","garland-gillen","Week 7"
8,"Nebraska","5-0",958,"12","garland-gillen","Week 7"
9,"Baylor","5-0",934,"13","garland-gillen","Week 7"
10,"Wisconsin","4-1",1020,"11","garland-gillen","Week 7"
11,"Tennessee","5-1",962,"9","garland-gillen","Week 7"
12,"Houston","5-1",701,"6","garland-gillen","Week 7"
13,"West Virginia","4-0",424,"22","garland-gillen","Week 7"
14,"Boise State","5-0",590,"19","garland-gillen","Week 7"
15,"Virginia Tech","4-1",546,"25","garland-gillen","Week 7"
16,"Florida State","4-2",628,"23","garland-gillen","Week 7"
17,"Miami","4-1",576,"10","garland-gillen","Week 7"
18,"Mississippi","3-2",800,"14","garland-gillen","Week 7"
19,"Arkansas","4-2",203,"16","garland-gillen","Week 7"
20,"Navy","4-1",122,"-","garland-gillen","Week 7"
21,"Florida","4-1",483,"18","garland-gillen","Week 7"
22,"Arizona State","5-1",53,"-","garland-gillen","Week 7"
23,"South Florida","5-1",20,"-","garland-gillen","Week 7"
24,"Utah","5-1",287,"24","garland-gillen","Week 7"
25,"Western Michigan","6-0",154,"-","garland-gillen","Week 7"
1,"Alabama","6-0",1520,"1","garry-smits","Week 7"
2,"Clemson","6-0",1406,"3","garry-smits","Week 7"
3,"Washington","6-0",1286,"5","garry-smits","Week 7"
4,"Michigan","6-0",1339,"4","garry-smits","Week 7"
5,"Ohio State","5-0",1444,"2","garry-smits","Week 7"
6,"Texas A&M","6-0",1202,"8","garry-smits","Week 7"
7,"Louisville","4-1",1193,"7","garry-smits","Week 7"
8,"Nebraska","5-0",958,"12","garry-smits","Week 7"
9,"Baylor","5-0",934,"13","garry-smits","Week 7"
10,"Mississippi","3-2",800,"14","garry-smits","Week 7"
11,"Wisconsin","4-1",1020,"11","garry-smits","Week 7"
12,"Houston","5-1",701,"6","garry-smits","Week 7"
13,"Tennessee","5-1",962,"9","garry-smits","Week 7"
14,"Boise State","5-0",590,"19","garry-smits","Week 7"
15,"Florida State","4-2",628,"23","garry-smits","Week 7"
16,"Virginia Tech","4-1",546,"25","garry-smits","Week 7"
17,"Florida","4-1",483,"18","garry-smits","Week 7"
18,"Oklahoma","3-2",476,"20","garry-smits","Week 7"
19,"Utah","5-1",287,"24","garry-smits","Week 7"
20,"Miami","4-1",576,"10","garry-smits","Week 7"
21,"Auburn","4-2",166,"-","garry-smits","Week 7"
22,"West Virginia","4-0",424,"22","garry-smits","Week 7"
23,"Navy","4-1",122,"-","garry-smits","Week 7"
24,"North Carolina State","4-1",9,"-","garry-smits","Week 7"
25,"Western Michigan","6-0",154,"-","garry-smits","Week 7"
1,"Alabama","6-0",1520,"1","gary-horowitz","Week 7"
2,"Clemson","6-0",1406,"3","gary-horowitz","Week 7"
3,"Ohio State","5-0",1444,"2","gary-horowitz","Week 7"
4,"Michigan","6-0",1339,"4","gary-horowitz","Week 7"
5,"Washington","6-0",1286,"5","gary-horowitz","Week 7"
6,"Louisville","4-1",1193,"7","gary-horowitz","Week 7"
7,"Texas A&M","6-0",1202,"8","gary-horowitz","Week 7"
8,"Wisconsin","4-1",1020,"11","gary-horowitz","Week 7"
9,"Nebraska","5-0",958,"12","gary-horowitz","Week 7"
10,"Baylor","5-0",934,"13","gary-horowitz","Week 7"
11,"Houston","5-1",701,"6","gary-horowitz","Week 7"
12,"Mississippi","3-2",800,"14","gary-horowitz","Week 7"
13,"Tennessee","5-1",962,"9","gary-horowitz","Week 7"
14,"Florida","4-1",483,"18","gary-horowitz","Week 7"
15,"Boise State","5-0",590,"19","gary-horowitz","Week 7"
16,"Florida State","4-2",628,"23","gary-horowitz","Week 7"
17,"Utah","5-1",287,"24","gary-horowitz","Week 7"
18,"West Virginia","4-0",424,"22","gary-horowitz","Week 7"
19,"Virginia Tech","4-1",546,"25","gary-horowitz","Week 7"
20,"Miami","4-1",576,"10","gary-horowitz","Week 7"
21,"Navy","4-1",122,"-","gary-horowitz","Week 7"
22,"North Dakota State","4-2",36,"-","gary-horowitz","Week 7"
23,"Oklahoma","3-2",476,"20","gary-horowitz","Week 7"
24,"Western Michigan","6-0",154,"-","gary-horowitz","Week 7"
25,"Auburn","4-2",166,"-","gary-horowitz","Week 7"
1,"Alabama","6-0",1520,"1","graham-watson","Week 7"
2,"Ohio State","5-0",1444,"2","graham-watson","Week 7"
3,"Clemson","6-0",1406,"3","graham-watson","Week 7"
4,"Michigan","6-0",1339,"4","graham-watson","Week 7"
5,"Washington","6-0",1286,"5","graham-watson","Week 7"
6,"Texas A&M","6-0",1202,"8","graham-watson","Week 7"
7,"Louisville","4-1",1193,"7","graham-watson","Week 7"
8,"Tennessee","5-1",962,"9","graham-watson","Week 7"
9,"Wisconsin","4-1",1020,"11","graham-watson","Week 7"
10,"Nebraska","5-0",958,"12","graham-watson","Week 7"
11,"Mississippi","3-2",800,"14","graham-watson","Week 7"
12,"Miami","4-1",576,"10","graham-watson","Week 7"
13,"Houston","5-1",701,"6","graham-watson","Week 7"
14,"Baylor","5-0",934,"13","graham-watson","Week 7"
15,"Florida","4-1",483,"18","graham-watson","Week 7"
16,"Boise State","5-0",590,"19","graham-watson","Week 7"
17,"West Virginia","4-0",424,"22","graham-watson","Week 7"
18,"Virginia Tech","4-1",546,"25","graham-watson","Week 7"
19,"Florida State","4-2",628,"23","graham-watson","Week 7"
20,"Arkansas","4-2",203,"16","graham-watson","Week 7"
21,"Oklahoma","3-2",476,"20","graham-watson","Week 7"
22,"Stanford","3-2",26,"15","graham-watson","Week 7"
23,"North Carolina","4-2",51,"17","graham-watson","Week 7"
24,"Colorado","4-2",22,"21","graham-watson","Week 7"
25,"Utah","5-1",287,"24","graham-watson","Week 7"
1,"Alabama","6-0",1520,"1","jason-galloway","Week 7"
2,"Ohio State","5-0",1444,"2","jason-galloway","Week 7"
3,"Michigan","6-0",1339,"4","jason-galloway","Week 7"
4,"Clemson","6-0",1406,"3","jason-galloway","Week 7"
5,"Louisville","4-1",1193,"7","jason-galloway","Week 7"
6,"Washington","6-0",1286,"5","jason-galloway","Week 7"
7,"Texas A&M","6-0",1202,"8","jason-galloway","Week 7"
8,"Wisconsin","4-1",1020,"11","jason-galloway","Week 7"
9,"Tennessee","5-1",962,"9","jason-galloway","Week 7"
10,"Baylor","5-0",934,"13","jason-galloway","Week 7"
11,"Nebraska","5-0",958,"12","jason-galloway","Week 7"
12,"Mississippi","3-2",800,"14","jason-galloway","Week 7"
13,"Virginia Tech","4-1",546,"25","jason-galloway","Week 7"
14,"Florida State","4-2",628,"23","jason-galloway","Week 7"
15,"Houston","5-1",701,"6","jason-galloway","Week 7"
16,"Oklahoma","3-2",476,"20","jason-galloway","Week 7"
17,"Western Michigan","6-0",154,"-","jason-galloway","Week 7"
18,"West Virginia","4-0",424,"22","jason-galloway","Week 7"
19,"Florida","4-1",483,"18","jason-galloway","Week 7"
20,"Miami","4-1",576,"10","jason-galloway","Week 7"
21,"Utah","5-1",287,"24","jason-galloway","Week 7"
22,"Boise State","5-0",590,"19","jason-galloway","Week 7"
23,"Auburn","4-2",166,"-","jason-galloway","Week 7"
24,"South Florida","5-1",20,"-","jason-galloway","Week 7"
25,"LSU","3-2",50,"-","jason-galloway","Week 7"
1,"Alabama","6-0",1520,"1","jeff-miller","Week 7"
2,"Michigan","6-0",1339,"4","jeff-miller","Week 7"
3,"Ohio State","5-0",1444,"2","jeff-miller","Week 7"
4,"Clemson","6-0",1406,"3","jeff-miller","Week 7"
5,"Louisville","4-1",1193,"7","jeff-miller","Week 7"
6,"Washington","6-0",1286,"5","jeff-miller","Week 7"
7,"Texas A&M","6-0",1202,"8","jeff-miller","Week 7"
8,"Wisconsin","4-1",1020,"11","jeff-miller","Week 7"
9,"Nebraska","5-0",958,"12","jeff-miller","Week 7"
10,"Baylor","5-0",934,"13","jeff-miller","Week 7"
11,"Mississippi","3-2",800,"14","jeff-miller","Week 7"
12,"Tennessee","5-1",962,"9","jeff-miller","Week 7"
13,"Florida","4-1",483,"18","jeff-miller","Week 7"
14,"Oklahoma","3-2",476,"20","jeff-miller","Week 7"
15,"Houston","5-1",701,"6","jeff-miller","Week 7"
16,"Georgia","4-2",59,"-","jeff-miller","Week 7"
17,"Virginia Tech","4-1",546,"25","jeff-miller","Week 7"
18,"Arkansas","4-2",203,"16","jeff-miller","Week 7"
19,"Florida State","4-2",628,"23","jeff-miller","Week 7"
20,"Western Michigan","6-0",154,"-","jeff-miller","Week 7"
21,"Miami","4-1",576,"10","jeff-miller","Week 7"
22,"Boise State","5-0",590,"19","jeff-miller","Week 7"
23,"Utah","5-1",287,"24","jeff-miller","Week 7"
24,"West Virginia","4-0",424,"22","jeff-miller","Week 7"
25,"Navy","4-1",122,"-","jeff-miller","Week 7"
1,"Alabama","6-0",1520,"1","jerry-dipaola","Week 7"
2,"Ohio State","5-0",1444,"2","jerry-dipaola","Week 7"
3,"Clemson","6-0",1406,"3","jerry-dipaola","Week 7"
4,"Michigan","6-0",1339,"4","jerry-dipaola","Week 7"
5,"Washington","6-0",1286,"5","jerry-dipaola","Week 7"
6,"Texas A&M","6-0",1202,"8","jerry-dipaola","Week 7"
7,"Louisville","4-1",1193,"7","jerry-dipaola","Week 7"
8,"Tennessee","5-1",962,"9","jerry-dipaola","Week 7"
9,"Wisconsin","4-1",1020,"11","jerry-dipaola","Week 7"
10,"Houston","5-1",701,"6","jerry-dipaola","Week 7"
11,"Baylor","5-0",934,"13","jerry-dipaola","Week 7"
12,"Florida State","4-2",628,"23","jerry-dipaola","Week 7"
13,"Miami","4-1",576,"10","jerry-dipaola","Week 7"
14,"Mississippi","3-2",800,"14","jerry-dipaola","Week 7"
15,"Oklahoma","3-2",476,"20","jerry-dipaola","Week 7"
16,"Nebraska","5-0",958,"12","jerry-dipaola","Week 7"
17,"Florida","4-1",483,"18","jerry-dipaola","Week 7"
18,"Auburn","4-2",166,"-","jerry-dipaola","Week 7"
19,"Oklahoma State","4-2",48,"-","jerry-dipaola","Week 7"
20,"Virginia Tech","4-1",546,"25","jerry-dipaola","Week 7"
21,"Boise State","5-0",590,"19","jerry-dipaola","Week 7"
22,"Utah","5-1",287,"24","jerry-dipaola","Week 7"
23,"Arizona State","5-1",53,"-","jerry-dipaola","Week 7"
24,"West Virginia","4-0",424,"22","jerry-dipaola","Week 7"
25,"Navy","4-1",122,"-","jerry-dipaola","Week 7"
1,"Alabama","6-0",1520,"1","jimmy-burch","Week 7"
2,"Ohio State","5-0",1444,"2","jimmy-burch","Week 7"
3,"Clemson","6-0",1406,"3","jimmy-burch","Week 7"
4,"Michigan","6-0",1339,"4","jimmy-burch","Week 7"
5,"Washington","6-0",1286,"5","jimmy-burch","Week 7"
6,"Texas A&M","6-0",1202,"8","jimmy-burch","Week 7"
7,"Louisville","4-1",1193,"7","jimmy-burch","Week 7"
8,"Nebraska","5-0",958,"12","jimmy-burch","Week 7"
9,"Wisconsin","4-1",1020,"11","jimmy-burch","Week 7"
10,"Tennessee","5-1",962,"9","jimmy-burch","Week 7"
11,"Baylor","5-0",934,"13","jimmy-burch","Week 7"
12,"Miami","4-1",576,"10","jimmy-burch","Week 7"
13,"Houston","5-1",701,"6","jimmy-burch","Week 7"
14,"Mississippi","3-2",800,"14","jimmy-burch","Week 7"
15,"Florida","4-1",483,"18","jimmy-burch","Week 7"
16,"West Virginia","4-0",424,"22","jimmy-burch","Week 7"
17,"Virginia Tech","4-1",546,"25","jimmy-burch","Week 7"
18,"Florida State","4-2",628,"23","jimmy-burch","Week 7"
19,"Utah","5-1",287,"24","jimmy-burch","Week 7"
20,"Oklahoma","3-2",476,"20","jimmy-burch","Week 7"
21,"Boise State","5-0",590,"19","jimmy-burch","Week 7"
22,"Navy","4-1",122,"-","jimmy-burch","Week 7"
23,"Western Michigan","6-0",154,"-","jimmy-burch","Week 7"
24,"Oklahoma State","4-2",48,"-","jimmy-burch","Week 7"
25,"North Carolina State","4-1",9,"-","jimmy-burch","Week 7"
1,"Alabama","6-0",1520,"1","joe-dubin","Week 7"
2,"Ohio State","5-0",1444,"2","joe-dubin","Week 7"
3,"Clemson","6-0",1406,"3","joe-dubin","Week 7"
4,"Michigan","6-0",1339,"4","joe-dubin","Week 7"
5,"Texas A&M","6-0",1202,"8","joe-dubin","Week 7"
6,"Washington","6-0",1286,"5","joe-dubin","Week 7"
7,"Louisville","4-1",1193,"7","joe-dubin","Week 7"
8,"Tennessee","5-1",962,"9","joe-dubin","Week 7"
9,"Nebraska","5-0",958,"12","joe-dubin","Week 7"
10,"Wisconsin","4-1",1020,"11","joe-dubin","Week 7"
11,"Baylor","5-0",934,"13","joe-dubin","Week 7"
12,"Mississippi","3-2",800,"14","joe-dubin","Week 7"
13,"Boise State","5-0",590,"19","joe-dubin","Week 7"
14,"West Virginia","4-0",424,"22","joe-dubin","Week 7"
15,"Florida State","4-2",628,"23","joe-dubin","Week 7"
16,"Virginia Tech","4-1",546,"25","joe-dubin","Week 7"
17,"Florida","4-1",483,"18","joe-dubin","Week 7"
18,"Miami","4-1",576,"10","joe-dubin","Week 7"
19,"Houston","5-1",701,"6","joe-dubin","Week 7"
20,"Arkansas","4-2",203,"16","joe-dubin","Week 7"
21,"Oklahoma","3-2",476,"20","joe-dubin","Week 7"
22,"Arizona State","5-1",53,"-","joe-dubin","Week 7"
23,"Auburn","4-2",166,"-","joe-dubin","Week 7"
24,"Western Michigan","6-0",154,"-","joe-dubin","Week 7"
25,"Navy","4-1",122,"-","joe-dubin","Week 7"
1,"Alabama","6-0",1520,"1","joe-walljasper","Week 7"
2,"Ohio State","5-0",1444,"2","joe-walljasper","Week 7"
3,"Clemson","6-0",1406,"3","joe-walljasper","Week 7"
4,"Michigan","6-0",1339,"4","joe-walljasper","Week 7"
5,"Washington","6-0",1286,"5","joe-walljasper","Week 7"
6,"Louisville","4-1",1193,"7","joe-walljasper","Week 7"
7,"Texas A&M","6-0",1202,"8","joe-walljasper","Week 7"
8,"Wisconsin","4-1",1020,"11","joe-walljasper","Week 7"
9,"Tennessee","5-1",962,"9","joe-walljasper","Week 7"
10,"Florida State","4-2",628,"23","joe-walljasper","Week 7"
11,"Mississippi","3-2",800,"14","joe-walljasper","Week 7"
12,"Houston","5-1",701,"6","joe-walljasper","Week 7"
13,"Baylor","5-0",934,"13","joe-walljasper","Week 7"
14,"Nebraska","5-0",958,"12","joe-walljasper","Week 7"
15,"Miami","4-1",576,"10","joe-walljasper","Week 7"
16,"Florida","4-1",483,"18","joe-walljasper","Week 7"
17,"Virginia Tech","4-1",546,"25","joe-walljasper","Week 7"
18,"Oklahoma","3-2",476,"20","joe-walljasper","Week 7"
19,"Boise State","5-0",590,"19","joe-walljasper","Week 7"
20,"LSU","3-2",50,"-","joe-walljasper","Week 7"
21,"West Virginia","4-0",424,"22","joe-walljasper","Week 7"
22,"Utah","5-1",287,"24","joe-walljasper","Week 7"
23,"Arizona State","5-1",53,"-","joe-walljasper","Week 7"
24,"Auburn","4-2",166,"-","joe-walljasper","Week 7"
25,"Western Michigan","6-0",154,"-","joe-walljasper","Week 7"
1,"Alabama","6-0",1520,"1","joey-knight","Week 7"
2,"Clemson","6-0",1406,"3","joey-knight","Week 7"
3,"Ohio State","5-0",1444,"2","joey-knight","Week 7"
4,"Michigan","6-0",1339,"4","joey-knight","Week 7"
5,"Washington","6-0",1286,"5","joey-knight","Week 7"
6,"Louisville","4-1",1193,"7","joey-knight","Week 7"
7,"Texas A&M","6-0",1202,"8","joey-knight","Week 7"
8,"Wisconsin","4-1",1020,"11","joey-knight","Week 7"
9,"Nebraska","5-0",958,"12","joey-knight","Week 7"
10,"Houston","5-1",701,"6","joey-knight","Week 7"
11,"Tennessee","5-1",962,"9","joey-knight","Week 7"
12,"Baylor","5-0",934,"13","joey-knight","Week 7"
13,"Mississippi","3-2",800,"14","joey-knight","Week 7"
14,"Utah","5-1",287,"24","joey-knight","Week 7"
15,"Virginia Tech","4-1",546,"25","joey-knight","Week 7"
16,"Florida State","4-2",628,"23","joey-knight","Week 7"
17,"Miami","4-1",576,"10","joey-knight","Week 7"
18,"Boise State","5-0",590,"19","joey-knight","Week 7"
19,"West Virginia","4-0",424,"22","joey-knight","Week 7"
20,"Oklahoma","3-2",476,"20","joey-knight","Week 7"
21,"Auburn","4-2",166,"-","joey-knight","Week 7"
22,"Georgia","4-2",59,"-","joey-knight","Week 7"
23,"Florida","4-1",483,"18","joey-knight","Week 7"
24,"North Carolina","4-2",51,"17","joey-knight","Week 7"
25,"Navy","4-1",122,"-","joey-knight","Week 7"
1,"Alabama","6-0",1520,"1","john-clay","Week 7"
2,"Ohio State","5-0",1444,"2","john-clay","Week 7"
3,"Clemson","6-0",1406,"3","john-clay","Week 7"
4,"Louisville","4-1",1193,"7","john-clay","Week 7"
5,"Washington","6-0",1286,"5","john-clay","Week 7"
6,"Michigan","6-0",1339,"4","john-clay","Week 7"
7,"Texas A&M","6-0",1202,"8","john-clay","Week 7"
8,"Tennessee","5-1",962,"9","john-clay","Week 7"
9,"Wisconsin","4-1",1020,"11","john-clay","Week 7"
10,"Baylor","5-0",934,"13","john-clay","Week 7"
11,"Mississippi","3-2",800,"14","john-clay","Week 7"
12,"Houston","5-1",701,"6","john-clay","Week 7"
13,"Nebraska","5-0",958,"12","john-clay","Week 7"
14,"Florida","4-1",483,"18","john-clay","Week 7"
15,"Boise State","5-0",590,"19","john-clay","Week 7"
16,"Florida State","4-2",628,"23","john-clay","Week 7"
17,"Miami","4-1",576,"10","john-clay","Week 7"
18,"Virginia Tech","4-1",546,"25","john-clay","Week 7"
19,"Georgia","4-2",59,"-","john-clay","Week 7"
20,"Utah","5-1",287,"24","john-clay","Week 7"
21,"Oklahoma","3-2",476,"20","john-clay","Week 7"
22,"Arkansas","4-2",203,"16","john-clay","Week 7"
23,"West Virginia","4-0",424,"22","john-clay","Week 7"
24,"Arizona State","5-1",53,"-","john-clay","Week 7"
25,"Auburn","4-2",166,"-","john-clay","Week 7"
1,"Alabama","6-0",1520,"1","john-shinn","Week 7"
2,"Ohio State","5-0",1444,"2","john-shinn","Week 7"
3,"Clemson","6-0",1406,"3","john-shinn","Week 7"
4,"Michigan","6-0",1339,"4","john-shinn","Week 7"
5,"Washington","6-0",1286,"5","john-shinn","Week 7"
6,"Louisville","4-1",1193,"7","john-shinn","Week 7"
7,"Texas A&M","6-0",1202,"8","john-shinn","Week 7"
8,"Wisconsin","4-1",1020,"11","john-shinn","Week 7"
9,"Nebraska","5-0",958,"12","john-shinn","Week 7"
10,"Tennessee","5-1",962,"9","john-shinn","Week 7"
11,"Baylor","5-0",934,"13","john-shinn","Week 7"
12,"Mississippi","3-2",800,"14","john-shinn","Week 7"
13,"West Virginia","4-0",424,"22","john-shinn","Week 7"
14,"Boise State","5-0",590,"19","john-shinn","Week 7"
15,"Florida State","4-2",628,"23","john-shinn","Week 7"
16,"Miami","4-1",576,"10","john-shinn","Week 7"
17,"Navy","4-1",122,"-","john-shinn","Week 7"
18,"Houston","5-1",701,"6","john-shinn","Week 7"
19,"Oklahoma","3-2",476,"20","john-shinn","Week 7"
20,"Florida","4-1",483,"18","john-shinn","Week 7"
21,"Virginia Tech","4-1",546,"25","john-shinn","Week 7"
22,"Western Michigan","6-0",154,"-","john-shinn","Week 7"
23,"Georgia","4-2",59,"-","john-shinn","Week 7"
24,"Oklahoma State","4-2",48,"-","john-shinn","Week 7"
25,"South Florida","5-1",20,"-","john-shinn","Week 7"
1,"Alabama","6-0",1520,"1","jon-wilner","Week 7"
2,"Ohio State","5-0",1444,"2","jon-wilner","Week 7"
3,"Clemson","6-0",1406,"3","jon-wilner","Week 7"
4,"Texas A&M","6-0",1202,"8","jon-wilner","Week 7"
5,"Michigan","6-0",1339,"4","jon-wilner","Week 7"
6,"Louisville","4-1",1193,"7","jon-wilner","Week 7"
7,"Washington","6-0",1286,"5","jon-wilner","Week 7"
8,"Wisconsin","4-1",1020,"11","jon-wilner","Week 7"
9,"Tennessee","5-1",962,"9","jon-wilner","Week 7"
10,"Arkansas","4-2",203,"16","jon-wilner","Week 7"
11,"Houston","5-1",701,"6","jon-wilner","Week 7"
12,"Oklahoma","3-2",476,"20","jon-wilner","Week 7"
13,"Virginia Tech","4-1",546,"25","jon-wilner","Week 7"
14,"Boise State","5-0",590,"19","jon-wilner","Week 7"
15,"Mississippi","3-2",800,"14","jon-wilner","Week 7"
16,"Nebraska","5-0",958,"12","jon-wilner","Week 7"
17,"Florida State","4-2",628,"23","jon-wilner","Week 7"
18,"Miami","4-1",576,"10","jon-wilner","Week 7"
19,"Navy","4-1",122,"-","jon-wilner","Week 7"
20,"Florida","4-1",483,"18","jon-wilner","Week 7"
21,"Baylor","5-0",934,"13","jon-wilner","Week 7"
22,"Colorado","4-2",22,"21","jon-wilner","Week 7"
23,"TCU","4-2",14,"-","jon-wilner","Week 7"
24,"Utah","5-1",287,"24","jon-wilner","Week 7"
25,"Arizona State","5-1",53,"-","jon-wilner","Week 7"
1,"Alabama","6-0",1520,"1","jonny-miller","Week 7"
2,"Ohio State","5-0",1444,"2","jonny-miller","Week 7"
3,"Michigan","6-0",1339,"4","jonny-miller","Week 7"
4,"Clemson","6-0",1406,"3","jonny-miller","Week 7"
5,"Washington","6-0",1286,"5","jonny-miller","Week 7"
6,"Texas A&M","6-0",1202,"8","jonny-miller","Week 7"
7,"Louisville","4-1",1193,"7","jonny-miller","Week 7"
8,"Baylor","5-0",934,"13","jonny-miller","Week 7"
9,"Mississippi","3-2",800,"14","jonny-miller","Week 7"
10,"Wisconsin","4-1",1020,"11","jonny-miller","Week 7"
11,"Nebraska","5-0",958,"12","jonny-miller","Week 7"
12,"Tennessee","5-1",962,"9","jonny-miller","Week 7"
13,"Houston","5-1",701,"6","jonny-miller","Week 7"
14,"Boise State","5-0",590,"19","jonny-miller","Week 7"
15,"Oklahoma","3-2",476,"20","jonny-miller","Week 7"
16,"Virginia Tech","4-1",546,"25","jonny-miller","Week 7"
17,"West Virginia","4-0",424,"22","jonny-miller","Week 7"
18,"Oklahoma State","4-2",48,"-","jonny-miller","Week 7"
19,"Utah","5-1",287,"24","jonny-miller","Week 7"
20,"Stanford","3-2",26,"15","jonny-miller","Week 7"
21,"Navy","4-1",122,"-","jonny-miller","Week 7"
22,"North Carolina State","4-1",9,"-","jonny-miller","Week 7"
23,"Iowa","4-2",3,"-","jonny-miller","Week 7"
24,"Florida State","4-2",628,"23","jonny-miller","Week 7"
25,"Florida","4-1",483,"18","jonny-miller","Week 7"
1,"Alabama","6-0",1520,"1","josh-kendall","Week 7"
2,"Ohio State","5-0",1444,"2","josh-kendall","Week 7"
3,"Washington","6-0",1286,"5","josh-kendall","Week 7"
4,"Michigan","6-0",1339,"4","josh-kendall","Week 7"
5,"Clemson","6-0",1406,"3","josh-kendall","Week 7"
6,"Louisville","4-1",1193,"7","josh-kendall","Week 7"
7,"Wisconsin","4-1",1020,"11","josh-kendall","Week 7"
8,"Texas A&M","6-0",1202,"8","josh-kendall","Week 7"
9,"Florida State","4-2",628,"23","josh-kendall","Week 7"
10,"Oklahoma","3-2",476,"20","josh-kendall","Week 7"
11,"Mississippi","3-2",800,"14","josh-kendall","Week 7"
12,"Miami","4-1",576,"10","josh-kendall","Week 7"
13,"Tennessee","5-1",962,"9","josh-kendall","Week 7"
14,"Nebraska","5-0",958,"12","josh-kendall","Week 7"
15,"Baylor","5-0",934,"13","josh-kendall","Week 7"
16,"Virginia Tech","4-1",546,"25","josh-kendall","Week 7"
17,"Arkansas","4-2",203,"16","josh-kendall","Week 7"
18,"LSU","3-2",50,"-","josh-kendall","Week 7"
19,"Florida","4-1",483,"18","josh-kendall","Week 7"
20,"Auburn","4-2",166,"-","josh-kendall","Week 7"
21,"West Virginia","4-0",424,"22","josh-kendall","Week 7"
22,"Western Michigan","6-0",154,"-","josh-kendall","Week 7"
23,"Houston","5-1",701,"6","josh-kendall","Week 7"
24,"Washington State","3-2",9,"-","josh-kendall","Week 7"
25,"Georgia","4-2",59,"-","josh-kendall","Week 7"
1,"Alabama","6-0",1520,"1","keith-sargeant","Week 7"
2,"Ohio State","5-0",1444,"2","keith-sargeant","Week 7"
3,"Michigan","6-0",1339,"4","keith-sargeant","Week 7"
4,"Clemson","6-0",1406,"3","keith-sargeant","Week 7"
5,"Texas A&M","6-0",1202,"8","keith-sargeant","Week 7"
6,"Washington","6-0",1286,"5","keith-sargeant","Week 7"
7,"Louisville","4-1",1193,"7","keith-sargeant","Week 7"
8,"Wisconsin","4-1",1020,"11","keith-sargeant","Week 7"
9,"Nebraska","5-0",958,"12","keith-sargeant","Week 7"
10,"Tennessee","5-1",962,"9","keith-sargeant","Week 7"
11,"Baylor","5-0",934,"13","keith-sargeant","Week 7"
12,"Houston","5-1",701,"6","keith-sargeant","Week 7"
13,"Mississippi","3-2",800,"14","keith-sargeant","Week 7"
14,"West Virginia","4-0",424,"22","keith-sargeant","Week 7"
15,"Virginia Tech","4-1",546,"25","keith-sargeant","Week 7"
16,"Western Michigan","6-0",154,"-","keith-sargeant","Week 7"
17,"Boise State","5-0",590,"19","keith-sargeant","Week 7"
18,"Oklahoma","3-2",476,"20","keith-sargeant","Week 7"
19,"Florida State","4-2",628,"23","keith-sargeant","Week 7"
20,"Miami","4-1",576,"10","keith-sargeant","Week 7"
21,"Florida","4-1",483,"18","keith-sargeant","Week 7"
22,"Georgia","4-2",59,"-","keith-sargeant","Week 7"
23,"Utah","5-1",287,"24","keith-sargeant","Week 7"
24,"North Carolina State","4-1",9,"-","keith-sargeant","Week 7"
25,"Navy","4-1",122,"-","keith-sargeant","Week 7"
1,"Alabama","6-0",1520,"1","kirk-bohls","Week 7"
2,"Clemson","6-0",1406,"3","kirk-bohls","Week 7"
3,"Ohio State","5-0",1444,"2","kirk-bohls","Week 7"
4,"Michigan","6-0",1339,"4","kirk-bohls","Week 7"
5,"Washington","6-0",1286,"5","kirk-bohls","Week 7"
6,"Texas A&M","6-0",1202,"8","kirk-bohls","Week 7"
7,"Louisville","4-1",1193,"7","kirk-bohls","Week 7"
8,"Boise State","5-0",590,"19","kirk-bohls","Week 7"
9,"Tennessee","5-1",962,"9","kirk-bohls","Week 7"
10,"Baylor","5-0",934,"13","kirk-bohls","Week 7"
11,"Florida State","4-2",628,"23","kirk-bohls","Week 7"
12,"Miami","4-1",576,"10","kirk-bohls","Week 7"
13,"Navy","4-1",122,"-","kirk-bohls","Week 7"
14,"Houston","5-1",701,"6","kirk-bohls","Week 7"
15,"Virginia Tech","4-1",546,"25","kirk-bohls","Week 7"
16,"Wisconsin","4-1",1020,"11","kirk-bohls","Week 7"
17,"North Carolina","4-2",51,"17","kirk-bohls","Week 7"
18,"Nebraska","5-0",958,"12","kirk-bohls","Week 7"
19,"Mississippi","3-2",800,"14","kirk-bohls","Week 7"
20,"West Virginia","4-0",424,"22","kirk-bohls","Week 7"
21,"Florida","4-1",483,"18","kirk-bohls","Week 7"
22,"Western Michigan","6-0",154,"-","kirk-bohls","Week 7"
23,"Oklahoma","3-2",476,"20","kirk-bohls","Week 7"
24,"Utah","5-1",287,"24","kirk-bohls","Week 7"
25,"North Dakota State","4-2",36,"-","kirk-bohls","Week 7"
1,"Alabama","6-0",1520,"1","mandy-mitchell","Week 7"
2,"Ohio State","5-0",1444,"2","mandy-mitchell","Week 7"
3,"Clemson","6-0",1406,"3","mandy-mitchell","Week 7"
4,"Michigan","6-0",1339,"4","mandy-mitchell","Week 7"
5,"Washington","6-0",1286,"5","mandy-mitchell","Week 7"
6,"Louisville","4-1",1193,"7","mandy-mitchell","Week 7"
