"Rank","Team","Record","Points","PV.Rank","Voter","Week"
7,"Louisville","4-1",1193,"7","ross-dellenger","Week 7"
8,"Baylor","5-0",934,"13","ross-dellenger","Week 7"
9,"Nebraska","5-0",958,"12","ross-dellenger","Week 7"
10,"Wisconsin","4-1",1020,"11","ross-dellenger","Week 7"
11,"Mississippi","3-2",800,"14","ross-dellenger","Week 7"
12,"Boise State","5-0",590,"19","ross-dellenger","Week 7"
13,"Houston","5-1",701,"6","ross-dellenger","Week 7"
14,"West Virginia","4-0",424,"22","ross-dellenger","Week 7"
15,"Tennessee","5-1",962,"9","ross-dellenger","Week 7"
16,"Florida State","4-2",628,"23","ross-dellenger","Week 7"
17,"Miami","4-1",576,"10","ross-dellenger","Week 7"
18,"Oklahoma","3-2",476,"20","ross-dellenger","Week 7"
19,"Florida","4-1",483,"18","ross-dellenger","Week 7"
20,"Virginia Tech","4-1",546,"25","ross-dellenger","Week 7"
21,"LSU","3-2",50,"-","ross-dellenger","Week 7"
22,"Utah","5-1",287,"24","ross-dellenger","Week 7"
23,"Arizona State","5-1",53,"-","ross-dellenger","Week 7"
24,"Auburn","4-2",166,"-","ross-dellenger","Week 7"
25,"Western Michigan","6-0",154,"-","ross-dellenger","Week 7"
1,"Ohio State","5-0",1444,"2","sam-mckewon","Week 7"
2,"Alabama","6-0",1520,"1","sam-mckewon","Week 7"
3,"Clemson","6-0",1406,"3","sam-mckewon","Week 7"
4,"Michigan","6-0",1339,"4","sam-mckewon","Week 7"
5,"Washington","6-0",1286,"5","sam-mckewon","Week 7"
6,"Texas A&M","6-0",1202,"8","sam-mckewon","Week 7"
7,"Louisville","4-1",1193,"7","sam-mckewon","Week 7"
8,"Tennessee","5-1",962,"9","sam-mckewon","Week 7"
9,"Wisconsin","4-1",1020,"11","sam-mckewon","Week 7"
10,"Florida State","4-2",628,"23","sam-mckewon","Week 7"
11,"Mississippi","3-2",800,"14","sam-mckewon","Week 7"
12,"Miami","4-1",576,"10","sam-mckewon","Week 7"
13,"Virginia Tech","4-1",546,"25","sam-mckewon","Week 7"
14,"Nebraska","5-0",958,"12","sam-mckewon","Week 7"
15,"Baylor","5-0",934,"13","sam-mckewon","Week 7"
16,"Boise State","5-0",590,"19","sam-mckewon","Week 7"
17,"Auburn","4-2",166,"-","sam-mckewon","Week 7"
18,"Colorado","4-2",22,"21","sam-mckewon","Week 7"
19,"West Virginia","4-0",424,"22","sam-mckewon","Week 7"
20,"North Carolina","4-2",51,"17","sam-mckewon","Week 7"
21,"Florida","4-1",483,"18","sam-mckewon","Week 7"
22,"Utah","5-1",287,"24","sam-mckewon","Week 7"
23,"LSU","3-2",50,"-","sam-mckewon","Week 7"
24,"Houston","5-1",701,"6","sam-mckewon","Week 7"
25,"Western Michigan","6-0",154,"-","sam-mckewon","Week 7"
1,"Alabama","6-0",1520,"1","scott-hamilton","Week 7"
2,"Ohio State","5-0",1444,"2","scott-hamilton","Week 7"
3,"Clemson","6-0",1406,"3","scott-hamilton","Week 7"
4,"Michigan","6-0",1339,"4","scott-hamilton","Week 7"
5,"Washington","6-0",1286,"5","scott-hamilton","Week 7"
6,"Louisville","4-1",1193,"7","scott-hamilton","Week 7"
7,"Texas A&M","6-0",1202,"8","scott-hamilton","Week 7"
8,"Baylor","5-0",934,"13","scott-hamilton","Week 7"
9,"Nebraska","5-0",958,"12","scott-hamilton","Week 7"
10,"Wisconsin","4-1",1020,"11","scott-hamilton","Week 7"
11,"Tennessee","5-1",962,"9","scott-hamilton","Week 7"
12,"Houston","5-1",701,"6","scott-hamilton","Week 7"
13,"Mississippi","3-2",800,"14","scott-hamilton","Week 7"
14,"Florida","4-1",483,"18","scott-hamilton","Week 7"
15,"Florida State","4-2",628,"23","scott-hamilton","Week 7"
16,"Miami","4-1",576,"10","scott-hamilton","Week 7"
17,"Virginia Tech","4-1",546,"25","scott-hamilton","Week 7"
18,"Oklahoma","3-2",476,"20","scott-hamilton","Week 7"
19,"Boise State","5-0",590,"19","scott-hamilton","Week 7"
20,"West Virginia","4-0",424,"22","scott-hamilton","Week 7"
21,"Colorado","4-2",22,"21","scott-hamilton","Week 7"
22,"Arkansas","4-2",203,"16","scott-hamilton","Week 7"
23,"Utah","5-1",287,"24","scott-hamilton","Week 7"
24,"Western Michigan","6-0",154,"-","scott-hamilton","Week 7"
25,"Auburn","4-2",166,"-","scott-hamilton","Week 7"
1,"Michigan","6-0",1339,"4","scott-wolf","Week 7"
2,"Alabama","6-0",1520,"1","scott-wolf","Week 7"
3,"Ohio State","5-0",1444,"2","scott-wolf","Week 7"
4,"Clemson","6-0",1406,"3","scott-wolf","Week 7"
5,"Louisville","4-1",1193,"7","scott-wolf","Week 7"
6,"Washington","6-0",1286,"5","scott-wolf","Week 7"
7,"Texas A&M","6-0",1202,"8","scott-wolf","Week 7"
8,"Mississippi","3-2",800,"14","scott-wolf","Week 7"
9,"Tennessee","5-1",962,"9","scott-wolf","Week 7"
10,"Wisconsin","4-1",1020,"11","scott-wolf","Week 7"
11,"Nebraska","5-0",958,"12","scott-wolf","Week 7"
12,"Baylor","5-0",934,"13","scott-wolf","Week 7"
13,"Houston","5-1",701,"6","scott-wolf","Week 7"
14,"Florida State","4-2",628,"23","scott-wolf","Week 7"
15,"Miami","4-1",576,"10","scott-wolf","Week 7"
16,"Oklahoma","3-2",476,"20","scott-wolf","Week 7"
17,"Arkansas","4-2",203,"16","scott-wolf","Week 7"
18,"Auburn","4-2",166,"-","scott-wolf","Week 7"
19,"Utah","5-1",287,"24","scott-wolf","Week 7"
20,"Virginia Tech","4-1",546,"25","scott-wolf","Week 7"
21,"Florida","4-1",483,"18","scott-wolf","Week 7"
22,"Boise State","5-0",590,"19","scott-wolf","Week 7"
23,"West Virginia","4-0",424,"22","scott-wolf","Week 7"
24,"North Dakota State","4-2",36,"-","scott-wolf","Week 7"
25,"Western Michigan","6-0",154,"-","scott-wolf","Week 7"
1,"Alabama","6-0",1520,"1","steve-batterson","Week 7"
2,"Ohio State","5-0",1444,"2","steve-batterson","Week 7"
3,"Clemson","6-0",1406,"3","steve-batterson","Week 7"
4,"Michigan","6-0",1339,"4","steve-batterson","Week 7"
5,"Washington","6-0",1286,"5","steve-batterson","Week 7"
6,"Texas A&M","6-0",1202,"8","steve-batterson","Week 7"
7,"Louisville","4-1",1193,"7","steve-batterson","Week 7"
8,"Nebraska","5-0",958,"12","steve-batterson","Week 7"
9,"Houston","5-1",701,"6","steve-batterson","Week 7"
10,"Tennessee","5-1",962,"9","steve-batterson","Week 7"
11,"Baylor","5-0",934,"13","steve-batterson","Week 7"
12,"Wisconsin","4-1",1020,"11","steve-batterson","Week 7"
13,"Florida State","4-2",628,"23","steve-batterson","Week 7"
14,"West Virginia","4-0",424,"22","steve-batterson","Week 7"
15,"Mississippi","3-2",800,"14","steve-batterson","Week 7"
16,"Florida","4-1",483,"18","steve-batterson","Week 7"
17,"Miami","4-1",576,"10","steve-batterson","Week 7"
18,"Oklahoma","3-2",476,"20","steve-batterson","Week 7"
19,"Western Michigan","6-0",154,"-","steve-batterson","Week 7"
20,"Boise State","5-0",590,"19","steve-batterson","Week 7"
21,"Virginia Tech","4-1",546,"25","steve-batterson","Week 7"
22,"Utah","5-1",287,"24","steve-batterson","Week 7"
23,"North Dakota State","4-2",36,"-","steve-batterson","Week 7"
24,"Oklahoma State","4-2",48,"-","steve-batterson","Week 7"
25,"Arkansas","4-2",203,"16","steve-batterson","Week 7"
1,"Alabama","6-0",1520,"1","steve-wiseman","Week 7"
2,"Clemson","6-0",1406,"3","steve-wiseman","Week 7"
3,"Ohio State","5-0",1444,"2","steve-wiseman","Week 7"
4,"Michigan","6-0",1339,"4","steve-wiseman","Week 7"
5,"Washington","6-0",1286,"5","steve-wiseman","Week 7"
6,"Texas A&M","6-0",1202,"8","steve-wiseman","Week 7"
7,"Nebraska","5-0",958,"12","steve-wiseman","Week 7"
8,"Louisville","4-1",1193,"7","steve-wiseman","Week 7"
9,"Wisconsin","4-1",1020,"11","steve-wiseman","Week 7"
10,"Tennessee","5-1",962,"9","steve-wiseman","Week 7"
11,"Baylor","5-0",934,"13","steve-wiseman","Week 7"
12,"Miami","4-1",576,"10","steve-wiseman","Week 7"
13,"Houston","5-1",701,"6","steve-wiseman","Week 7"
14,"Mississippi","3-2",800,"14","steve-wiseman","Week 7"
15,"Florida","4-1",483,"18","steve-wiseman","Week 7"
16,"Boise State","5-0",590,"19","steve-wiseman","Week 7"
17,"West Virginia","4-0",424,"22","steve-wiseman","Week 7"
18,"Arkansas","4-2",203,"16","steve-wiseman","Week 7"
19,"Florida State","4-2",628,"23","steve-wiseman","Week 7"
20,"Oklahoma","3-2",476,"20","steve-wiseman","Week 7"
21,"Virginia Tech","4-1",546,"25","steve-wiseman","Week 7"
22,"Utah","5-1",287,"24","steve-wiseman","Week 7"
23,"Western Michigan","6-0",154,"-","steve-wiseman","Week 7"
24,"North Carolina","4-2",51,"17","steve-wiseman","Week 7"
25,"LSU","3-2",50,"-","steve-wiseman","Week 7"
1,"Alabama","6-0",1520,"1","tom-murphy","Week 7"
2,"Ohio State","5-0",1444,"2","tom-murphy","Week 7"
3,"Clemson","6-0",1406,"3","tom-murphy","Week 7"
4,"Washington","6-0",1286,"5","tom-murphy","Week 7"
5,"Michigan","6-0",1339,"4","tom-murphy","Week 7"
6,"Texas A&M","6-0",1202,"8","tom-murphy","Week 7"
7,"Louisville","4-1",1193,"7","tom-murphy","Week 7"
8,"Nebraska","5-0",958,"12","tom-murphy","Week 7"
9,"Tennessee","5-1",962,"9","tom-murphy","Week 7"
10,"Baylor","5-0",934,"13","tom-murphy","Week 7"
11,"Wisconsin","4-1",1020,"11","tom-murphy","Week 7"
12,"Mississippi","3-2",800,"14","tom-murphy","Week 7"
13,"Houston","5-1",701,"6","tom-murphy","Week 7"
14,"Virginia Tech","4-1",546,"25","tom-murphy","Week 7"
15,"Florida State","4-2",628,"23","tom-murphy","Week 7"
16,"Miami","4-1",576,"10","tom-murphy","Week 7"
17,"Florida","4-1",483,"18","tom-murphy","Week 7"
18,"Utah","5-1",287,"24","tom-murphy","Week 7"
19,"West Virginia","4-0",424,"22","tom-murphy","Week 7"
20,"Auburn","4-2",166,"-","tom-murphy","Week 7"
21,"Boise State","5-0",590,"19","tom-murphy","Week 7"
22,"Arkansas","4-2",203,"16","tom-murphy","Week 7"
23,"Oklahoma","3-2",476,"20","tom-murphy","Week 7"
24,"Arizona State","5-1",53,"-","tom-murphy","Week 7"
25,"Western Michigan","6-0",154,"-","tom-murphy","Week 7"
1,"Alabama","6-0",1520,"1","tony-parks","Week 7"
2,"Ohio State","5-0",1444,"2","tony-parks","Week 7"
3,"Clemson","6-0",1406,"3","tony-parks","Week 7"
4,"Washington","6-0",1286,"5","tony-parks","Week 7"
5,"Michigan","6-0",1339,"4","tony-parks","Week 7"
6,"Texas A&M","6-0",1202,"8","tony-parks","Week 7"
7,"Louisville","4-1",1193,"7","tony-parks","Week 7"
8,"Baylor","5-0",934,"13","tony-parks","Week 7"
9,"Nebraska","5-0",958,"12","tony-parks","Week 7"
10,"Tennessee","5-1",962,"9","tony-parks","Week 7"
11,"Florida","4-1",483,"18","tony-parks","Week 7"
12,"Wisconsin","4-1",1020,"11","tony-parks","Week 7"
13,"Miami","4-1",576,"10","tony-parks","Week 7"
14,"Boise State","5-0",590,"19","tony-parks","Week 7"
15,"West Virginia","4-0",424,"22","tony-parks","Week 7"
16,"Virginia Tech","4-1",546,"25","tony-parks","Week 7"
17,"Utah","5-1",287,"24","tony-parks","Week 7"
18,"Florida State","4-2",628,"23","tony-parks","Week 7"
19,"Houston","5-1",701,"6","tony-parks","Week 7"
20,"Arkansas","4-2",203,"16","tony-parks","Week 7"
21,"Mississippi","3-2",800,"14","tony-parks","Week 7"
22,"Western Michigan","6-0",154,"-","tony-parks","Week 7"
23,"Navy","4-1",122,"-","tony-parks","Week 7"
24,"Arizona State","5-1",53,"-","tony-parks","Week 7"
25,"Georgia","4-2",59,"-","tony-parks","Week 7"
