"Rank","Team","Record","Points","PV.Rank","Voter","Week"
6,"Nebraska","7-0",1083,"8","garland-gillen","Week 9"
7,"Baylor","6-0",1063,"9","garland-gillen","Week 9"
8,"Texas A&M","6-1",1007,"6","garland-gillen","Week 9"
9,"Ohio State","6-1",1143,"2","garland-gillen","Week 9"
10,"West Virginia","6-0",997,"12","garland-gillen","Week 9"
11,"Wisconsin","5-2",980,"10","garland-gillen","Week 9"
12,"Boise State","7-0",716,"14","garland-gillen","Week 9"
13,"Tennessee","5-2",572,"18","garland-gillen","Week 9"
14,"Florida State","5-2",725,"13","garland-gillen","Week 9"
15,"Florida","5-1",654,"15","garland-gillen","Week 9"
16,"Utah","7-1",584,"19","garland-gillen","Week 9"
17,"Oklahoma","5-2",626,"16","garland-gillen","Week 9"
18,"Auburn","5-2",641,"21","garland-gillen","Week 9"
19,"LSU","5-2",352,"25","garland-gillen","Week 9"
20,"Western Michigan","8-0",349,"20","garland-gillen","Week 9"
21,"Navy","5-1",251,"24","garland-gillen","Week 9"
22,"North Carolina","6-2",328,"22","garland-gillen","Week 9"
23,"Houston","6-2",67,"11","garland-gillen","Week 9"
24,"Colorado","6-2",207,"-","garland-gillen","Week 9"
25,"Washington State","5-2",84,"-","garland-gillen","Week 9"
1,"Alabama","8-0",1524,"1","garry-smits","Week 9"
2,"Washington","7-0",1373,"5","garry-smits","Week 9"
3,"Michigan","7-0",1446,"3","garry-smits","Week 9"
4,"Clemson","7-0",1382,"4","garry-smits","Week 9"
5,"Nebraska","7-0",1083,"8","garry-smits","Week 9"
6,"Louisville","6-1",1276,"7","garry-smits","Week 9"
7,"Baylor","6-0",1063,"9","garry-smits","Week 9"
8,"Ohio State","6-1",1143,"2","garry-smits","Week 9"
9,"Boise State","7-0",716,"14","garry-smits","Week 9"
10,"West Virginia","6-0",997,"12","garry-smits","Week 9"
11,"Oklahoma","5-2",626,"16","garry-smits","Week 9"
12,"Wisconsin","5-2",980,"10","garry-smits","Week 9"
13,"Florida State","5-2",725,"13","garry-smits","Week 9"
14,"Auburn","5-2",641,"21","garry-smits","Week 9"
15,"Florida","5-1",654,"15","garry-smits","Week 9"
16,"Texas A&M","6-1",1007,"6","garry-smits","Week 9"
17,"Utah","7-1",584,"19","garry-smits","Week 9"
18,"Penn State","5-2",193,"-","garry-smits","Week 9"
19,"Navy","5-1",251,"24","garry-smits","Week 9"
20,"North Carolina","6-2",328,"22","garry-smits","Week 9"
21,"Western Michigan","8-0",349,"20","garry-smits","Week 9"
22,"Houston","6-2",67,"11","garry-smits","Week 9"
23,"Tennessee","5-2",572,"18","garry-smits","Week 9"
24,"LSU","5-2",352,"25","garry-smits","Week 9"
25,"Virginia Tech","5-2",110,"-","garry-smits","Week 9"
1,"Alabama","8-0",1524,"1","gary-horowitz","Week 9"
2,"Michigan","7-0",1446,"3","gary-horowitz","Week 9"
3,"Clemson","7-0",1382,"4","gary-horowitz","Week 9"
4,"Washington","7-0",1373,"5","gary-horowitz","Week 9"
5,"Louisville","6-1",1276,"7","gary-horowitz","Week 9"
6,"Baylor","6-0",1063,"9","gary-horowitz","Week 9"
7,"West Virginia","6-0",997,"12","gary-horowitz","Week 9"
8,"Nebraska","7-0",1083,"8","gary-horowitz","Week 9"
9,"Ohio State","6-1",1143,"2","gary-horowitz","Week 9"
10,"Wisconsin","5-2",980,"10","gary-horowitz","Week 9"
11,"Florida","5-1",654,"15","gary-horowitz","Week 9"
12,"Boise State","7-0",716,"14","gary-horowitz","Week 9"
13,"Texas A&M","6-1",1007,"6","gary-horowitz","Week 9"
14,"Florida State","5-2",725,"13","gary-horowitz","Week 9"
15,"Utah","7-1",584,"19","gary-horowitz","Week 9"
16,"Auburn","5-2",641,"21","gary-horowitz","Week 9"
17,"LSU","5-2",352,"25","gary-horowitz","Week 9"
18,"Navy","5-1",251,"24","gary-horowitz","Week 9"
19,"Oklahoma","5-2",626,"16","gary-horowitz","Week 9"
20,"Colorado","6-2",207,"-","gary-horowitz","Week 9"
21,"Penn State","5-2",193,"-","gary-horowitz","Week 9"
22,"Western Michigan","8-0",349,"20","gary-horowitz","Week 9"
23,"North Carolina","6-2",328,"22","gary-horowitz","Week 9"
24,"Tennessee","5-2",572,"18","gary-horowitz","Week 9"
25,"Houston","6-2",67,"11","gary-horowitz","Week 9"
1,"Alabama","8-0",1524,"1","graham-watson","Week 9"
2,"Michigan","7-0",1446,"3","graham-watson","Week 9"
3,"Washington","7-0",1373,"5","graham-watson","Week 9"
4,"Clemson","7-0",1382,"4","graham-watson","Week 9"
5,"Louisville","6-1",1276,"7","graham-watson","Week 9"
6,"Ohio State","6-1",1143,"2","graham-watson","Week 9"
7,"Nebraska","7-0",1083,"8","graham-watson","Week 9"
8,"Texas A&M","6-1",1007,"6","graham-watson","Week 9"
9,"Wisconsin","5-2",980,"10","graham-watson","Week 9"
10,"West Virginia","6-0",997,"12","graham-watson","Week 9"
11,"Baylor","6-0",1063,"9","graham-watson","Week 9"
12,"Florida State","5-2",725,"13","graham-watson","Week 9"
13,"Boise State","7-0",716,"14","graham-watson","Week 9"
14,"Florida","5-1",654,"15","graham-watson","Week 9"
15,"Oklahoma","5-2",626,"16","graham-watson","Week 9"
16,"Tennessee","5-2",572,"18","graham-watson","Week 9"
17,"Auburn","5-2",641,"21","graham-watson","Week 9"
18,"Utah","7-1",584,"19","graham-watson","Week 9"
19,"Western Michigan","8-0",349,"20","graham-watson","Week 9"
20,"Colorado","6-2",207,"-","graham-watson","Week 9"
21,"Houston","6-2",67,"11","graham-watson","Week 9"
22,"North Carolina","6-2",328,"22","graham-watson","Week 9"
23,"LSU","5-2",352,"25","graham-watson","Week 9"
24,"Navy","5-1",251,"24","graham-watson","Week 9"
25,"Washington State","5-2",84,"-","graham-watson","Week 9"
1,"Alabama","8-0",1524,"1","jason-galloway","Week 9"
2,"Michigan","7-0",1446,"3","jason-galloway","Week 9"
3,"Washington","7-0",1373,"5","jason-galloway","Week 9"
4,"Clemson","7-0",1382,"4","jason-galloway","Week 9"
5,"Louisville","6-1",1276,"7","jason-galloway","Week 9"
6,"Ohio State","6-1",1143,"2","jason-galloway","Week 9"
7,"Texas A&M","6-1",1007,"6","jason-galloway","Week 9"
8,"Wisconsin","5-2",980,"10","jason-galloway","Week 9"
9,"West Virginia","6-0",997,"12","jason-galloway","Week 9"
10,"Baylor","6-0",1063,"9","jason-galloway","Week 9"
11,"Nebraska","7-0",1083,"8","jason-galloway","Week 9"
12,"Tennessee","5-2",572,"18","jason-galloway","Week 9"
13,"Auburn","5-2",641,"21","jason-galloway","Week 9"
14,"Western Michigan","8-0",349,"20","jason-galloway","Week 9"
15,"Florida State","5-2",725,"13","jason-galloway","Week 9"
16,"LSU","5-2",352,"25","jason-galloway","Week 9"
17,"Florida","5-1",654,"15","jason-galloway","Week 9"
18,"Oklahoma","5-2",626,"16","jason-galloway","Week 9"
19,"Utah","7-1",584,"19","jason-galloway","Week 9"
20,"Boise State","7-0",716,"14","jason-galloway","Week 9"
21,"Colorado","6-2",207,"-","jason-galloway","Week 9"
22,"Virginia Tech","5-2",110,"-","jason-galloway","Week 9"
23,"Oklahoma State","5-2",62,"-","jason-galloway","Week 9"
24,"Penn State","5-2",193,"-","jason-galloway","Week 9"
25,"North Carolina","6-2",328,"22","jason-galloway","Week 9"
1,"Alabama","8-0",1524,"1","jeff-miller","Week 9"
2,"Michigan","7-0",1446,"3","jeff-miller","Week 9"
3,"Clemson","7-0",1382,"4","jeff-miller","Week 9"
4,"Louisville","6-1",1276,"7","jeff-miller","Week 9"
5,"Washington","7-0",1373,"5","jeff-miller","Week 9"
6,"Nebraska","7-0",1083,"8","jeff-miller","Week 9"
7,"Baylor","6-0",1063,"9","jeff-miller","Week 9"
8,"Ohio State","6-1",1143,"2","jeff-miller","Week 9"
9,"Oklahoma","5-2",626,"16","jeff-miller","Week 9"
10,"Wisconsin","5-2",980,"10","jeff-miller","Week 9"
11,"Texas A&M","6-1",1007,"6","jeff-miller","Week 9"
12,"Auburn","5-2",641,"21","jeff-miller","Week 9"
13,"North Carolina","6-2",328,"22","jeff-miller","Week 9"
14,"Tennessee","5-2",572,"18","jeff-miller","Week 9"
15,"Florida","5-1",654,"15","jeff-miller","Week 9"
16,"Florida State","5-2",725,"13","jeff-miller","Week 9"
17,"Western Michigan","8-0",349,"20","jeff-miller","Week 9"
18,"Boise State","7-0",716,"14","jeff-miller","Week 9"
19,"Utah","7-1",584,"19","jeff-miller","Week 9"
20,"West Virginia","6-0",997,"12","jeff-miller","Week 9"
21,"Navy","5-1",251,"24","jeff-miller","Week 9"
22,"LSU","5-2",352,"25","jeff-miller","Week 9"
23,"USC","4-3",5,"-","jeff-miller","Week 9"
24,"Penn State","5-2",193,"-","jeff-miller","Week 9"
25,"Houston","6-2",67,"11","jeff-miller","Week 9"
1,"Alabama","8-0",1524,"1","jerry-dipaola","Week 9"
2,"Michigan","7-0",1446,"3","jerry-dipaola","Week 9"
3,"Clemson","7-0",1382,"4","jerry-dipaola","Week 9"
4,"Louisville","6-1",1276,"7","jerry-dipaola","Week 9"
5,"Washington","7-0",1373,"5","jerry-dipaola","Week 9"
6,"Baylor","6-0",1063,"9","jerry-dipaola","Week 9"
7,"Ohio State","6-1",1143,"2","jerry-dipaola","Week 9"
8,"West Virginia","6-0",997,"12","jerry-dipaola","Week 9"
9,"Nebraska","7-0",1083,"8","jerry-dipaola","Week 9"
10,"Texas A&M","6-1",1007,"6","jerry-dipaola","Week 9"
11,"Wisconsin","5-2",980,"10","jerry-dipaola","Week 9"
12,"Florida","5-1",654,"15","jerry-dipaola","Week 9"
13,"Utah","7-1",584,"19","jerry-dipaola","Week 9"
14,"Auburn","5-2",641,"21","jerry-dipaola","Week 9"
15,"Tennessee","5-2",572,"18","jerry-dipaola","Week 9"
16,"Boise State","7-0",716,"14","jerry-dipaola","Week 9"
17,"Virginia Tech","5-2",110,"-","jerry-dipaola","Week 9"
18,"North Carolina","6-2",328,"22","jerry-dipaola","Week 9"
19,"Penn State","5-2",193,"-","jerry-dipaola","Week 9"
20,"LSU","5-2",352,"25","jerry-dipaola","Week 9"
21,"Oklahoma","5-2",626,"16","jerry-dipaola","Week 9"
22,"Western Michigan","8-0",349,"20","jerry-dipaola","Week 9"
23,"Oklahoma State","5-2",62,"-","jerry-dipaola","Week 9"
24,"San Diego State","6-1",2,"-","jerry-dipaola","Week 9"
25,"Colorado","6-2",207,"-","jerry-dipaola","Week 9"
1,"Alabama","8-0",1524,"1","jimmy-burch","Week 9"
2,"Michigan","7-0",1446,"3","jimmy-burch","Week 9"
3,"Clemson","7-0",1382,"4","jimmy-burch","Week 9"
4,"Washington","7-0",1373,"5","jimmy-burch","Week 9"
5,"Louisville","6-1",1276,"7","jimmy-burch","Week 9"
6,"Nebraska","7-0",1083,"8","jimmy-burch","Week 9"
7,"West Virginia","6-0",997,"12","jimmy-burch","Week 9"
8,"Baylor","6-0",1063,"9","jimmy-burch","Week 9"
9,"Ohio State","6-1",1143,"2","jimmy-burch","Week 9"
10,"Texas A&M","6-1",1007,"6","jimmy-burch","Week 9"
11,"Florida","5-1",654,"15","jimmy-burch","Week 9"
12,"Wisconsin","5-2",980,"10","jimmy-burch","Week 9"
13,"Florida State","5-2",725,"13","jimmy-burch","Week 9"
14,"Utah","7-1",584,"19","jimmy-burch","Week 9"
15,"North Carolina","6-2",328,"22","jimmy-burch","Week 9"
16,"Auburn","5-2",641,"21","jimmy-burch","Week 9"
17,"Oklahoma","5-2",626,"16","jimmy-burch","Week 9"
18,"Tennessee","5-2",572,"18","jimmy-burch","Week 9"
19,"Boise State","7-0",716,"14","jimmy-burch","Week 9"
20,"Western Michigan","8-0",349,"20","jimmy-burch","Week 9"
21,"Colorado","6-2",207,"-","jimmy-burch","Week 9"
22,"Penn State","5-2",193,"-","jimmy-burch","Week 9"
23,"Navy","5-1",251,"24","jimmy-burch","Week 9"
24,"Oklahoma State","5-2",62,"-","jimmy-burch","Week 9"
25,"LSU","5-2",352,"25","jimmy-burch","Week 9"
1,"Alabama","8-0",1524,"1","joe-dubin","Week 9"
2,"Clemson","7-0",1382,"4","joe-dubin","Week 9"
3,"Michigan","7-0",1446,"3","joe-dubin","Week 9"
4,"Washington","7-0",1373,"5","joe-dubin","Week 9"
5,"Louisville","6-1",1276,"7","joe-dubin","Week 9"
6,"Ohio State","6-1",1143,"2","joe-dubin","Week 9"
7,"Nebraska","7-0",1083,"8","joe-dubin","Week 9"
8,"Baylor","6-0",1063,"9","joe-dubin","Week 9"
9,"West Virginia","6-0",997,"12","joe-dubin","Week 9"
10,"Wisconsin","5-2",980,"10","joe-dubin","Week 9"
11,"Texas A&M","6-1",1007,"6","joe-dubin","Week 9"
12,"Florida State","5-2",725,"13","joe-dubin","Week 9"
13,"Boise State","7-0",716,"14","joe-dubin","Week 9"
14,"Florida","5-1",654,"15","joe-dubin","Week 9"
15,"Oklahoma","5-2",626,"16","joe-dubin","Week 9"
16,"Tennessee","5-2",572,"18","joe-dubin","Week 9"
17,"Auburn","5-2",641,"21","joe-dubin","Week 9"
18,"LSU","5-2",352,"25","joe-dubin","Week 9"
19,"Western Michigan","8-0",349,"20","joe-dubin","Week 9"
20,"Utah","7-1",584,"19","joe-dubin","Week 9"
21,"North Carolina","6-2",328,"22","joe-dubin","Week 9"
22,"Navy","5-1",251,"24","joe-dubin","Week 9"
23,"Penn State","5-2",193,"-","joe-dubin","Week 9"
24,"Colorado","6-2",207,"-","joe-dubin","Week 9"
25,"Oklahoma State","5-2",62,"-","joe-dubin","Week 9"
1,"Alabama","8-0",1524,"1","joe-walljasper","Week 9"
2,"Washington","7-0",1373,"5","joe-walljasper","Week 9"
3,"Michigan","7-0",1446,"3","joe-walljasper","Week 9"
4,"Clemson","7-0",1382,"4","joe-walljasper","Week 9"
5,"Louisville","6-1",1276,"7","joe-walljasper","Week 9"
6,"West Virginia","6-0",997,"12","joe-walljasper","Week 9"
7,"Ohio State","6-1",1143,"2","joe-walljasper","Week 9"
8,"Wisconsin","5-2",980,"10","joe-walljasper","Week 9"
9,"Florida State","5-2",725,"13","joe-walljasper","Week 9"
10,"Texas A&M","6-1",1007,"6","joe-walljasper","Week 9"
11,"Baylor","6-0",1063,"9","joe-walljasper","Week 9"
12,"Nebraska","7-0",1083,"8","joe-walljasper","Week 9"
13,"LSU","5-2",352,"25","joe-walljasper","Week 9"
14,"Auburn","5-2",641,"21","joe-walljasper","Week 9"
15,"Tennessee","5-2",572,"18","joe-walljasper","Week 9"
16,"Florida","5-1",654,"15","joe-walljasper","Week 9"
17,"Oklahoma","5-2",626,"16","joe-walljasper","Week 9"
18,"Boise State","7-0",716,"14","joe-walljasper","Week 9"
19,"North Carolina","6-2",328,"22","joe-walljasper","Week 9"
20,"Utah","7-1",584,"19","joe-walljasper","Week 9"
21,"Western Michigan","8-0",349,"20","joe-walljasper","Week 9"
22,"Navy","5-1",251,"24","joe-walljasper","Week 9"
23,"Oklahoma State","5-2",62,"-","joe-walljasper","Week 9"
24,"Virginia Tech","5-2",110,"-","joe-walljasper","Week 9"
25,"Washington State","5-2",84,"-","joe-walljasper","Week 9"
1,"Alabama","8-0",1524,"1","joey-knight","Week 9"
2,"Michigan","7-0",1446,"3","joey-knight","Week 9"
3,"Clemson","7-0",1382,"4","joey-knight","Week 9"
4,"Washington","7-0",1373,"5","joey-knight","Week 9"
5,"Louisville","6-1",1276,"7","joey-knight","Week 9"
6,"Ohio State","6-1",1143,"2","joey-knight","Week 9"
7,"Wisconsin","5-2",980,"10","joey-knight","Week 9"
8,"Nebraska","7-0",1083,"8","joey-knight","Week 9"
9,"Baylor","6-0",1063,"9","joey-knight","Week 9"
10,"Texas A&M","6-1",1007,"6","joey-knight","Week 9"
11,"West Virginia","6-0",997,"12","joey-knight","Week 9"
12,"Utah","7-1",584,"19","joey-knight","Week 9"
13,"Florida State","5-2",725,"13","joey-knight","Week 9"
14,"Tennessee","5-2",572,"18","joey-knight","Week 9"
15,"Auburn","5-2",641,"21","joey-knight","Week 9"
16,"Oklahoma","5-2",626,"16","joey-knight","Week 9"
17,"LSU","5-2",352,"25","joey-knight","Week 9"
18,"Boise State","7-0",716,"14","joey-knight","Week 9"
19,"Colorado","6-2",207,"-","joey-knight","Week 9"
20,"Florida","5-1",654,"15","joey-knight","Week 9"
21,"North Carolina","6-2",328,"22","joey-knight","Week 9"
22,"Virginia Tech","5-2",110,"-","joey-knight","Week 9"
23,"Penn State","5-2",193,"-","joey-knight","Week 9"
24,"Navy","5-1",251,"24","joey-knight","Week 9"
25,"Western Michigan","8-0",349,"20","joey-knight","Week 9"
1,"Alabama","8-0",1524,"1","john-clay","Week 9"
2,"Michigan","7-0",1446,"3","john-clay","Week 9"
3,"Washington","7-0",1373,"5","john-clay","Week 9"
4,"Clemson","7-0",1382,"4","john-clay","Week 9"
5,"Louisville","6-1",1276,"7","john-clay","Week 9"
6,"Ohio State","6-1",1143,"2","john-clay","Week 9"
7,"Wisconsin","5-2",980,"10","john-clay","Week 9"
8,"Texas A&M","6-1",1007,"6","john-clay","Week 9"
9,"Nebraska","7-0",1083,"8","john-clay","Week 9"
10,"Baylor","6-0",1063,"9","john-clay","Week 9"
11,"West Virginia","6-0",997,"12","john-clay","Week 9"
12,"Tennessee","5-2",572,"18","john-clay","Week 9"
13,"Florida","5-1",654,"15","john-clay","Week 9"
14,"Boise State","7-0",716,"14","john-clay","Week 9"
15,"Florida State","5-2",725,"13","john-clay","Week 9"
16,"Auburn","5-2",641,"21","john-clay","Week 9"
17,"Utah","7-1",584,"19","john-clay","Week 9"
18,"LSU","5-2",352,"25","john-clay","Week 9"
19,"Oklahoma","5-2",626,"16","john-clay","Week 9"
20,"Washington State","5-2",84,"-","john-clay","Week 9"
21,"North Carolina","6-2",328,"22","john-clay","Week 9"
22,"Western Michigan","8-0",349,"20","john-clay","Week 9"
23,"Navy","5-1",251,"24","john-clay","Week 9"
24,"Penn State","5-2",193,"-","john-clay","Week 9"
25,"Colorado","6-2",207,"-","john-clay","Week 9"
1,"Alabama","8-0",1524,"1","john-shinn","Week 9"
2,"Michigan","7-0",1446,"3","john-shinn","Week 9"
3,"Clemson","7-0",1382,"4","john-shinn","Week 9"
4,"Washington","7-0",1373,"5","john-shinn","Week 9"
5,"Louisville","6-1",1276,"7","john-shinn","Week 9"
6,"Nebraska","7-0",1083,"8","john-shinn","Week 9"
7,"West Virginia","6-0",997,"12","john-shinn","Week 9"
8,"Baylor","6-0",1063,"9","john-shinn","Week 9"
9,"Texas A&M","6-1",1007,"6","john-shinn","Week 9"
10,"Ohio State","6-1",1143,"2","john-shinn","Week 9"
11,"Wisconsin","5-2",980,"10","john-shinn","Week 9"
12,"Florida State","5-2",725,"13","john-shinn","Week 9"
13,"Boise State","7-0",716,"14","john-shinn","Week 9"
14,"Oklahoma","5-2",626,"16","john-shinn","Week 9"
15,"Penn State","5-2",193,"-","john-shinn","Week 9"
16,"Florida","5-1",654,"15","john-shinn","Week 9"
17,"Navy","5-1",251,"24","john-shinn","Week 9"
18,"Utah","7-1",584,"19","john-shinn","Week 9"
19,"Tennessee","5-2",572,"18","john-shinn","Week 9"
20,"Auburn","5-2",641,"21","john-shinn","Week 9"
21,"LSU","5-2",352,"25","john-shinn","Week 9"
22,"North Carolina","6-2",328,"22","john-shinn","Week 9"
23,"Virginia Tech","5-2",110,"-","john-shinn","Week 9"
24,"Western Michigan","8-0",349,"20","john-shinn","Week 9"
25,"Oklahoma State","5-2",62,"-","john-shinn","Week 9"
1,"Alabama","8-0",1524,"1","jon-wilner","Week 9"
2,"Michigan","7-0",1446,"3","jon-wilner","Week 9"
3,"Clemson","7-0",1382,"4","jon-wilner","Week 9"
4,"Louisville","6-1",1276,"7","jon-wilner","Week 9"
5,"Ohio State","6-1",1143,"2","jon-wilner","Week 9"
6,"Wisconsin","5-2",980,"10","jon-wilner","Week 9"
7,"Washington","7-0",1373,"5","jon-wilner","Week 9"
8,"Texas A&M","6-1",1007,"6","jon-wilner","Week 9"
9,"Oklahoma","5-2",626,"16","jon-wilner","Week 9"
10,"Auburn","5-2",641,"21","jon-wilner","Week 9"
11,"Tennessee","5-2",572,"18","jon-wilner","Week 9"
12,"Boise State","7-0",716,"14","jon-wilner","Week 9"
13,"Nebraska","7-0",1083,"8","jon-wilner","Week 9"
14,"Florida State","5-2",725,"13","jon-wilner","Week 9"
15,"Colorado","6-2",207,"-","jon-wilner","Week 9"
16,"West Virginia","6-0",997,"12","jon-wilner","Week 9"
17,"Arkansas","5-3",14,"17","jon-wilner","Week 9"
18,"Navy","5-1",251,"24","jon-wilner","Week 9"
19,"Florida","5-1",654,"15","jon-wilner","Week 9"
20,"North Carolina","6-2",328,"22","jon-wilner","Week 9"
21,"Utah","7-1",584,"19","jon-wilner","Week 9"
22,"Baylor","6-0",1063,"9","jon-wilner","Week 9"
23,"Houston","6-2",67,"11","jon-wilner","Week 9"
24,"LSU","5-2",352,"25","jon-wilner","Week 9"
25,"Washington State","5-2",84,"-","jon-wilner","Week 9"
1,"Alabama","8-0",1524,"1","jonny-miller","Week 9"
2,"Michigan","7-0",1446,"3","jonny-miller","Week 9"
3,"Washington","7-0",1373,"5","jonny-miller","Week 9"
4,"Clemson","7-0",1382,"4","jonny-miller","Week 9"
5,"Louisville","6-1",1276,"7","jonny-miller","Week 9"
6,"Baylor","6-0",1063,"9","jonny-miller","Week 9"
7,"Wisconsin","5-2",980,"10","jonny-miller","Week 9"
8,"Ohio State","6-1",1143,"2","jonny-miller","Week 9"
9,"Nebraska","7-0",1083,"8","jonny-miller","Week 9"
10,"West Virginia","6-0",997,"12","jonny-miller","Week 9"
11,"Oklahoma","5-2",626,"16","jonny-miller","Week 9"
12,"Texas A&M","6-1",1007,"6","jonny-miller","Week 9"
13,"Florida","5-1",654,"15","jonny-miller","Week 9"
14,"Utah","7-1",584,"19","jonny-miller","Week 9"
15,"Boise State","7-0",716,"14","jonny-miller","Week 9"
16,"North Carolina","6-2",328,"22","jonny-miller","Week 9"
17,"Oklahoma State","5-2",62,"-","jonny-miller","Week 9"
18,"Houston","6-2",67,"11","jonny-miller","Week 9"
19,"Navy","5-1",251,"24","jonny-miller","Week 9"
20,"Colorado","6-2",207,"-","jonny-miller","Week 9"
21,"LSU","5-2",352,"25","jonny-miller","Week 9"
22,"Auburn","5-2",641,"21","jonny-miller","Week 9"
23,"Penn State","5-2",193,"-","jonny-miller","Week 9"
24,"Tennessee","5-2",572,"18","jonny-miller","Week 9"
25,"Western Michigan","8-0",349,"20","jonny-miller","Week 9"
1,"Alabama","8-0",1524,"1","josh-kendall","Week 9"
2,"Washington","7-0",1373,"5","josh-kendall","Week 9"
3,"Michigan","7-0",1446,"3","josh-kendall","Week 9"
4,"Clemson","7-0",1382,"4","josh-kendall","Week 9"
5,"Wisconsin","5-2",980,"10","josh-kendall","Week 9"
6,"Louisville","6-1",1276,"7","josh-kendall","Week 9"
7,"Texas A&M","6-1",1007,"6","josh-kendall","Week 9"
8,"Nebraska","7-0",1083,"8","josh-kendall","Week 9"
9,"Baylor","6-0",1063,"9","josh-kendall","Week 9"
10,"Penn State","5-2",193,"-","josh-kendall","Week 9"
11,"Ohio State","6-1",1143,"2","josh-kendall","Week 9"
12,"Florida State","5-2",725,"13","josh-kendall","Week 9"
13,"Auburn","5-2",641,"21","josh-kendall","Week 9"
14,"Oklahoma","5-2",626,"16","josh-kendall","Week 9"
15,"LSU","5-2",352,"25","josh-kendall","Week 9"
16,"Tennessee","5-2",572,"18","josh-kendall","Week 9"
17,"West Virginia","6-0",997,"12","josh-kendall","Week 9"
18,"Florida","5-1",654,"15","josh-kendall","Week 9"
19,"Boise State","7-0",716,"14","josh-kendall","Week 9"
20,"Western Michigan","8-0",349,"20","josh-kendall","Week 9"
21,"Washington State","5-2",84,"-","josh-kendall","Week 9"
22,"Colorado","6-2",207,"-","josh-kendall","Week 9"
23,"Utah","7-1",584,"19","josh-kendall","Week 9"
24,"USC","4-3",5,"-","josh-kendall","Week 9"
25,"Troy","6-1",6,"-","josh-kendall","Week 9"
1,"Alabama","8-0",1524,"1","keith-sargeant","Week 9"
2,"Michigan","7-0",1446,"3","keith-sargeant","Week 9"
3,"Clemson","7-0",1382,"4","keith-sargeant","Week 9"
4,"Washington","7-0",1373,"5","keith-sargeant","Week 9"
5,"Nebraska","7-0",1083,"8","keith-sargeant","Week 9"
6,"West Virginia","6-0",997,"12","keith-sargeant","Week 9"
7,"Louisville","6-1",1276,"7","keith-sargeant","Week 9"
8,"Baylor","6-0",1063,"9","keith-sargeant","Week 9"
9,"Ohio State","6-1",1143,"2","keith-sargeant","Week 9"
10,"Wisconsin","5-2",980,"10","keith-sargeant","Week 9"
11,"Texas A&M","6-1",1007,"6","keith-sargeant","Week 9"
12,"Western Michigan","8-0",349,"20","keith-sargeant","Week 9"
13,"Boise State","7-0",716,"14","keith-sargeant","Week 9"
14,"Utah","7-1",584,"19","keith-sargeant","Week 9"
15,"Tennessee","5-2",572,"18","keith-sargeant","Week 9"
16,"Florida","5-1",654,"15","keith-sargeant","Week 9"
17,"Auburn","5-2",641,"21","keith-sargeant","Week 9"
18,"LSU","5-2",352,"25","keith-sargeant","Week 9"
19,"North Carolina","6-2",328,"22","keith-sargeant","Week 9"
20,"Florida State","5-2",725,"13","keith-sargeant","Week 9"
21,"Penn State","5-2",193,"-","keith-sargeant","Week 9"
22,"Oklahoma","5-2",626,"16","keith-sargeant","Week 9"
23,"Colorado","6-2",207,"-","keith-sargeant","Week 9"
24,"Navy","5-1",251,"24","keith-sargeant","Week 9"
25,"Washington State","5-2",84,"-","keith-sargeant","Week 9"
1,"Alabama","8-0",1524,"1","kirk-bohls","Week 9"
2,"Michigan","7-0",1446,"3","kirk-bohls","Week 9"
3,"Washington","7-0",1373,"5","kirk-bohls","Week 9"
4,"Clemson","7-0",1382,"4","kirk-bohls","Week 9"
5,"Ohio State","6-1",1143,"2","kirk-bohls","Week 9"
6,"Boise State","7-0",716,"14","kirk-bohls","Week 9"
7,"Baylor","6-0",1063,"9","kirk-bohls","Week 9"
8,"Texas A&M","6-1",1007,"6","kirk-bohls","Week 9"
9,"Louisville","6-1",1276,"7","kirk-bohls","Week 9"
10,"North Carolina","6-2",328,"22","kirk-bohls","Week 9"
11,"Nebraska","7-0",1083,"8","kirk-bohls","Week 9"
12,"West Virginia","6-0",997,"12","kirk-bohls","Week 9"
13,"Florida State","5-2",725,"13","kirk-bohls","Week 9"
14,"Navy","5-1",251,"24","kirk-bohls","Week 9"
15,"Western Michigan","8-0",349,"20","kirk-bohls","Week 9"
16,"Penn State","5-2",193,"-","kirk-bohls","Week 9"
17,"Tennessee","5-2",572,"18","kirk-bohls","Week 9"
18,"Wisconsin","5-2",980,"10","kirk-bohls","Week 9"
19,"Oklahoma","5-2",626,"16","kirk-bohls","Week 9"
20,"Florida","5-1",654,"15","kirk-bohls","Week 9"
21,"Utah","7-1",584,"19","kirk-bohls","Week 9"
22,"Auburn","5-2",641,"21","kirk-bohls","Week 9"
23,"Virginia Tech","5-2",110,"-","kirk-bohls","Week 9"
24,"LSU","5-2",352,"25","kirk-bohls","Week 9"
25,"Washington State","5-2",84,"-","kirk-bohls","Week 9"
1,"Alabama","8-0",1524,"1","mandy-mitchell","Week 9"
2,"Clemson","7-0",1382,"4","mandy-mitchell","Week 9"
3,"Michigan","7-0",1446,"3","mandy-mitchell","Week 9"
4,"Washington","7-0",1373,"5","mandy-mitchell","Week 9"
5,"Louisville","6-1",1276,"7","mandy-mitchell","Week 9"
6,"Nebraska","7-0",1083,"8","mandy-mitchell","Week 9"
7,"Ohio State","6-1",1143,"2","mandy-mitchell","Week 9"
