"Rank","Team","Record","Points","PV.Rank","Voter","Week"
5,"Louisville","8-1",1255,"5","garland-gillen","Week 11"
6,"Ohio State","8-1",1245,"6","garland-gillen","Week 11"
7,"Wisconsin","7-2",1159,"8","garland-gillen","Week 11"
8,"Auburn","7-2",1081,"11","garland-gillen","Week 11"
9,"Penn State","7-2",752,"20","garland-gillen","Week 11"
10,"Oklahoma","7-2",996,"12","garland-gillen","Week 11"
11,"Texas A&M","7-2",820,"7","garland-gillen","Week 11"
12,"Western Michigan","9-0",583,"17","garland-gillen","Week 11"
13,"Colorado","7-2",550,"21","garland-gillen","Week 11"
14,"Oklahoma State","7-2",516,"22","garland-gillen","Week 11"
15,"West Virginia","7-1",805,"14","garland-gillen","Week 11"
16,"Utah","7-2",686,"16","garland-gillen","Week 11"
17,"LSU","5-3",454,"15","garland-gillen","Week 11"
18,"Florida","6-2",390,"10","garland-gillen","Week 11"
19,"Virginia Tech","7-2",479,"23","garland-gillen","Week 11"
20,"North Carolina","7-2",559,"18","garland-gillen","Week 11"
21,"Florida State","6-3",450,"19","garland-gillen","Week 11"
22,"Washington State","7-2",305,"25","garland-gillen","Week 11"
23,"Nebraska","7-2",434,"9","garland-gillen","Week 11"
24,"San Diego State","8-1",38,"-","garland-gillen","Week 11"
25,"Wyoming","7-2",2,"-","garland-gillen","Week 11"
1,"Alabama","9-0",1524,"1","garry-smits","Week 11"
2,"Washington","9-0",1364,"4","garry-smits","Week 11"
3,"Michigan","9-0",1432,"2","garry-smits","Week 11"
4,"Clemson","9-0",1408,"3","garry-smits","Week 11"
5,"Ohio State","8-1",1245,"6","garry-smits","Week 11"
6,"Louisville","8-1",1255,"5","garry-smits","Week 11"
7,"Wisconsin","7-2",1159,"8","garry-smits","Week 11"
8,"Oklahoma","7-2",996,"12","garry-smits","Week 11"
9,"Auburn","7-2",1081,"11","garry-smits","Week 11"
10,"Penn State","7-2",752,"20","garry-smits","Week 11"
11,"West Virginia","7-1",805,"14","garry-smits","Week 11"
12,"Virginia Tech","7-2",479,"23","garry-smits","Week 11"
13,"North Carolina","7-2",559,"18","garry-smits","Week 11"
14,"Western Michigan","9-0",583,"17","garry-smits","Week 11"
15,"Boise State","8-1",226,"24","garry-smits","Week 11"
16,"Texas A&M","7-2",820,"7","garry-smits","Week 11"
17,"Florida","6-2",390,"10","garry-smits","Week 11"
18,"Florida State","6-3",450,"19","garry-smits","Week 11"
19,"Houston","7-2",25,"-","garry-smits","Week 11"
20,"Nebraska","7-2",434,"9","garry-smits","Week 11"
21,"San Diego State","8-1",38,"-","garry-smits","Week 11"
22,"Washington State","7-2",305,"25","garry-smits","Week 11"
23,"Colorado","7-2",550,"21","garry-smits","Week 11"
24,"Utah","7-2",686,"16","garry-smits","Week 11"
25,"South Florida","7-2",3,"-","garry-smits","Week 11"
1,"Alabama","9-0",1524,"1","gary-horowitz","Week 11"
2,"Michigan","9-0",1432,"2","gary-horowitz","Week 11"
3,"Clemson","9-0",1408,"3","gary-horowitz","Week 11"
4,"Washington","9-0",1364,"4","gary-horowitz","Week 11"
5,"Ohio State","8-1",1245,"6","gary-horowitz","Week 11"
6,"Louisville","8-1",1255,"5","gary-horowitz","Week 11"
7,"Wisconsin","7-2",1159,"8","gary-horowitz","Week 11"
8,"Auburn","7-2",1081,"11","gary-horowitz","Week 11"
9,"West Virginia","7-1",805,"14","gary-horowitz","Week 11"
10,"Oklahoma","7-2",996,"12","gary-horowitz","Week 11"
11,"Penn State","7-2",752,"20","gary-horowitz","Week 11"
12,"Colorado","7-2",550,"21","gary-horowitz","Week 11"
13,"Texas A&M","7-2",820,"7","gary-horowitz","Week 11"
14,"Western Michigan","9-0",583,"17","gary-horowitz","Week 11"
15,"Florida State","6-3",450,"19","gary-horowitz","Week 11"
16,"Florida","6-2",390,"10","gary-horowitz","Week 11"
17,"Utah","7-2",686,"16","gary-horowitz","Week 11"
18,"Oklahoma State","7-2",516,"22","gary-horowitz","Week 11"
19,"Boise State","8-1",226,"24","gary-horowitz","Week 11"
20,"North Carolina","7-2",559,"18","gary-horowitz","Week 11"
21,"LSU","5-3",454,"15","gary-horowitz","Week 11"
22,"Washington State","7-2",305,"25","gary-horowitz","Week 11"
23,"Virginia Tech","7-2",479,"23","gary-horowitz","Week 11"
24,"Arkansas","6-3",74,"-","gary-horowitz","Week 11"
25,"San Diego State","8-1",38,"-","gary-horowitz","Week 11"
1,"Alabama","9-0",1524,"1","graham-watson","Week 11"
2,"Michigan","9-0",1432,"2","graham-watson","Week 11"
3,"Washington","9-0",1364,"4","graham-watson","Week 11"
4,"Clemson","9-0",1408,"3","graham-watson","Week 11"
5,"Ohio State","8-1",1245,"6","graham-watson","Week 11"
6,"Louisville","8-1",1255,"5","graham-watson","Week 11"
7,"Auburn","7-2",1081,"11","graham-watson","Week 11"
8,"Wisconsin","7-2",1159,"8","graham-watson","Week 11"
9,"Penn State","7-2",752,"20","graham-watson","Week 11"
10,"Oklahoma","7-2",996,"12","graham-watson","Week 11"
11,"West Virginia","7-1",805,"14","graham-watson","Week 11"
12,"Utah","7-2",686,"16","graham-watson","Week 11"
13,"LSU","5-3",454,"15","graham-watson","Week 11"
14,"Texas A&M","7-2",820,"7","graham-watson","Week 11"
15,"Western Michigan","9-0",583,"17","graham-watson","Week 11"
16,"North Carolina","7-2",559,"18","graham-watson","Week 11"
17,"Colorado","7-2",550,"21","graham-watson","Week 11"
18,"Florida","6-2",390,"10","graham-watson","Week 11"
19,"Nebraska","7-2",434,"9","graham-watson","Week 11"
20,"Florida State","6-3",450,"19","graham-watson","Week 11"
21,"Baylor","6-2",90,"13","graham-watson","Week 11"
22,"Boise State","8-1",226,"24","graham-watson","Week 11"
23,"Virginia Tech","7-2",479,"23","graham-watson","Week 11"
24,"Washington State","7-2",305,"25","graham-watson","Week 11"
25,"Oklahoma State","7-2",516,"22","graham-watson","Week 11"
1,"Alabama","9-0",1524,"1","jason-galloway","Week 11"
2,"Michigan","9-0",1432,"2","jason-galloway","Week 11"
3,"Washington","9-0",1364,"4","jason-galloway","Week 11"
4,"Clemson","9-0",1408,"3","jason-galloway","Week 11"
5,"Louisville","8-1",1255,"5","jason-galloway","Week 11"
6,"Ohio State","8-1",1245,"6","jason-galloway","Week 11"
7,"Wisconsin","7-2",1159,"8","jason-galloway","Week 11"
8,"Auburn","7-2",1081,"11","jason-galloway","Week 11"
9,"Texas A&M","7-2",820,"7","jason-galloway","Week 11"
10,"LSU","5-3",454,"15","jason-galloway","Week 11"
11,"Penn State","7-2",752,"20","jason-galloway","Week 11"
12,"Western Michigan","9-0",583,"17","jason-galloway","Week 11"
13,"Oklahoma State","7-2",516,"22","jason-galloway","Week 11"
14,"West Virginia","7-1",805,"14","jason-galloway","Week 11"
15,"Nebraska","7-2",434,"9","jason-galloway","Week 11"
16,"Oklahoma","7-2",996,"12","jason-galloway","Week 11"
17,"Colorado","7-2",550,"21","jason-galloway","Week 11"
18,"Utah","7-2",686,"16","jason-galloway","Week 11"
19,"Florida","6-2",390,"10","jason-galloway","Week 11"
20,"Virginia Tech","7-2",479,"23","jason-galloway","Week 11"
21,"Florida State","6-3",450,"19","jason-galloway","Week 11"
22,"Washington State","7-2",305,"25","jason-galloway","Week 11"
23,"Arkansas","6-3",74,"-","jason-galloway","Week 11"
24,"North Carolina","7-2",559,"18","jason-galloway","Week 11"
25,"Tennessee","6-3",9,"-","jason-galloway","Week 11"
1,"Alabama","9-0",1524,"1","jeff-miller","Week 11"
2,"Michigan","9-0",1432,"2","jeff-miller","Week 11"
3,"Clemson","9-0",1408,"3","jeff-miller","Week 11"
4,"Washington","9-0",1364,"4","jeff-miller","Week 11"
5,"Louisville","8-1",1255,"5","jeff-miller","Week 11"
6,"Ohio State","8-1",1245,"6","jeff-miller","Week 11"
7,"Wisconsin","7-2",1159,"8","jeff-miller","Week 11"
8,"Auburn","7-2",1081,"11","jeff-miller","Week 11"
9,"Oklahoma","7-2",996,"12","jeff-miller","Week 11"
10,"North Carolina","7-2",559,"18","jeff-miller","Week 11"
11,"Florida State","6-3",450,"19","jeff-miller","Week 11"
12,"Utah","7-2",686,"16","jeff-miller","Week 11"
13,"Texas A&M","7-2",820,"7","jeff-miller","Week 11"
14,"USC","6-3",76,"-","jeff-miller","Week 11"
15,"Western Michigan","9-0",583,"17","jeff-miller","Week 11"
16,"Colorado","7-2",550,"21","jeff-miller","Week 11"
17,"LSU","5-3",454,"15","jeff-miller","Week 11"
18,"Penn State","7-2",752,"20","jeff-miller","Week 11"
19,"Boise State","8-1",226,"24","jeff-miller","Week 11"
20,"West Virginia","7-1",805,"14","jeff-miller","Week 11"
21,"Florida","6-2",390,"10","jeff-miller","Week 11"
22,"Nebraska","7-2",434,"9","jeff-miller","Week 11"
23,"Baylor","6-2",90,"13","jeff-miller","Week 11"
24,"Oklahoma State","7-2",516,"22","jeff-miller","Week 11"
25,"San Diego State","8-1",38,"-","jeff-miller","Week 11"
1,"Alabama","9-0",1524,"1","jerry-dipaola","Week 11"
2,"Clemson","9-0",1408,"3","jerry-dipaola","Week 11"
3,"Michigan","9-0",1432,"2","jerry-dipaola","Week 11"
4,"Ohio State","8-1",1245,"6","jerry-dipaola","Week 11"
5,"Washington","9-0",1364,"4","jerry-dipaola","Week 11"
6,"Louisville","8-1",1255,"5","jerry-dipaola","Week 11"
7,"Wisconsin","7-2",1159,"8","jerry-dipaola","Week 11"
8,"Texas A&M","7-2",820,"7","jerry-dipaola","Week 11"
9,"Auburn","7-2",1081,"11","jerry-dipaola","Week 11"
10,"Penn State","7-2",752,"20","jerry-dipaola","Week 11"
11,"Oklahoma State","7-2",516,"22","jerry-dipaola","Week 11"
12,"Oklahoma","7-2",996,"12","jerry-dipaola","Week 11"
13,"LSU","5-3",454,"15","jerry-dipaola","Week 11"
14,"Utah","7-2",686,"16","jerry-dipaola","Week 11"
15,"West Virginia","7-1",805,"14","jerry-dipaola","Week 11"
16,"North Carolina","7-2",559,"18","jerry-dipaola","Week 11"
17,"Virginia Tech","7-2",479,"23","jerry-dipaola","Week 11"
18,"Florida State","6-3",450,"19","jerry-dipaola","Week 11"
19,"Baylor","6-2",90,"13","jerry-dipaola","Week 11"
20,"Nebraska","7-2",434,"9","jerry-dipaola","Week 11"
21,"Florida","6-2",390,"10","jerry-dipaola","Week 11"
22,"Western Michigan","9-0",583,"17","jerry-dipaola","Week 11"
23,"Colorado","7-2",550,"21","jerry-dipaola","Week 11"
24,"Washington State","7-2",305,"25","jerry-dipaola","Week 11"
25,"USC","6-3",76,"-","jerry-dipaola","Week 11"
1,"Alabama","9-0",1524,"1","jimmy-burch","Week 11"
2,"Michigan","9-0",1432,"2","jimmy-burch","Week 11"
3,"Clemson","9-0",1408,"3","jimmy-burch","Week 11"
4,"Washington","9-0",1364,"4","jimmy-burch","Week 11"
5,"Louisville","8-1",1255,"5","jimmy-burch","Week 11"
6,"Ohio State","8-1",1245,"6","jimmy-burch","Week 11"
7,"Wisconsin","7-2",1159,"8","jimmy-burch","Week 11"
8,"Oklahoma","7-2",996,"12","jimmy-burch","Week 11"
9,"Auburn","7-2",1081,"11","jimmy-burch","Week 11"
10,"West Virginia","7-1",805,"14","jimmy-burch","Week 11"
11,"Colorado","7-2",550,"21","jimmy-burch","Week 11"
12,"Penn State","7-2",752,"20","jimmy-burch","Week 11"
13,"Utah","7-2",686,"16","jimmy-burch","Week 11"
14,"Texas A&M","7-2",820,"7","jimmy-burch","Week 11"
15,"Oklahoma State","7-2",516,"22","jimmy-burch","Week 11"
16,"North Carolina","7-2",559,"18","jimmy-burch","Week 11"
17,"Western Michigan","9-0",583,"17","jimmy-burch","Week 11"
18,"Florida","6-2",390,"10","jimmy-burch","Week 11"
19,"Virginia Tech","7-2",479,"23","jimmy-burch","Week 11"
20,"Washington State","7-2",305,"25","jimmy-burch","Week 11"
21,"LSU","5-3",454,"15","jimmy-burch","Week 11"
22,"Florida State","6-3",450,"19","jimmy-burch","Week 11"
23,"Nebraska","7-2",434,"9","jimmy-burch","Week 11"
24,"Boise State","8-1",226,"24","jimmy-burch","Week 11"
25,"San Diego State","8-1",38,"-","jimmy-burch","Week 11"
1,"Alabama","9-0",1524,"1","joe-dubin","Week 11"
2,"Clemson","9-0",1408,"3","joe-dubin","Week 11"
3,"Michigan","9-0",1432,"2","joe-dubin","Week 11"
4,"Washington","9-0",1364,"4","joe-dubin","Week 11"
5,"Louisville","8-1",1255,"5","joe-dubin","Week 11"
6,"Ohio State","8-1",1245,"6","joe-dubin","Week 11"
7,"Auburn","7-2",1081,"11","joe-dubin","Week 11"
8,"Wisconsin","7-2",1159,"8","joe-dubin","Week 11"
9,"Oklahoma","7-2",996,"12","joe-dubin","Week 11"
10,"Penn State","7-2",752,"20","joe-dubin","Week 11"
11,"North Carolina","7-2",559,"18","joe-dubin","Week 11"
12,"Colorado","7-2",550,"21","joe-dubin","Week 11"
13,"Texas A&M","7-2",820,"7","joe-dubin","Week 11"
14,"Washington State","7-2",305,"25","joe-dubin","Week 11"
15,"Oklahoma State","7-2",516,"22","joe-dubin","Week 11"
16,"Virginia Tech","7-2",479,"23","joe-dubin","Week 11"
17,"Western Michigan","9-0",583,"17","joe-dubin","Week 11"
18,"Florida","6-2",390,"10","joe-dubin","Week 11"
19,"West Virginia","7-1",805,"14","joe-dubin","Week 11"
20,"Utah","7-2",686,"16","joe-dubin","Week 11"
21,"Florida State","6-3",450,"19","joe-dubin","Week 11"
22,"Arkansas","6-3",74,"-","joe-dubin","Week 11"
23,"Boise State","8-1",226,"24","joe-dubin","Week 11"
24,"Nebraska","7-2",434,"9","joe-dubin","Week 11"
25,"Minnesota","7-2",2,"-","joe-dubin","Week 11"
1,"Alabama","9-0",1524,"1","joe-walljasper","Week 11"
2,"Washington","9-0",1364,"4","joe-walljasper","Week 11"
3,"Michigan","9-0",1432,"2","joe-walljasper","Week 11"
4,"Clemson","9-0",1408,"3","joe-walljasper","Week 11"
5,"Louisville","8-1",1255,"5","joe-walljasper","Week 11"
6,"Ohio State","8-1",1245,"6","joe-walljasper","Week 11"
7,"Wisconsin","7-2",1159,"8","joe-walljasper","Week 11"
8,"Auburn","7-2",1081,"11","joe-walljasper","Week 11"
9,"Oklahoma","7-2",996,"12","joe-walljasper","Week 11"
10,"Utah","7-2",686,"16","joe-walljasper","Week 11"
11,"Texas A&M","7-2",820,"7","joe-walljasper","Week 11"
12,"West Virginia","7-1",805,"14","joe-walljasper","Week 11"
13,"North Carolina","7-2",559,"18","joe-walljasper","Week 11"
14,"Penn State","7-2",752,"20","joe-walljasper","Week 11"
15,"LSU","5-3",454,"15","joe-walljasper","Week 11"
16,"Virginia Tech","7-2",479,"23","joe-walljasper","Week 11"
17,"Oklahoma State","7-2",516,"22","joe-walljasper","Week 11"
18,"Washington State","7-2",305,"25","joe-walljasper","Week 11"
19,"Florida State","6-3",450,"19","joe-walljasper","Week 11"
20,"Boise State","8-1",226,"24","joe-walljasper","Week 11"
21,"Nebraska","7-2",434,"9","joe-walljasper","Week 11"
22,"Western Michigan","9-0",583,"17","joe-walljasper","Week 11"
23,"Colorado","7-2",550,"21","joe-walljasper","Week 11"
24,"Arkansas","6-3",74,"-","joe-walljasper","Week 11"
25,"Florida","6-2",390,"10","joe-walljasper","Week 11"
1,"Alabama","9-0",1524,"1","joey-knight","Week 11"
2,"Michigan","9-0",1432,"2","joey-knight","Week 11"
3,"Clemson","9-0",1408,"3","joey-knight","Week 11"
4,"Washington","9-0",1364,"4","joey-knight","Week 11"
5,"Ohio State","8-1",1245,"6","joey-knight","Week 11"
6,"Louisville","8-1",1255,"5","joey-knight","Week 11"
7,"Wisconsin","7-2",1159,"8","joey-knight","Week 11"
8,"Auburn","7-2",1081,"11","joey-knight","Week 11"
9,"Penn State","7-2",752,"20","joey-knight","Week 11"
10,"Oklahoma","7-2",996,"12","joey-knight","Week 11"
11,"West Virginia","7-1",805,"14","joey-knight","Week 11"
12,"Texas A&M","7-2",820,"7","joey-knight","Week 11"
13,"Colorado","7-2",550,"21","joey-knight","Week 11"
14,"Virginia Tech","7-2",479,"23","joey-knight","Week 11"
15,"Utah","7-2",686,"16","joey-knight","Week 11"
16,"North Carolina","7-2",559,"18","joey-knight","Week 11"
17,"LSU","5-3",454,"15","joey-knight","Week 11"
18,"Oklahoma State","7-2",516,"22","joey-knight","Week 11"
19,"Washington State","7-2",305,"25","joey-knight","Week 11"
20,"Florida State","6-3",450,"19","joey-knight","Week 11"
21,"Western Michigan","9-0",583,"17","joey-knight","Week 11"
22,"Nebraska","7-2",434,"9","joey-knight","Week 11"
23,"Boise State","8-1",226,"24","joey-knight","Week 11"
24,"Arkansas","6-3",74,"-","joey-knight","Week 11"
25,"Florida","6-2",390,"10","joey-knight","Week 11"
1,"Alabama","9-0",1524,"1","john-clay","Week 11"
2,"Michigan","9-0",1432,"2","john-clay","Week 11"
3,"Washington","9-0",1364,"4","john-clay","Week 11"
4,"Clemson","9-0",1408,"3","john-clay","Week 11"
5,"Louisville","8-1",1255,"5","john-clay","Week 11"
6,"Ohio State","8-1",1245,"6","john-clay","Week 11"
7,"Wisconsin","7-2",1159,"8","john-clay","Week 11"
8,"Auburn","7-2",1081,"11","john-clay","Week 11"
9,"Oklahoma","7-2",996,"12","john-clay","Week 11"
10,"West Virginia","7-1",805,"14","john-clay","Week 11"
11,"Florida State","6-3",450,"19","john-clay","Week 11"
12,"Utah","7-2",686,"16","john-clay","Week 11"
13,"Texas A&M","7-2",820,"7","john-clay","Week 11"
14,"Florida","6-2",390,"10","john-clay","Week 11"
15,"Nebraska","7-2",434,"9","john-clay","Week 11"
16,"Washington State","7-2",305,"25","john-clay","Week 11"
17,"Boise State","8-1",226,"24","john-clay","Week 11"
18,"North Carolina","7-2",559,"18","john-clay","Week 11"
19,"Penn State","7-2",752,"20","john-clay","Week 11"
20,"LSU","5-3",454,"15","john-clay","Week 11"
21,"Oklahoma State","7-2",516,"22","john-clay","Week 11"
22,"Western Michigan","9-0",583,"17","john-clay","Week 11"
23,"Virginia Tech","7-2",479,"23","john-clay","Week 11"
24,"Colorado","7-2",550,"21","john-clay","Week 11"
25,"USC","6-3",76,"-","john-clay","Week 11"
1,"Alabama","9-0",1524,"1","john-shinn","Week 11"
2,"Michigan","9-0",1432,"2","john-shinn","Week 11"
3,"Clemson","9-0",1408,"3","john-shinn","Week 11"
4,"Washington","9-0",1364,"4","john-shinn","Week 11"
5,"Louisville","8-1",1255,"5","john-shinn","Week 11"
6,"Ohio State","8-1",1245,"6","john-shinn","Week 11"
7,"Wisconsin","7-2",1159,"8","john-shinn","Week 11"
8,"Auburn","7-2",1081,"11","john-shinn","Week 11"
9,"Oklahoma","7-2",996,"12","john-shinn","Week 11"
10,"Penn State","7-2",752,"20","john-shinn","Week 11"
11,"Utah","7-2",686,"16","john-shinn","Week 11"
12,"Texas A&M","7-2",820,"7","john-shinn","Week 11"
13,"Oklahoma State","7-2",516,"22","john-shinn","Week 11"
14,"West Virginia","7-1",805,"14","john-shinn","Week 11"
15,"Colorado","7-2",550,"21","john-shinn","Week 11"
16,"Virginia Tech","7-2",479,"23","john-shinn","Week 11"
17,"North Carolina","7-2",559,"18","john-shinn","Week 11"
18,"LSU","5-3",454,"15","john-shinn","Week 11"
19,"Nebraska","7-2",434,"9","john-shinn","Week 11"
20,"Western Michigan","9-0",583,"17","john-shinn","Week 11"
21,"Arkansas","6-3",74,"-","john-shinn","Week 11"
22,"Florida","6-2",390,"10","john-shinn","Week 11"
23,"Washington State","7-2",305,"25","john-shinn","Week 11"
24,"Florida State","6-3",450,"19","john-shinn","Week 11"
25,"Boise State","8-1",226,"24","john-shinn","Week 11"
1,"Alabama","9-0",1524,"1","jon-wilner","Week 11"
2,"Clemson","9-0",1408,"3","jon-wilner","Week 11"
3,"Michigan","9-0",1432,"2","jon-wilner","Week 11"
4,"Ohio State","8-1",1245,"6","jon-wilner","Week 11"
5,"Washington","9-0",1364,"4","jon-wilner","Week 11"
6,"Wisconsin","7-2",1159,"8","jon-wilner","Week 11"
7,"Auburn","7-2",1081,"11","jon-wilner","Week 11"
8,"Louisville","8-1",1255,"5","jon-wilner","Week 11"
9,"Oklahoma","7-2",996,"12","jon-wilner","Week 11"
10,"Texas A&M","7-2",820,"7","jon-wilner","Week 11"
11,"Penn State","7-2",752,"20","jon-wilner","Week 11"
12,"Colorado","7-2",550,"21","jon-wilner","Week 11"
13,"Arkansas","6-3",74,"-","jon-wilner","Week 11"
14,"Virginia Tech","7-2",479,"23","jon-wilner","Week 11"
15,"Nebraska","7-2",434,"9","jon-wilner","Week 11"
16,"Florida State","6-3",450,"19","jon-wilner","Week 11"
17,"Utah","7-2",686,"16","jon-wilner","Week 11"
18,"North Carolina","7-2",559,"18","jon-wilner","Week 11"
19,"Florida","6-2",390,"10","jon-wilner","Week 11"
20,"Oklahoma State","7-2",516,"22","jon-wilner","Week 11"
21,"LSU","5-3",454,"15","jon-wilner","Week 11"
22,"Western Michigan","9-0",583,"17","jon-wilner","Week 11"
23,"West Virginia","7-1",805,"14","jon-wilner","Week 11"
24,"Washington State","7-2",305,"25","jon-wilner","Week 11"
25,"Navy","6-2",2,"-","jon-wilner","Week 11"
1,"Alabama","9-0",1524,"1","jonny-miller","Week 11"
2,"Michigan","9-0",1432,"2","jonny-miller","Week 11"
3,"Clemson","9-0",1408,"3","jonny-miller","Week 11"
4,"Washington","9-0",1364,"4","jonny-miller","Week 11"
5,"Louisville","8-1",1255,"5","jonny-miller","Week 11"
6,"Ohio State","8-1",1245,"6","jonny-miller","Week 11"
7,"Wisconsin","7-2",1159,"8","jonny-miller","Week 11"
8,"Oklahoma","7-2",996,"12","jonny-miller","Week 11"
9,"Auburn","7-2",1081,"11","jonny-miller","Week 11"
10,"West Virginia","7-1",805,"14","jonny-miller","Week 11"
11,"Utah","7-2",686,"16","jonny-miller","Week 11"
12,"Texas A&M","7-2",820,"7","jonny-miller","Week 11"
13,"North Carolina","7-2",559,"18","jonny-miller","Week 11"
14,"Florida State","6-3",450,"19","jonny-miller","Week 11"
15,"Colorado","7-2",550,"21","jonny-miller","Week 11"
16,"Oklahoma State","7-2",516,"22","jonny-miller","Week 11"
17,"Florida","6-2",390,"10","jonny-miller","Week 11"
18,"Virginia Tech","7-2",479,"23","jonny-miller","Week 11"
19,"LSU","5-3",454,"15","jonny-miller","Week 11"
20,"Western Michigan","9-0",583,"17","jonny-miller","Week 11"
21,"Penn State","7-2",752,"20","jonny-miller","Week 11"
22,"Boise State","8-1",226,"24","jonny-miller","Week 11"
23,"Nebraska","7-2",434,"9","jonny-miller","Week 11"
24,"Washington State","7-2",305,"25","jonny-miller","Week 11"
25,"Arkansas","6-3",74,"-","jonny-miller","Week 11"
1,"Alabama","9-0",1524,"1","josh-kendall","Week 11"
2,"Clemson","9-0",1408,"3","josh-kendall","Week 11"
3,"Washington","9-0",1364,"4","josh-kendall","Week 11"
4,"Michigan","9-0",1432,"2","josh-kendall","Week 11"
5,"Wisconsin","7-2",1159,"8","josh-kendall","Week 11"
6,"Louisville","8-1",1255,"5","josh-kendall","Week 11"
7,"Penn State","7-2",752,"20","josh-kendall","Week 11"
8,"Ohio State","8-1",1245,"6","josh-kendall","Week 11"
9,"Auburn","7-2",1081,"11","josh-kendall","Week 11"
10,"Florida State","6-3",450,"19","josh-kendall","Week 11"
11,"Oklahoma","7-2",996,"12","josh-kendall","Week 11"
12,"Utah","7-2",686,"16","josh-kendall","Week 11"
13,"LSU","5-3",454,"15","josh-kendall","Week 11"
14,"Virginia Tech","7-2",479,"23","josh-kendall","Week 11"
15,"Texas A&M","7-2",820,"7","josh-kendall","Week 11"
16,"Nebraska","7-2",434,"9","josh-kendall","Week 11"
17,"North Carolina","7-2",559,"18","josh-kendall","Week 11"
18,"Colorado","7-2",550,"21","josh-kendall","Week 11"
19,"USC","6-3",76,"-","josh-kendall","Week 11"
20,"Washington State","7-2",305,"25","josh-kendall","Week 11"
21,"Western Michigan","9-0",583,"17","josh-kendall","Week 11"
22,"Troy","7-1",28,"-","josh-kendall","Week 11"
23,"Tulsa","7-2",3,"-","josh-kendall","Week 11"
24,"San Diego State","8-1",38,"-","josh-kendall","Week 11"
25,"Oklahoma State","7-2",516,"22","josh-kendall","Week 11"
1,"Alabama","9-0",1524,"1","keith-sargeant","Week 11"
2,"Michigan","9-0",1432,"2","keith-sargeant","Week 11"
3,"Clemson","9-0",1408,"3","keith-sargeant","Week 11"
4,"Washington","9-0",1364,"4","keith-sargeant","Week 11"
5,"Ohio State","8-1",1245,"6","keith-sargeant","Week 11"
6,"Louisville","8-1",1255,"5","keith-sargeant","Week 11"
7,"Wisconsin","7-2",1159,"8","keith-sargeant","Week 11"
8,"Auburn","7-2",1081,"11","keith-sargeant","Week 11"
9,"Penn State","7-2",752,"20","keith-sargeant","Week 11"
10,"Western Michigan","9-0",583,"17","keith-sargeant","Week 11"
11,"Oklahoma","7-2",996,"12","keith-sargeant","Week 11"
12,"Oklahoma State","7-2",516,"22","keith-sargeant","Week 11"
13,"West Virginia","7-1",805,"14","keith-sargeant","Week 11"
14,"Colorado","7-2",550,"21","keith-sargeant","Week 11"
15,"LSU","5-3",454,"15","keith-sargeant","Week 11"
16,"Texas A&M","7-2",820,"7","keith-sargeant","Week 11"
17,"Nebraska","7-2",434,"9","keith-sargeant","Week 11"
18,"Virginia Tech","7-2",479,"23","keith-sargeant","Week 11"
19,"Utah","7-2",686,"16","keith-sargeant","Week 11"
20,"North Carolina","7-2",559,"18","keith-sargeant","Week 11"
21,"Arkansas","6-3",74,"-","keith-sargeant","Week 11"
22,"Florida","6-2",390,"10","keith-sargeant","Week 11"
23,"Florida State","6-3",450,"19","keith-sargeant","Week 11"
24,"Washington State","7-2",305,"25","keith-sargeant","Week 11"
25,"San Diego State","8-1",38,"-","keith-sargeant","Week 11"
1,"Alabama","9-0",1524,"1","kirk-bohls","Week 11"
2,"Michigan","9-0",1432,"2","kirk-bohls","Week 11"
3,"Clemson","9-0",1408,"3","kirk-bohls","Week 11"
4,"Washington","9-0",1364,"4","kirk-bohls","Week 11"
5,"Ohio State","8-1",1245,"6","kirk-bohls","Week 11"
6,"Louisville","8-1",1255,"5","kirk-bohls","Week 11"
7,"Wisconsin","7-2",1159,"8","kirk-bohls","Week 11"
8,"Oklahoma","7-2",996,"12","kirk-bohls","Week 11"
9,"Auburn","7-2",1081,"11","kirk-bohls","Week 11"
10,"North Carolina","7-2",559,"18","kirk-bohls","Week 11"
11,"Penn State","7-2",752,"20","kirk-bohls","Week 11"
12,"Texas A&M","7-2",820,"7","kirk-bohls","Week 11"
13,"Western Michigan","9-0",583,"17","kirk-bohls","Week 11"
14,"Boise State","8-1",226,"24","kirk-bohls","Week 11"
15,"Florida State","6-3",450,"19","kirk-bohls","Week 11"
16,"Oklahoma State","7-2",516,"22","kirk-bohls","Week 11"
17,"West Virginia","7-1",805,"14","kirk-bohls","Week 11"
18,"Virginia Tech","7-2",479,"23","kirk-bohls","Week 11"
19,"Washington State","7-2",305,"25","kirk-bohls","Week 11"
20,"Utah","7-2",686,"16","kirk-bohls","Week 11"
21,"USC","6-3",76,"-","kirk-bohls","Week 11"
22,"Baylor","6-2",90,"13","kirk-bohls","Week 11"
23,"LSU","5-3",454,"15","kirk-bohls","Week 11"
24,"South Florida","7-2",3,"-","kirk-bohls","Week 11"
25,"Florida","6-2",390,"10","kirk-bohls","Week 11"
1,"Alabama","9-0",1524,"1","mandy-mitchell","Week 11"
2,"Clemson","9-0",1408,"3","mandy-mitchell","Week 11"
3,"Michigan","9-0",1432,"2","mandy-mitchell","Week 11"
4,"Washington","9-0",1364,"4","mandy-mitchell","Week 11"
5,"Louisville","8-1",1255,"5","mandy-mitchell","Week 11"
