"Rank","Team","Record","Points","PV.Rank","Voter","Week"
5,"Washington","9-0",1364,"4","ross-dellenger","Week 11"
6,"Louisville","8-1",1255,"5","ross-dellenger","Week 11"
7,"Wisconsin","7-2",1159,"8","ross-dellenger","Week 11"
8,"Oklahoma","7-2",996,"12","ross-dellenger","Week 11"
9,"Auburn","7-2",1081,"11","ross-dellenger","Week 11"
10,"West Virginia","7-1",805,"14","ross-dellenger","Week 11"
11,"Virginia Tech","7-2",479,"23","ross-dellenger","Week 11"
12,"Texas A&M","7-2",820,"7","ross-dellenger","Week 11"
13,"Florida State","6-3",450,"19","ross-dellenger","Week 11"
14,"North Carolina","7-2",559,"18","ross-dellenger","Week 11"
15,"Colorado","7-2",550,"21","ross-dellenger","Week 11"
16,"Oklahoma State","7-2",516,"22","ross-dellenger","Week 11"
17,"Nebraska","7-2",434,"9","ross-dellenger","Week 11"
18,"LSU","5-3",454,"15","ross-dellenger","Week 11"
19,"Penn State","7-2",752,"20","ross-dellenger","Week 11"
20,"Western Michigan","9-0",583,"17","ross-dellenger","Week 11"
21,"Washington State","7-2",305,"25","ross-dellenger","Week 11"
22,"Boise State","8-1",226,"24","ross-dellenger","Week 11"
23,"Utah","7-2",686,"16","ross-dellenger","Week 11"
24,"Florida","6-2",390,"10","ross-dellenger","Week 11"
25,"Baylor","6-2",90,"13","ross-dellenger","Week 11"
1,"Alabama","9-0",1524,"1","sam-mckewon","Week 11"
2,"Washington","9-0",1364,"4","sam-mckewon","Week 11"
3,"Michigan","9-0",1432,"2","sam-mckewon","Week 11"
4,"Clemson","9-0",1408,"3","sam-mckewon","Week 11"
5,"Ohio State","8-1",1245,"6","sam-mckewon","Week 11"
6,"Wisconsin","7-2",1159,"8","sam-mckewon","Week 11"
7,"Louisville","8-1",1255,"5","sam-mckewon","Week 11"
8,"Auburn","7-2",1081,"11","sam-mckewon","Week 11"
9,"North Carolina","7-2",559,"18","sam-mckewon","Week 11"
10,"Colorado","7-2",550,"21","sam-mckewon","Week 11"
11,"Utah","7-2",686,"16","sam-mckewon","Week 11"
12,"Texas A&M","7-2",820,"7","sam-mckewon","Week 11"
13,"Oklahoma State","7-2",516,"22","sam-mckewon","Week 11"
14,"West Virginia","7-1",805,"14","sam-mckewon","Week 11"
15,"Oklahoma","7-2",996,"12","sam-mckewon","Week 11"
16,"USC","6-3",76,"-","sam-mckewon","Week 11"
17,"Penn State","7-2",752,"20","sam-mckewon","Week 11"
18,"LSU","5-3",454,"15","sam-mckewon","Week 11"
19,"Florida State","6-3",450,"19","sam-mckewon","Week 11"
20,"Virginia Tech","7-2",479,"23","sam-mckewon","Week 11"
21,"Washington State","7-2",305,"25","sam-mckewon","Week 11"
22,"Nebraska","7-2",434,"9","sam-mckewon","Week 11"
23,"Western Michigan","9-0",583,"17","sam-mckewon","Week 11"
24,"San Diego State","8-1",38,"-","sam-mckewon","Week 11"
25,"Arkansas","6-3",74,"-","sam-mckewon","Week 11"
1,"Alabama","9-0",1524,"1","scott-hamilton","Week 11"
2,"Michigan","9-0",1432,"2","scott-hamilton","Week 11"
3,"Washington","9-0",1364,"4","scott-hamilton","Week 11"
4,"Clemson","9-0",1408,"3","scott-hamilton","Week 11"
5,"Louisville","8-1",1255,"5","scott-hamilton","Week 11"
6,"Ohio State","8-1",1245,"6","scott-hamilton","Week 11"
7,"Wisconsin","7-2",1159,"8","scott-hamilton","Week 11"
8,"Auburn","7-2",1081,"11","scott-hamilton","Week 11"
9,"West Virginia","7-1",805,"14","scott-hamilton","Week 11"
10,"Oklahoma","7-2",996,"12","scott-hamilton","Week 11"
11,"Western Michigan","9-0",583,"17","scott-hamilton","Week 11"
12,"Texas A&M","7-2",820,"7","scott-hamilton","Week 11"
13,"Nebraska","7-2",434,"9","scott-hamilton","Week 11"
14,"Utah","7-2",686,"16","scott-hamilton","Week 11"
15,"North Carolina","7-2",559,"18","scott-hamilton","Week 11"
16,"LSU","5-3",454,"15","scott-hamilton","Week 11"
17,"Boise State","8-1",226,"24","scott-hamilton","Week 11"
18,"Florida","6-2",390,"10","scott-hamilton","Week 11"
19,"Penn State","7-2",752,"20","scott-hamilton","Week 11"
20,"Virginia Tech","7-2",479,"23","scott-hamilton","Week 11"
21,"Colorado","7-2",550,"21","scott-hamilton","Week 11"
22,"Oklahoma State","7-2",516,"22","scott-hamilton","Week 11"
23,"Florida State","6-3",450,"19","scott-hamilton","Week 11"
24,"Baylor","6-2",90,"13","scott-hamilton","Week 11"
25,"Washington State","7-2",305,"25","scott-hamilton","Week 11"
1,"Michigan","9-0",1432,"2","scott-wolf","Week 11"
2,"Alabama","9-0",1524,"1","scott-wolf","Week 11"
3,"Clemson","9-0",1408,"3","scott-wolf","Week 11"
4,"Louisville","8-1",1255,"5","scott-wolf","Week 11"
5,"Washington","9-0",1364,"4","scott-wolf","Week 11"
6,"Ohio State","8-1",1245,"6","scott-wolf","Week 11"
7,"Wisconsin","7-2",1159,"8","scott-wolf","Week 11"
8,"Oklahoma","7-2",996,"12","scott-wolf","Week 11"
9,"Auburn","7-2",1081,"11","scott-wolf","Week 11"
10,"West Virginia","7-1",805,"14","scott-wolf","Week 11"
11,"Western Michigan","9-0",583,"17","scott-wolf","Week 11"
12,"Florida State","6-3",450,"19","scott-wolf","Week 11"
13,"Texas A&M","7-2",820,"7","scott-wolf","Week 11"
14,"Utah","7-2",686,"16","scott-wolf","Week 11"
15,"Nebraska","7-2",434,"9","scott-wolf","Week 11"
16,"Penn State","7-2",752,"20","scott-wolf","Week 11"
17,"LSU","5-3",454,"15","scott-wolf","Week 11"
18,"Florida","6-2",390,"10","scott-wolf","Week 11"
19,"Washington State","7-2",305,"25","scott-wolf","Week 11"
20,"Boise State","8-1",226,"24","scott-wolf","Week 11"
21,"Oklahoma State","7-2",516,"22","scott-wolf","Week 11"
22,"North Carolina","7-2",559,"18","scott-wolf","Week 11"
23,"Virginia Tech","7-2",479,"23","scott-wolf","Week 11"
24,"Colorado","7-2",550,"21","scott-wolf","Week 11"
25,"Troy","7-1",28,"-","scott-wolf","Week 11"
1,"Alabama","9-0",1524,"1","steve-batterson","Week 11"
2,"Michigan","9-0",1432,"2","steve-batterson","Week 11"
3,"Clemson","9-0",1408,"3","steve-batterson","Week 11"
4,"Washington","9-0",1364,"4","steve-batterson","Week 11"
5,"Louisville","8-1",1255,"5","steve-batterson","Week 11"
6,"Ohio State","8-1",1245,"6","steve-batterson","Week 11"
7,"Wisconsin","7-2",1159,"8","steve-batterson","Week 11"
8,"Oklahoma","7-2",996,"12","steve-batterson","Week 11"
9,"Auburn","7-2",1081,"11","steve-batterson","Week 11"
10,"Oklahoma State","7-2",516,"22","steve-batterson","Week 11"
11,"West Virginia","7-1",805,"14","steve-batterson","Week 11"
12,"Utah","7-2",686,"16","steve-batterson","Week 11"
13,"Virginia Tech","7-2",479,"23","steve-batterson","Week 11"
14,"Texas A&M","7-2",820,"7","steve-batterson","Week 11"
15,"Western Michigan","9-0",583,"17","steve-batterson","Week 11"
16,"Florida","6-2",390,"10","steve-batterson","Week 11"
17,"North Carolina","7-2",559,"18","steve-batterson","Week 11"
18,"Penn State","7-2",752,"20","steve-batterson","Week 11"
19,"Florida State","6-3",450,"19","steve-batterson","Week 11"
20,"Colorado","7-2",550,"21","steve-batterson","Week 11"
21,"Nebraska","7-2",434,"9","steve-batterson","Week 11"
22,"Baylor","6-2",90,"13","steve-batterson","Week 11"
23,"Boise State","8-1",226,"24","steve-batterson","Week 11"
24,"Washington State","7-2",305,"25","steve-batterson","Week 11"
25,"San Diego State","8-1",38,"-","steve-batterson","Week 11"
1,"Alabama","9-0",1524,"1","steve-wiseman","Week 11"
2,"Clemson","9-0",1408,"3","steve-wiseman","Week 11"
3,"Michigan","9-0",1432,"2","steve-wiseman","Week 11"
4,"Washington","9-0",1364,"4","steve-wiseman","Week 11"
5,"Louisville","8-1",1255,"5","steve-wiseman","Week 11"
6,"Ohio State","8-1",1245,"6","steve-wiseman","Week 11"
7,"Wisconsin","7-2",1159,"8","steve-wiseman","Week 11"
8,"Auburn","7-2",1081,"11","steve-wiseman","Week 11"
9,"Oklahoma","7-2",996,"12","steve-wiseman","Week 11"
10,"West Virginia","7-1",805,"14","steve-wiseman","Week 11"
11,"Utah","7-2",686,"16","steve-wiseman","Week 11"
12,"Nebraska","7-2",434,"9","steve-wiseman","Week 11"
13,"Texas A&M","7-2",820,"7","steve-wiseman","Week 11"
14,"Western Michigan","9-0",583,"17","steve-wiseman","Week 11"
15,"Virginia Tech","7-2",479,"23","steve-wiseman","Week 11"
16,"North Carolina","7-2",559,"18","steve-wiseman","Week 11"
17,"Penn State","7-2",752,"20","steve-wiseman","Week 11"
18,"Troy","7-1",28,"-","steve-wiseman","Week 11"
19,"Colorado","7-2",550,"21","steve-wiseman","Week 11"
20,"Florida","6-2",390,"10","steve-wiseman","Week 11"
21,"Florida State","6-3",450,"19","steve-wiseman","Week 11"
22,"San Diego State","8-1",38,"-","steve-wiseman","Week 11"
23,"Oklahoma State","7-2",516,"22","steve-wiseman","Week 11"
24,"Boise State","8-1",226,"24","steve-wiseman","Week 11"
25,"LSU","5-3",454,"15","steve-wiseman","Week 11"
1,"Alabama","9-0",1524,"1","tom-murphy","Week 11"
2,"Washington","9-0",1364,"4","tom-murphy","Week 11"
3,"Michigan","9-0",1432,"2","tom-murphy","Week 11"
4,"Clemson","9-0",1408,"3","tom-murphy","Week 11"
5,"Louisville","8-1",1255,"5","tom-murphy","Week 11"
6,"Ohio State","8-1",1245,"6","tom-murphy","Week 11"
7,"Wisconsin","7-2",1159,"8","tom-murphy","Week 11"
8,"Auburn","7-2",1081,"11","tom-murphy","Week 11"
9,"West Virginia","7-1",805,"14","tom-murphy","Week 11"
10,"Texas A&M","7-2",820,"7","tom-murphy","Week 11"
11,"Oklahoma","7-2",996,"12","tom-murphy","Week 11"
12,"Utah","7-2",686,"16","tom-murphy","Week 11"
13,"Florida","6-2",390,"10","tom-murphy","Week 11"
14,"Penn State","7-2",752,"20","tom-murphy","Week 11"
15,"Oklahoma State","7-2",516,"22","tom-murphy","Week 11"
16,"Virginia Tech","7-2",479,"23","tom-murphy","Week 11"
17,"Nebraska","7-2",434,"9","tom-murphy","Week 11"
18,"Colorado","7-2",550,"21","tom-murphy","Week 11"
19,"LSU","5-3",454,"15","tom-murphy","Week 11"
20,"Arkansas","6-3",74,"-","tom-murphy","Week 11"
21,"North Carolina","7-2",559,"18","tom-murphy","Week 11"
22,"Washington State","7-2",305,"25","tom-murphy","Week 11"
23,"Troy","7-1",28,"-","tom-murphy","Week 11"
24,"Florida State","6-3",450,"19","tom-murphy","Week 11"
25,"Western Michigan","9-0",583,"17","tom-murphy","Week 11"
1,"Alabama","9-0",1524,"1","tony-parks","Week 11"
2,"Clemson","9-0",1408,"3","tony-parks","Week 11"
3,"Washington","9-0",1364,"4","tony-parks","Week 11"
4,"Michigan","9-0",1432,"2","tony-parks","Week 11"
5,"Louisville","8-1",1255,"5","tony-parks","Week 11"
6,"Ohio State","8-1",1245,"6","tony-parks","Week 11"
7,"Wisconsin","7-2",1159,"8","tony-parks","Week 11"
8,"Auburn","7-2",1081,"11","tony-parks","Week 11"
9,"West Virginia","7-1",805,"14","tony-parks","Week 11"
10,"Texas A&M","7-2",820,"7","tony-parks","Week 11"
11,"Oklahoma","7-2",996,"12","tony-parks","Week 11"
12,"Utah","7-2",686,"16","tony-parks","Week 11"
13,"Oklahoma State","7-2",516,"22","tony-parks","Week 11"
14,"Virginia Tech","7-2",479,"23","tony-parks","Week 11"
15,"Western Michigan","9-0",583,"17","tony-parks","Week 11"
16,"Florida","6-2",390,"10","tony-parks","Week 11"
17,"North Carolina","7-2",559,"18","tony-parks","Week 11"
18,"Colorado","7-2",550,"21","tony-parks","Week 11"
19,"Penn State","7-2",752,"20","tony-parks","Week 11"
20,"Nebraska","7-2",434,"9","tony-parks","Week 11"
21,"LSU","5-3",454,"15","tony-parks","Week 11"
22,"Florida State","6-3",450,"19","tony-parks","Week 11"
23,"Boise State","8-1",226,"24","tony-parks","Week 11"
24,"Washington State","7-2",305,"25","tony-parks","Week 11"
25,"San Diego State","8-1",38,"-","tony-parks","Week 11"
